[29291.791748] [i] Total hammer attempts per row: 506607
[29291.791778] EMIF 2 REG Write 0x00000618 at 0x4d000010
[29291.791778] EMIF 2 REG Read 0x00000618 at 0x4d000010
[29291.791809] EMIF 2 REG Write 0x00000618 at 0x4d000014
[29291.791809] EMIF 2 REG Read 0x00000618 at 0x4d000014
[29291.791839] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[29291.791839] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[29291.791839] Temp polling alert enabled
[29291.791870] Refresh enabled at EMIF2
[29291.791870] [i] Starting PUF read-out
[29291.791870] [i] Single-Sided Rowhammer (SSRH)
[29291.791900] PUF Read:0x00000010 at 0xa0008000
[29291.791931] PUF Read:0x00000400 at 0xa0008004
[29291.791931] PUF Read:0x00000000 at 0xa0008008
[29291.791931] PUF Read:0x00000000 at 0xa000800c
[29291.791931] PUF Read:0x00000000 at 0xa0008010
[29291.792022] PUF Read:0x00000100 at 0xa0008014
[29291.792022] PUF Read:0x00000000 at 0xa0008018
[29291.792083] PUF Read:0x10400100 at 0xa000801c
[29291.792114] PUF Read:0x40000000 at 0xa0008020
[29291.792114] PUF Read:0x40004000 at 0xa0008024
[29291.792175] PUF Read:0x00004000 at 0xa0008028
[29291.792175] PUF Read:0x00000010 at 0xa000802c
[29291.792175] PUF Read:0x40000000 at 0xa0008030
[29291.792175] PUF Read:0x04000000 at 0xa0008034
[29291.792266] PUF Read:0x00004000 at 0xa0008038
[29291.792266] PUF Read:0x00000000 at 0xa000803c
[29291.792266] PUF Read:0x00000001 at 0xa0008040
[29291.792266] PUF Read:0x00004000 at 0xa0008044
[29291.792358] PUF Read:0x00000010 at 0xa0008048
[29291.792358] PUF Read:0x00000001 at 0xa000804c
[29291.792419] PUF Read:0x00000000 at 0xa0008050
[29291.792449] PUF Read:0x00000000 at 0xa0008054
[29291.792449] PUF Read:0x00000000 at 0xa0008058
[29291.792449] PUF Read:0x00000000 at 0xa000805c
[29291.792510] PUF Read:0x00000000 at 0xa0008060
[29291.792510] PUF Read:0x00100000 at 0xa0008064
[29291.792572] PUF Read:0x00000000 at 0xa0008068
[29291.792602] PUF Read:0x00000000 at 0xa000806c
[29291.792602] PUF Read:0x00000000 at 0xa0008070
[29291.792602] PUF Read:0x00000000 at 0xa0008074
[29291.792663] PUF Read:0x00000000 at 0xa0008078
[29291.792663] PUF Read:0x00010000 at 0xa000807c
[29291.792724] PUF Read:0x00010001 at 0xa0008080
[29291.792755] PUF Read:0x00000000 at 0xa0008084
[29291.792755] PUF Read:0x00000000 at 0xa0008088
[29291.792755] PUF Read:0x00000000 at 0xa000808c
[29291.792816] PUF Read:0x00000000 at 0xa0008090
[29291.792816] PUF Read:0x10000000 at 0xa0008094
[29291.792877] PUF Read:0x00410001 at 0xa0008098
[29291.792907] PUF Read:0x00000000 at 0xa000809c
[29291.792907] PUF Read:0x00000000 at 0xa00080a0
[29291.792907] PUF Read:0x00010000 at 0xa00080a4
[29291.792968] PUF Read:0x00010001 at 0xa00080a8
[29291.792968] PUF Read:0x00000040 at 0xa00080ac
[29291.792968] PUF Read:0x00000000 at 0xa00080b0
[29291.793060] PUF Read:0x00000000 at 0xa00080b4
[29291.793060] PUF Read:0x00004000 at 0xa00080b8
[29291.793060] PUF Read:0x00000000 at 0xa00080bc
[29291.793060] PUF Read:0x00000400 at 0xa00080c0
[29291.793060] PUF Read:0x00000000 at 0xa00080c4
[29291.793060] PUF Read:0x10100000 at 0xa00080c8
[29291.793060] PUF Read:0x01000000 at 0xa00080cc
[29291.793243] PUF Read:0x40045000 at 0xa00080d0
[29291.793273] PUF Read:0x00000000 at 0xa00080d4
[29291.793273] PUF Read:0x00001000 at 0xa00080d8
[29291.793273] PUF Read:0x00000000 at 0xa00080dc
[29291.793334] PUF Read:0x01000000 at 0xa00080e0
[29291.793334] PUF Read:0x00000000 at 0xa00080e4
[29291.793395] PUF Read:0x00000000 at 0xa00080e8
[29291.793426] PUF Read:0x00000001 at 0xa00080ec
[29291.793426] PUF Read:0x00000000 at 0xa00080f0
[29291.793426] PUF Read:0x00000000 at 0xa00080f4
[29291.793487] PUF Read:0x00000100 at 0xa00080f8
[29291.793487] PUF Read:0x00000000 at 0xa00080fc
[29291.793548] PUF Read:0x00000000 at 0xa0008100
[29291.793579] PUF Read:0x00000000 at 0xa0008104
[29291.793579] PUF Read:0x00000000 at 0xa0008108
[29291.793579] PUF Read:0x00100100 at 0xa000810c
[29291.793640] PUF Read:0x00000000 at 0xa0008110
[29291.793640] PUF Read:0x00400000 at 0xa0008114
[29291.793701] PUF Read:0x00000000 at 0xa0008118
