[ 8016.166687] [i] Total hammer attempts per row: 506734
[ 8016.168182] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 8016.168212] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 8016.168212] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 8016.168243] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 8016.168243] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 8016.168243] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 8016.168273] Temp polling alert enabled
[ 8016.168273] Refresh enabled at EMIF2
[ 8016.168304] [i] Starting PUF read-out
[ 8016.168304] [i] Single-Sided Rowhammer (SSRH)
[ 8016.168304] PUF Read:0x00000010 at 0xa0008000
[ 8016.168334] PUF Read:0x00000400 at 0xa0008004
[ 8016.168334] PUF Read:0x00000000 at 0xa0008008
[ 8016.168334] PUF Read:0x00000000 at 0xa000800c
[ 8016.168426] PUF Read:0x00000000 at 0xa0008010
[ 8016.168457] PUF Read:0x00000100 at 0xa0008014
[ 8016.168457] PUF Read:0x00000000 at 0xa0008018
[ 8016.168457] PUF Read:0x10400100 at 0xa000801c
[ 8016.168518] PUF Read:0x40000000 at 0xa0008020
[ 8016.168518] PUF Read:0x40004000 at 0xa0008024
[ 8016.168579] PUF Read:0x00004000 at 0xa0008028
[ 8016.168609] PUF Read:0x00000010 at 0xa000802c
[ 8016.168609] PUF Read:0x40000000 at 0xa0008030
[ 8016.168670] PUF Read:0x04000000 at 0xa0008034
[ 8016.168670] PUF Read:0x00004000 at 0xa0008038
[ 8016.168670] PUF Read:0x00000000 at 0xa000803c
[ 8016.168670] PUF Read:0x00000001 at 0xa0008040
[ 8016.168762] PUF Read:0x00004000 at 0xa0008044
[ 8016.168762] PUF Read:0x00000010 at 0xa0008048
[ 8016.168762] PUF Read:0x00000001 at 0xa000804c
[ 8016.168762] PUF Read:0x00000000 at 0xa0008050
[ 8016.168762] PUF Read:0x00000000 at 0xa0008054
[ 8016.168762] PUF Read:0x00000000 at 0xa0008058
[ 8016.168914] PUF Read:0x00000000 at 0xa000805c
[ 8016.168914] PUF Read:0x00000000 at 0xa0008060
[ 8016.168975] PUF Read:0x00100000 at 0xa0008064
[ 8016.168975] PUF Read:0x00000000 at 0xa0008068
[ 8016.168975] PUF Read:0x00000000 at 0xa000806c
[ 8016.169036] PUF Read:0x00000000 at 0xa0008070
[ 8016.169067] PUF Read:0x00000000 at 0xa0008074
[ 8016.169067] PUF Read:0x00000000 at 0xa0008078
[ 8016.169067] PUF Read:0x00010000 at 0xa000807c
[ 8016.169128] PUF Read:0x00010000 at 0xa0008080
[ 8016.169128] PUF Read:0x00000000 at 0xa0008084
[ 8016.169189] PUF Read:0x00000000 at 0xa0008088
[ 8016.169219] PUF Read:0x00000000 at 0xa000808c
[ 8016.169219] PUF Read:0x00000000 at 0xa0008090
[ 8016.169219] PUF Read:0x10000000 at 0xa0008094
[ 8016.169281] PUF Read:0x00410001 at 0xa0008098
[ 8016.169281] PUF Read:0x00000000 at 0xa000809c
[ 8016.169342] PUF Read:0x00000000 at 0xa00080a0
[ 8016.169372] PUF Read:0x00010000 at 0xa00080a4
[ 8016.169372] PUF Read:0x00000001 at 0xa00080a8
[ 8016.169372] PUF Read:0x00000040 at 0xa00080ac
[ 8016.169433] PUF Read:0x00000000 at 0xa00080b0
[ 8016.169433] PUF Read:0x00000000 at 0xa00080b4
[ 8016.169494] PUF Read:0x00004000 at 0xa00080b8
[ 8016.169525] PUF Read:0x00000000 at 0xa00080bc
[ 8016.169525] PUF Read:0x00000400 at 0xa00080c0
[ 8016.169525] PUF Read:0x00000000 at 0xa00080c4
[ 8016.169586] PUF Read:0x10100000 at 0xa00080c8
[ 8016.169586] PUF Read:0x01000000 at 0xa00080cc
[ 8016.169647] PUF Read:0x40045000 at 0xa00080d0
[ 8016.169677] PUF Read:0x00000000 at 0xa00080d4
[ 8016.169677] PUF Read:0x00001000 at 0xa00080d8
[ 8016.169677] PUF Read:0x00000000 at 0xa00080dc
[ 8016.169738] PUF Read:0x01000000 at 0xa00080e0
[ 8016.169738] PUF Read:0x00000000 at 0xa00080e4
[ 8016.169799] PUF Read:0x00000000 at 0xa00080e8
[ 8016.169830] PUF Read:0x00000001 at 0xa00080ec
[ 8016.169830] PUF Read:0x00000000 at 0xa00080f0
[ 8016.169830] PUF Read:0x00000000 at 0xa00080f4
[ 8016.169891] PUF Read:0x00000100 at 0xa00080f8
[ 8016.169891] PUF Read:0x00000000 at 0xa00080fc
[ 8016.169952] PUF Read:0x00000000 at 0xa0008100
[ 8016.169982] PUF Read:0x00000000 at 0xa0008104
[ 8016.169982] PUF Read:0x00000000 at 0xa0008108
[ 8016.169982] PUF Read:0x00100100 at 0xa000810c
[ 8016.169982] PUF Read:0x00000000 at 0xa0008110
[ 8016.169982] PUF Read:0x00400000 at 0xa0008114
[ 8016.170104] PUF Read:0x00000000 at 0xa0008118
[ 8016.170104] PUF Read:0x00000000 at 0xa000811c
[ 8016.170104] PUF Read:0x01000000 at 0xa0008120
[ 8016.170104] PUF Read:0x00000400 at 0xa0008124
[ 8016.170104] PUF Read:0x00000040 at 0xa0008128
[ 8016.170104] PUF Read:0x00000000 at 0xa000812c
[ 8016.170257] PUF Read:0x00000000 at 0xa0008130
[ 8016.170257] PUF Read:0x00000000 at 0xa0008134
[ 8016.170257] PUF Read:0x00010000 at 0xa0008138
[ 8016.170257] PUF Read:0x00000000 at 0xa000813c
[ 8016.170257] PUF Read:0x40000400 at 0xa0008140
[ 8016.170379] PUF Read:0x00000000 at 0xa0008144
[ 8016.170410] PUF Read:0x00100400 at 0xa0008148
[ 8016.170410] PUF Read:0x00000000 at 0xa000814c
[ 8016.170471] PUF Read:0x00000000 at 0xa0008150
[ 8016.170471] PUF Read:0x00000000 at 0xa0008154
[ 8016.170471] PUF Read:0x00000000 at 0xa0008158
[ 8016.170532] PUF Read:0x00100040 at 0xa000815c
[ 8016.170562] PUF Read:0x00001000 at 0xa0008160
[ 8016.170562] PUF Read:0x00000000 at 0xa0008164
[ 8016.170562] PUF Read:0x04000000 at 0xa0008168
[ 8016.170623] PUF Read:0x00400000 at 0xa000816c
[ 8016.170623] PUF Read:0x00000000 at 0xa0008170
[ 8016.170623] PUF Read:0x00100000 at 0xa0008174
[ 8016.170715] PUF Read:0x00000000 at 0xa0008178
[ 8016.170715] PUF Read:0x00004000 at 0xa000817c
[ 8016.170715] PUF Read:0x00000000 at 0xa0008180
[ 8016.170715] PUF Read:0x00000000 at 0xa0008184
[ 8016.170715] PUF Read:0x00040000 at 0xa0008188
[ 8016.170715] PUF Read:0x00000440 at 0xa000818c
[ 8016.170867] PUF Read:0x00000000 at 0xa0008190
[ 8016.170867] PUF Read:0x40000000 at 0xa0008194
[ 8016.170867] PUF Read:0x00000004 at 0xa0008198
[ 8016.170867] PUF Read:0x00000000 at 0xa000819c
[ 8016.170867] PUF Read:0x00000000 at 0xa00081a0
[ 8016.170867] PUF Read:0x00000000 at 0xa00081a4
[ 8016.171020] PUF Read:0x00000000 at 0xa00081a8
[ 8016.171020] PUF Read:0x00000040 at 0xa00081ac
[ 8016.171081] PUF Read:0x00410000 at 0xa00081b0
[ 8016.171081] PUF Read:0x00100000 at 0xa00081b4
[ 8016.171081] PUF Read:0x00004000 at 0xa00081b8
[ 8016.171142] PUF Read:0x00100000 at 0xa00081bc
[ 8016.171173] PUF Read:0x00000000 at 0xa00081c0
[ 8016.171173] PUF Read:0x00000004 at 0xa00081c4
[ 8016.171173] PUF Read:0x00000000 at 0xa00081c8
[ 8016.171234] PUF Read:0x00010000 at 0xa00081cc
[ 8016.171234] PUF Read:0x10000000 at 0xa00081d0
[ 8016.171295] PUF Read:0x00000000 at 0xa00081d4
[ 8016.171325] PUF Read:0x10000000 at 0xa00081d8
[ 8016.171325] PUF Read:0x00004000 at 0xa00081dc
[ 8016.171325] PUF Read:0x00000000 at 0xa00081e0
[ 8016.171386] PUF Read:0x00000040 at 0xa00081e4
[ 8016.171386] PUF Read:0x00000000 at 0xa00081e8
[ 8016.171447] PUF Read:0x00000010 at 0xa00081ec
[ 8016.171478] PUF Read:0x00000001 at 0xa00081f0
[ 8016.171478] PUF Read:0x00010400 at 0xa00081f4
[ 8016.171478] PUF Read:0x00000000 at 0xa00081f8
[ 8016.171539] PUF Read:0x00000040 at 0xa00081fc
[ 8016.171539] PUF Read:0x00000000 at 0xa0008200
[ 8016.171600] PUF Read:0x00000000 at 0xa0008204
[ 8016.171630] PUF Read:0x00000010 at 0xa0008208
[ 8016.171630] PUF Read:0x00000000 at 0xa000820c
[ 8016.171630] PUF Read:0x00400000 at 0xa0008210
[ 8016.171691] PUF Read:0x00000000 at 0xa0008214
[ 8016.171691] PUF Read:0x00000400 at 0xa0008218
[ 8016.171752] PUF Read:0x00000000 at 0xa000821c
[ 8016.171783] PUF Read:0x00000000 at 0xa0008220
[ 8016.171783] PUF Read:0x00100000 at 0xa0008224
[ 8016.171783] PUF Read:0x00000000 at 0xa0008228
[ 8016.171844] PUF Read:0x00000000 at 0xa000822c
[ 8016.171844] PUF Read:0x00000500 at 0xa0008230
[ 8016.171905] PUF Read:0x00400000 at 0xa0008234
[ 8016.171905] PUF Read:0x00000000 at 0xa0008238
[ 8016.171905] PUF Read:0x00040400 at 0xa000823c
[ 8016.171905] PUF Read:0x01000004 at 0xa0008240
[ 8016.171905] PUF Read:0x00000000 at 0xa0008244
[ 8016.171905] PUF Read:0x00040000 at 0xa0008248
[ 8016.172058] PUF Read:0x00000000 at 0xa000824c
[ 8016.172058] PUF Read:0x04000000 at 0xa0008250
[ 8016.172058] PUF Read:0x00100000 at 0xa0008254
[ 8016.172058] PUF Read:0x00000000 at 0xa0008258
[ 8016.172058] PUF Read:0x04040000 at 0xa000825c
[ 8016.172058] PUF Read:0x00000000 at 0xa0008260
[ 8016.172210] PUF Read:0x00001000 at 0xa0008264
[ 8016.172241] PUF Read:0x00000400 at 0xa0008268
[ 8016.172241] PUF Read:0x40001000 at 0xa000826c
[ 8016.172241] PUF Read:0x00000000 at 0xa0008270
[ 8016.172241] PUF Read:0x00000000 at 0xa0008274
[ 8016.172241] PUF Read:0x00000040 at 0xa0008278
[ 8016.172241] PUF Read:0x00100000 at 0xa000827c
[ 8016.172393] PUF Read:0x40000000 at 0xa0008280
[ 8016.172393] PUF Read:0x00000000 at 0xa0008284
[ 8016.172393] PUF Read:0x00400000 at 0xa0008288
[ 8016.172393] PUF Read:0x00000000 at 0xa000828c
[ 8016.172393] PUF Read:0x00000000 at 0xa0008290
[ 8016.172515] PUF Read:0x00000000 at 0xa0008294
[ 8016.172546] PUF Read:0x00000000 at 0xa0008298
[ 8016.172546] PUF Read:0x00000000 at 0xa000829c
[ 8016.172546] PUF Read:0x00000000 at 0xa00082a0
[ 8016.172607] PUF Read:0x00001000 at 0xa00082a4
[ 8016.172607] PUF Read:0x00000000 at 0xa00082a8
[ 8016.172668] PUF Read:0x00000000 at 0xa00082ac
[ 8016.172698] PUF Read:0x00000000 at 0xa00082b0
[ 8016.172698] PUF Read:0x00000000 at 0xa00082b4
[ 8016.172698] PUF Read:0x00000040 at 0xa00082b8
[ 8016.172760] PUF Read:0x01000000 at 0xa00082bc
[ 8016.172760] PUF Read:0x00000000 at 0xa00082c0
[ 8016.172821] PUF Read:0x00000000 at 0xa00082c4
[ 8016.172851] PUF Read:0x10000000 at 0xa00082c8
[ 8016.172851] PUF Read:0x00000000 at 0xa00082cc
[ 8016.172851] PUF Read:0x00100000 at 0xa00082d0
[ 8016.172912] PUF Read:0x00000000 at 0xa00082d4
[ 8016.172912] PUF Read:0x40000000 at 0xa00082d8
[ 8016.172973] PUF Read:0x00004000 at 0xa00082dc
[ 8016.173004] PUF Read:0x00000000 at 0xa00082e0
[ 8016.173004] PUF Read:0x00000400 at 0xa00082e4
[ 8016.173004] PUF Read:0x00000100 at 0xa00082e8
[ 8016.173065] PUF Read:0x00000001 at 0xa00082ec
[ 8016.173065] PUF Read:0x00000001 at 0xa00082f0
[ 8016.173126] PUF Read:0x00000000 at 0xa00082f4
[ 8016.173156] PUF Read:0x00000000 at 0xa00082f8
