[ 8438.002624] [i] Total hammer attempts per row: 253256
[ 8438.002807] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 8438.002807] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 8438.002838] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 8438.002838] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 8438.002868] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 8438.002868] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 8438.002899] Temp polling alert enabled
[ 8438.002899] Refresh enabled at EMIF2
[ 8438.002899] [i] Starting PUF read-out
[ 8438.002929] [i] Single-Sided Rowhammer (SSRH)
[ 8438.002929] PUF Read:0x00000000 at 0xa0008000
[ 8438.002929] PUF Read:0x00000000 at 0xa0008004
[ 8438.002990] PUF Read:0x00000000 at 0xa0008008
[ 8438.003021] PUF Read:0x00000000 at 0xa000800c
[ 8438.003021] PUF Read:0x00000000 at 0xa0008010
[ 8438.003021] PUF Read:0x00000100 at 0xa0008014
[ 8438.003021] PUF Read:0x00000000 at 0xa0008018
[ 8438.003112] PUF Read:0x00000000 at 0xa000801c
[ 8438.003112] PUF Read:0x00000000 at 0xa0008020
[ 8438.003173] PUF Read:0x00000000 at 0xa0008024
[ 8438.003204] PUF Read:0x00000000 at 0xa0008028
[ 8438.003204] PUF Read:0x00000000 at 0xa000802c
[ 8438.003204] PUF Read:0x00000000 at 0xa0008030
[ 8438.003204] PUF Read:0x00000000 at 0xa0008034
[ 8438.003204] PUF Read:0x00000000 at 0xa0008038
[ 8438.003326] PUF Read:0x00000000 at 0xa000803c
[ 8438.003326] PUF Read:0x00000001 at 0xa0008040
[ 8438.003326] PUF Read:0x00004000 at 0xa0008044
[ 8438.003326] PUF Read:0x00000000 at 0xa0008048
[ 8438.003417] PUF Read:0x00000000 at 0xa000804c
[ 8438.003417] PUF Read:0x00000000 at 0xa0008050
[ 8438.003479] PUF Read:0x00000000 at 0xa0008054
[ 8438.003479] PUF Read:0x00000000 at 0xa0008058
[ 8438.003479] PUF Read:0x00000000 at 0xa000805c
[ 8438.003479] PUF Read:0x00000000 at 0xa0008060
[ 8438.003479] PUF Read:0x00000000 at 0xa0008064
[ 8438.003479] PUF Read:0x00000000 at 0xa0008068
[ 8438.003631] PUF Read:0x00000000 at 0xa000806c
[ 8438.003631] PUF Read:0x00000000 at 0xa0008070
[ 8438.003631] PUF Read:0x00000000 at 0xa0008074
[ 8438.003631] PUF Read:0x00000000 at 0xa0008078
[ 8438.003631] PUF Read:0x00000000 at 0xa000807c
[ 8438.003631] PUF Read:0x00000000 at 0xa0008080
[ 8438.003784] PUF Read:0x00000000 at 0xa0008084
[ 8438.003784] PUF Read:0x00000000 at 0xa0008088
[ 8438.003784] PUF Read:0x00000000 at 0xa000808c
[ 8438.003784] PUF Read:0x00000000 at 0xa0008090
[ 8438.003784] PUF Read:0x00000000 at 0xa0008094
[ 8438.003784] PUF Read:0x00010000 at 0xa0008098
[ 8438.003936] PUF Read:0x00000000 at 0xa000809c
[ 8438.003936] PUF Read:0x00000000 at 0xa00080a0
[ 8438.003936] PUF Read:0x00000000 at 0xa00080a4
[ 8438.003936] PUF Read:0x00000000 at 0xa00080a8
[ 8438.003936] PUF Read:0x00000000 at 0xa00080ac
[ 8438.003936] PUF Read:0x00000000 at 0xa00080b0
[ 8438.004089] PUF Read:0x00000000 at 0xa00080b4
[ 8438.004119] PUF Read:0x00004000 at 0xa00080b8
[ 8438.004119] PUF Read:0x00000000 at 0xa00080bc
[ 8438.004119] PUF Read:0x00000000 at 0xa00080c0
[ 8438.004119] PUF Read:0x00000000 at 0xa00080c4
[ 8438.004119] PUF Read:0x00000000 at 0xa00080c8
[ 8438.004241] PUF Read:0x00000000 at 0xa00080cc
[ 8438.004272] PUF Read:0x40000000 at 0xa00080d0
[ 8438.004272] PUF Read:0x00000000 at 0xa00080d4
[ 8438.004272] PUF Read:0x00000000 at 0xa00080d8
[ 8438.004333] PUF Read:0x00000000 at 0xa00080dc
[ 8438.004333] PUF Read:0x01000000 at 0xa00080e0
[ 8438.004333] PUF Read:0x00000000 at 0xa00080e4
[ 8438.004425] PUF Read:0x00000000 at 0xa00080e8
[ 8438.004425] PUF Read:0x00000001 at 0xa00080ec
[ 8438.004486] PUF Read:0x00000000 at 0xa00080f0
[ 8438.004486] PUF Read:0x00000000 at 0xa00080f4
[ 8438.004486] PUF Read:0x00000100 at 0xa00080f8
[ 8438.004547] PUF Read:0x00000000 at 0xa00080fc
[ 8438.004577] PUF Read:0x00000000 at 0xa0008100
[ 8438.004577] PUF Read:0x00000000 at 0xa0008104
[ 8438.004577] PUF Read:0x00000000 at 0xa0008108
[ 8438.004638] PUF Read:0x00000000 at 0xa000810c
[ 8438.004638] PUF Read:0x00000000 at 0xa0008110
[ 8438.004699] PUF Read:0x00000000 at 0xa0008114
[ 8438.004730] PUF Read:0x00000000 at 0xa0008118
[ 8438.004730] PUF Read:0x00000000 at 0xa000811c
[ 8438.004730] PUF Read:0x00000000 at 0xa0008120
[ 8438.004791] PUF Read:0x00000000 at 0xa0008124
[ 8438.004791] PUF Read:0x00000040 at 0xa0008128
[ 8438.004852] PUF Read:0x00000000 at 0xa000812c
[ 8438.004882] PUF Read:0x00000000 at 0xa0008130
[ 8438.004882] PUF Read:0x00000000 at 0xa0008134
[ 8438.004882] PUF Read:0x00000000 at 0xa0008138
[ 8438.004943] PUF Read:0x00000000 at 0xa000813c
[ 8438.004943] PUF Read:0x00000000 at 0xa0008140
[ 8438.005004] PUF Read:0x00000000 at 0xa0008144
[ 8438.005035] PUF Read:0x00100400 at 0xa0008148
[ 8438.005035] PUF Read:0x00000000 at 0xa000814c
[ 8438.005035] PUF Read:0x00000000 at 0xa0008150
[ 8438.005096] PUF Read:0x00000000 at 0xa0008154
[ 8438.005096] PUF Read:0x00000000 at 0xa0008158
[ 8438.005157] PUF Read:0x00000040 at 0xa000815c
[ 8438.005187] PUF Read:0x00000000 at 0xa0008160
[ 8438.005187] PUF Read:0x00000000 at 0xa0008164
[ 8438.005187] PUF Read:0x00000000 at 0xa0008168
[ 8438.005187] PUF Read:0x00400000 at 0xa000816c
[ 8438.005187] PUF Read:0x00000000 at 0xa0008170
[ 8438.005310] PUF Read:0x00000000 at 0xa0008174
[ 8438.005310] PUF Read:0x00000000 at 0xa0008178
[ 8438.005310] PUF Read:0x00000000 at 0xa000817c
[ 8438.005310] PUF Read:0x00000000 at 0xa0008180
[ 8438.005310] PUF Read:0x00000000 at 0xa0008184
[ 8438.005432] PUF Read:0x00000000 at 0xa0008188
[ 8438.005462] PUF Read:0x00000000 at 0xa000818c
[ 8438.005462] PUF Read:0x00000000 at 0xa0008190
[ 8438.005462] PUF Read:0x00000000 at 0xa0008194
[ 8438.005523] PUF Read:0x00000000 at 0xa0008198
[ 8438.005523] PUF Read:0x00000000 at 0xa000819c
[ 8438.005523] PUF Read:0x00000000 at 0xa00081a0
[ 8438.005615] PUF Read:0x00000000 at 0xa00081a4
[ 8438.005645] PUF Read:0x00000000 at 0xa00081a8
[ 8438.005645] PUF Read:0x00000000 at 0xa00081ac
[ 8438.005645] PUF Read:0x00410000 at 0xa00081b0
[ 8438.005706] PUF Read:0x00000000 at 0xa00081b4
[ 8438.005706] PUF Read:0x00000000 at 0xa00081b8
[ 8438.005767] PUF Read:0x00000000 at 0xa00081bc
[ 8438.005767] PUF Read:0x00000000 at 0xa00081c0
[ 8438.005767] PUF Read:0x00000004 at 0xa00081c4
[ 8438.005767] PUF Read:0x00000000 at 0xa00081c8
[ 8438.005767] PUF Read:0x00000000 at 0xa00081cc
[ 8438.005767] PUF Read:0x10000000 at 0xa00081d0
[ 8438.005920] PUF Read:0x00000000 at 0xa00081d4
[ 8438.005920] PUF Read:0x00000000 at 0xa00081d8
[ 8438.005920] PUF Read:0x00000000 at 0xa00081dc
[ 8438.005920] PUF Read:0x00000000 at 0xa00081e0
[ 8438.005920] PUF Read:0x00000040 at 0xa00081e4
[ 8438.006042] PUF Read:0x00000000 at 0xa00081e8
[ 8438.006072] PUF Read:0x00000000 at 0xa00081ec
[ 8438.006072] PUF Read:0x00000000 at 0xa00081f0
[ 8438.006134] PUF Read:0x00000400 at 0xa00081f4
[ 8438.006134] PUF Read:0x00000000 at 0xa00081f8
[ 8438.006134] PUF Read:0x00000000 at 0xa00081fc
[ 8438.006195] PUF Read:0x00000000 at 0xa0008200
[ 8438.006225] PUF Read:0x00000000 at 0xa0008204
[ 8438.006225] PUF Read:0x00000000 at 0xa0008208
[ 8438.006225] PUF Read:0x00000000 at 0xa000820c
[ 8438.006286] PUF Read:0x00000000 at 0xa0008210
[ 8438.006286] PUF Read:0x00000000 at 0xa0008214
[ 8438.006347] PUF Read:0x00000000 at 0xa0008218
[ 8438.006378] PUF Read:0x00000000 at 0xa000821c
[ 8438.006378] PUF Read:0x00000000 at 0xa0008220
[ 8438.006378] PUF Read:0x00000000 at 0xa0008224
[ 8438.006439] PUF Read:0x00000000 at 0xa0008228
[ 8438.006439] PUF Read:0x00000000 at 0xa000822c
[ 8438.006500] PUF Read:0x00000000 at 0xa0008230
[ 8438.006530] PUF Read:0x00400000 at 0xa0008234
[ 8438.006530] PUF Read:0x00000000 at 0xa0008238
[ 8438.006530] PUF Read:0x00000000 at 0xa000823c
[ 8438.006530] PUF Read:0x00000000 at 0xa0008240
[ 8438.006530] PUF Read:0x00000000 at 0xa0008244
[ 8438.006652] PUF Read:0x00000000 at 0xa0008248
[ 8438.006652] PUF Read:0x00000000 at 0xa000824c
[ 8438.006652] PUF Read:0x00000000 at 0xa0008250
[ 8438.006652] PUF Read:0x00000000 at 0xa0008254
[ 8438.006652] PUF Read:0x00000000 at 0xa0008258
[ 8438.006774] PUF Read:0x00000000 at 0xa000825c
[ 8438.006805] PUF Read:0x00000000 at 0xa0008260
[ 8438.006805] PUF Read:0x00000000 at 0xa0008264
[ 8438.006805] PUF Read:0x00000000 at 0xa0008268
[ 8438.006866] PUF Read:0x00000000 at 0xa000826c
[ 8438.006866] PUF Read:0x00000000 at 0xa0008270
[ 8438.006927] PUF Read:0x00000000 at 0xa0008274
[ 8438.006958] PUF Read:0x00000000 at 0xa0008278
[ 8438.006958] PUF Read:0x00000000 at 0xa000827c
[ 8438.006958] PUF Read:0x00000000 at 0xa0008280
[ 8438.007019] PUF Read:0x00000000 at 0xa0008284
[ 8438.007019] PUF Read:0x00000000 at 0xa0008288
[ 8438.007019] PUF Read:0x00000000 at 0xa000828c
[ 8438.007110] PUF Read:0x00000000 at 0xa0008290
[ 8438.007110] PUF Read:0x00000000 at 0xa0008294
[ 8438.007110] PUF Read:0x00000000 at 0xa0008298
[ 8438.007110] PUF Read:0x00000000 at 0xa000829c
[ 8438.007202] PUF Read:0x00000000 at 0xa00082a0
[ 8438.007202] PUF Read:0x00000000 at 0xa00082a4
[ 8438.007263] PUF Read:0x00000000 at 0xa00082a8
[ 8438.007293] PUF Read:0x00000000 at 0xa00082ac
[ 8438.007293] PUF Read:0x00000000 at 0xa00082b0
[ 8438.007293] PUF Read:0x00000000 at 0xa00082b4
[ 8438.007354] PUF Read:0x00000040 at 0xa00082b8
[ 8438.007354] PUF Read:0x00000000 at 0xa00082bc
[ 8438.007415] PUF Read:0x00000000 at 0xa00082c0
[ 8438.007446] PUF Read:0x00000000 at 0xa00082c4
[ 8438.007446] PUF Read:0x10000000 at 0xa00082c8
[ 8438.007446] PUF Read:0x00000000 at 0xa00082cc
[ 8438.007507] PUF Read:0x00000000 at 0xa00082d0
[ 8438.007507] PUF Read:0x00000000 at 0xa00082d4
[ 8438.007568] PUF Read:0x00000000 at 0xa00082d8
[ 8438.007598] PUF Read:0x00000000 at 0xa00082dc
[ 8438.007598] PUF Read:0x00000000 at 0xa00082e0
[ 8438.007598] PUF Read:0x00000400 at 0xa00082e4
[ 8438.007659] PUF Read:0x00000000 at 0xa00082e8
[ 8438.007659] PUF Read:0x00000000 at 0xa00082ec
[ 8438.007720] PUF Read:0x00000000 at 0xa00082f0
[ 8438.007751] PUF Read:0x00000000 at 0xa00082f4
[ 8438.007751] PUF Read:0x00000000 at 0xa00082f8
