[ 6272.424407] [i] Total hammer attempts per row: 818641
[ 6272.424438] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 6272.424438] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 6272.424468] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 6272.424468] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 6272.424499] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 6272.424499] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 6272.424530] Temp polling alert enabled
[ 6272.424530] Refresh enabled at EMIF2
[ 6272.424530] [i] Starting PUF read-out
[ 6272.424530] [i] Single-Sided Rowhammer (SSRH)
[ 6272.424560] PUF Read:0x00000000 at 0xa0008000
[ 6272.424591] PUF Read:0x00000000 at 0xa0008004
[ 6272.424621] PUF Read:0x00000000 at 0xa0008008
[ 6272.424621] PUF Read:0x00000000 at 0xa000800c
[ 6272.424621] PUF Read:0x00000000 at 0xa0008010
[ 6272.424621] PUF Read:0x00000100 at 0xa0008014
[ 6272.424713] PUF Read:0x00000000 at 0xa0008018
[ 6272.424713] PUF Read:0x00000000 at 0xa000801c
[ 6272.424774] PUF Read:0x00000000 at 0xa0008020
[ 6272.424804] PUF Read:0x40004000 at 0xa0008024
[ 6272.424804] PUF Read:0x00000000 at 0xa0008028
[ 6272.424804] PUF Read:0x00000000 at 0xa000802c
[ 6272.424865] PUF Read:0x00000000 at 0xa0008030
[ 6272.424865] PUF Read:0x00000000 at 0xa0008034
[ 6272.424926] PUF Read:0x00004000 at 0xa0008038
[ 6272.424957] PUF Read:0x00000000 at 0xa000803c
[ 6272.424957] PUF Read:0x00000001 at 0xa0008040
[ 6272.424957] PUF Read:0x00004000 at 0xa0008044
[ 6272.424957] PUF Read:0x00000000 at 0xa0008048
[ 6272.424957] PUF Read:0x00000000 at 0xa000804c
[ 6272.424957] PUF Read:0x00000000 at 0xa0008050
[ 6272.425109] PUF Read:0x00000000 at 0xa0008054
[ 6272.425109] PUF Read:0x00000000 at 0xa0008058
[ 6272.425109] PUF Read:0x00000000 at 0xa000805c
[ 6272.425109] PUF Read:0x00000000 at 0xa0008060
[ 6272.425109] PUF Read:0x00000000 at 0xa0008064
[ 6272.425109] PUF Read:0x00000000 at 0xa0008068
[ 6272.425262] PUF Read:0x00000000 at 0xa000806c
[ 6272.425262] PUF Read:0x00000000 at 0xa0008070
[ 6272.425323] PUF Read:0x00000000 at 0xa0008074
[ 6272.425323] PUF Read:0x00000000 at 0xa0008078
[ 6272.425323] PUF Read:0x00000000 at 0xa000807c
[ 6272.425384] PUF Read:0x00000000 at 0xa0008080
[ 6272.425415] PUF Read:0x00000000 at 0xa0008084
[ 6272.425415] PUF Read:0x00000000 at 0xa0008088
[ 6272.425476] PUF Read:0x00000000 at 0xa000808c
[ 6272.425476] PUF Read:0x00000000 at 0xa0008090
[ 6272.425476] PUF Read:0x00000000 at 0xa0008094
[ 6272.425476] PUF Read:0x00010000 at 0xa0008098
[ 6272.425476] PUF Read:0x00000000 at 0xa000809c
[ 6272.425598] PUF Read:0x00000000 at 0xa00080a0
[ 6272.425598] PUF Read:0x00000000 at 0xa00080a4
