[ 8919.824829] [i] Total hammer attempts per row: 506165
[ 8919.824859] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 8919.824859] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 8919.824890] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 8919.824890] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 8919.824920] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 8919.824920] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 8919.824920] Temp polling alert enabled
[ 8919.824951] Refresh enabled at EMIF2
[ 8919.824951] [i] Starting PUF read-out
[ 8919.824951] [i] Single-Sided Rowhammer (SSRH)
[ 8919.824981] PUF Read:0x00000010 at 0xa0008000
[ 8919.824981] PUF Read:0x00000400 at 0xa0008004
[ 8919.824981] PUF Read:0x00000000 at 0xa0008008
[ 8919.824981] PUF Read:0x00000000 at 0xa000800c
[ 8919.824981] PUF Read:0x00000000 at 0xa0008010
[ 8919.824981] PUF Read:0x00000100 at 0xa0008014
[ 8919.824981] PUF Read:0x00000000 at 0xa0008018
[ 8919.825164] PUF Read:0x10400100 at 0xa000801c
[ 8919.825195] PUF Read:0x00000000 at 0xa0008020
[ 8919.825195] PUF Read:0x40004000 at 0xa0008024
[ 8919.825195] PUF Read:0x00004000 at 0xa0008028
[ 8919.825256] PUF Read:0x00000010 at 0xa000802c
[ 8919.825256] PUF Read:0x40000000 at 0xa0008030
[ 8919.825317] PUF Read:0x04000000 at 0xa0008034
[ 8919.825347] PUF Read:0x00004000 at 0xa0008038
[ 8919.825347] PUF Read:0x00000000 at 0xa000803c
[ 8919.825347] PUF Read:0x00000001 at 0xa0008040
[ 8919.825408] PUF Read:0x00004000 at 0xa0008044
[ 8919.825408] PUF Read:0x00000000 at 0xa0008048
[ 8919.825469] PUF Read:0x00000001 at 0xa000804c
[ 8919.825500] PUF Read:0x00000000 at 0xa0008050
[ 8919.825500] PUF Read:0x00000000 at 0xa0008054
[ 8919.825500] PUF Read:0x00000000 at 0xa0008058
[ 8919.825561] PUF Read:0x00000000 at 0xa000805c
[ 8919.825561] PUF Read:0x00000000 at 0xa0008060
[ 8919.825622] PUF Read:0x00100000 at 0xa0008064
[ 8919.825653] PUF Read:0x00000000 at 0xa0008068
[ 8919.825653] PUF Read:0x00000000 at 0xa000806c
[ 8919.825653] PUF Read:0x00000000 at 0xa0008070
[ 8919.825714] PUF Read:0x00000000 at 0xa0008074
[ 8919.825714] PUF Read:0x00000000 at 0xa0008078
[ 8919.825775] PUF Read:0x00010000 at 0xa000807c
[ 8919.825805] PUF Read:0x00010000 at 0xa0008080
[ 8919.825805] PUF Read:0x00000000 at 0xa0008084
[ 8919.825805] PUF Read:0x00000000 at 0xa0008088
[ 8919.825866] PUF Read:0x00000000 at 0xa000808c
[ 8919.825866] PUF Read:0x00000000 at 0xa0008090
[ 8919.825927] PUF Read:0x10000000 at 0xa0008094
[ 8919.825958] PUF Read:0x00410001 at 0xa0008098
[ 8919.825958] PUF Read:0x00000000 at 0xa000809c
[ 8919.825958] PUF Read:0x00000000 at 0xa00080a0
[ 8919.825958] PUF Read:0x00010000 at 0xa00080a4
[ 8919.825958] PUF Read:0x00000001 at 0xa00080a8
[ 8919.826080] PUF Read:0x00000040 at 0xa00080ac
[ 8919.826080] PUF Read:0x00000000 at 0xa00080b0
[ 8919.826080] PUF Read:0x00000000 at 0xa00080b4
[ 8919.826080] PUF Read:0x00004000 at 0xa00080b8
[ 8919.826080] PUF Read:0x00000000 at 0xa00080bc
[ 8919.826080] PUF Read:0x00000400 at 0xa00080c0
[ 8919.826232] PUF Read:0x00000000 at 0xa00080c4
[ 8919.826232] PUF Read:0x10100000 at 0xa00080c8
[ 8919.826293] PUF Read:0x01000000 at 0xa00080cc
[ 8919.826293] PUF Read:0x40045000 at 0xa00080d0
[ 8919.826293] PUF Read:0x00000000 at 0xa00080d4
[ 8919.826354] PUF Read:0x00001000 at 0xa00080d8
[ 8919.826385] PUF Read:0x00000000 at 0xa00080dc
[ 8919.826385] PUF Read:0x01000000 at 0xa00080e0
[ 8919.826385] PUF Read:0x00000000 at 0xa00080e4
[ 8919.826385] PUF Read:0x00000000 at 0xa00080e8
[ 8919.826385] PUF Read:0x00000001 at 0xa00080ec
[ 8919.826385] PUF Read:0x00000000 at 0xa00080f0
[ 8919.826538] PUF Read:0x00000000 at 0xa00080f4
[ 8919.826538] PUF Read:0x00000100 at 0xa00080f8
[ 8919.826538] PUF Read:0x00000000 at 0xa00080fc
[ 8919.826538] PUF Read:0x00000000 at 0xa0008100
[ 8919.826538] PUF Read:0x00000000 at 0xa0008104
[ 8919.826660] PUF Read:0x00000000 at 0xa0008108
[ 8919.826690] PUF Read:0x00100000 at 0xa000810c
[ 8919.826690] PUF Read:0x00000000 at 0xa0008110
[ 8919.826690] PUF Read:0x00400000 at 0xa0008114
[ 8919.826751] PUF Read:0x00000000 at 0xa0008118
[ 8919.826751] PUF Read:0x00000000 at 0xa000811c
[ 8919.826812] PUF Read:0x01000000 at 0xa0008120
[ 8919.826843] PUF Read:0x00000400 at 0xa0008124
[ 8919.826843] PUF Read:0x00000040 at 0xa0008128
[ 8919.826843] PUF Read:0x00000000 at 0xa000812c
[ 8919.826904] PUF Read:0x00000000 at 0xa0008130
[ 8919.826904] PUF Read:0x00000000 at 0xa0008134
[ 8919.826965] PUF Read:0x00010000 at 0xa0008138
[ 8919.826995] PUF Read:0x00000000 at 0xa000813c
[ 8919.826995] PUF Read:0x40000400 at 0xa0008140
