[48825.807281] [i] Total hammer attempts per row: 818515
[48825.807281] EMIF 2 REG Write 0x00000618 at 0x4d000010
[48825.807342] EMIF 2 REG Read 0x00000618 at 0x4d000010
[48825.807342] EMIF 2 REG Write 0x00000618 at 0x4d000014
[48825.807342] EMIF 2 REG Read 0x00000618 at 0x4d000014
[48825.807373] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[48825.807373] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[48825.807403] Temp polling alert enabled
[48825.807403] Refresh enabled at EMIF2
[48825.807403] [i] Starting PUF read-out
[48825.807434] [i] Single-Sided Rowhammer (SSRH)
[48825.807434] PUF Read:0xaaaaaaaa at 0xa0008000
[48825.807434] PUF Read:0xaaaaaaaa at 0xa0008004
[48825.807434] PUF Read:0xaaaaaaaa at 0xa0008008
[48825.807525] PUF Read:0xaaaaaaaa at 0xa000800c
[48825.807556] PUF Read:0xaaaaaaaa at 0xa0008010
[48825.807556] PUF Read:0xaaaaabaa at 0xa0008014
[48825.807556] PUF Read:0xaaaaaaaa at 0xa0008018
[48825.807556] PUF Read:0xaaaaaaaa at 0xa000801c
[48825.807647] PUF Read:0xaaaaaaaa at 0xa0008020
[48825.807647] PUF Read:0xaaaaaaaa at 0xa0008024
[48825.807708] PUF Read:0xaaaaaaaa at 0xa0008028
[48825.807739] PUF Read:0xaaaaaaaa at 0xa000802c
[48825.807739] PUF Read:0xaaaaaaaa at 0xa0008030
[48825.807739] PUF Read:0xaaaaaaaa at 0xa0008034
[48825.807739] PUF Read:0xaaaaaaaa at 0xa0008038
[48825.807739] PUF Read:0xaaaaaaaa at 0xa000803c
[48825.807739] PUF Read:0xaaaaaaab at 0xa0008040
[48825.807891] PUF Read:0xaaaaeaaa at 0xa0008044
[48825.807891] PUF Read:0xaaaaaaaa at 0xa0008048
[48825.807891] PUF Read:0xaaaaaaaa at 0xa000804c
[48825.807891] PUF Read:0xaaaaaaaa at 0xa0008050
[48825.807983] PUF Read:0xaaaaaaaa at 0xa0008054
[48825.807983] PUF Read:0xaaaaaaaa at 0xa0008058
[48825.808044] PUF Read:0xaaaaaaaa at 0xa000805c
[48825.808074] PUF Read:0xaaaaaaaa at 0xa0008060
[48825.808074] PUF Read:0xaaaa2aaa at 0xa0008064
[48825.808074] PUF Read:0xaaaaaaaa at 0xa0008068
[48825.808135] PUF Read:0xaaaaaaaa at 0xa000806c
[48825.808135] PUF Read:0xaaaaaaaa at 0xa0008070
[48825.808197] PUF Read:0xaaaaaaaa at 0xa0008074
[48825.808227] PUF Read:0xaaaaaaaa at 0xa0008078
[48825.808227] PUF Read:0xaaaaaaaa at 0xa000807c
[48825.808227] PUF Read:0xaaaaaaaa at 0xa0008080
[48825.808288] PUF Read:0xaaaaaaaa at 0xa0008084
[48825.808288] PUF Read:0xaaaaaaaa at 0xa0008088
[48825.808349] PUF Read:0xaaaaaaaa at 0xa000808c
[48825.808380] PUF Read:0xaaaa8aaa at 0xa0008090
[48825.808380] PUF Read:0xaaaaaaaa at 0xa0008094
[48825.808380] PUF Read:0x2aabaaaa at 0xa0008098
[48825.808441] PUF Read:0xaaaaaaaa at 0xa000809c
[48825.808441] PUF Read:0xaaaaaaaa at 0xa00080a0
[48825.808502] PUF Read:0xaaaaaaaa at 0xa00080a4
[48825.808532] PUF Read:0xaaaaaaaa at 0xa00080a8
[48825.808532] PUF Read:0xaaaaaaaa at 0xa00080ac
[48825.808593] PUF Read:0xaaaaaaaa at 0xa00080b0
[48825.808593] PUF Read:0xaa2aaaaa at 0xa00080b4
[48825.808593] PUF Read:0xaaaaaaaa at 0xa00080b8
[48825.808593] PUF Read:0x8aaaaaaa at 0xa00080bc
[48825.808685] PUF Read:0xaaaaaaaa at 0xa00080c0
[48825.808685] PUF Read:0xaaaaaaaa at 0xa00080c4
[48825.808685] PUF Read:0xaaa2aaaa at 0xa00080c8
[48825.808685] PUF Read:0xaaaaaaaa at 0xa00080cc
[48825.808685] PUF Read:0xaaaaaaaa at 0xa00080d0
[48825.808685] PUF Read:0xaaaaaaaa at 0xa00080d4
[48825.808685] PUF Read:0xaaaaaaaa at 0xa00080d8
[48825.808868] PUF Read:0xaaaaaaaa at 0xa00080dc
[48825.808898] PUF Read:0xaaaaaaaa at 0xa00080e0
[48825.808898] PUF Read:0xaaaaaaaa at 0xa00080e4
[48825.808898] PUF Read:0xaaaaaaaa at 0xa00080e8
[48825.808959] PUF Read:0xaaaaaaab at 0xa00080ec
[48825.808959] PUF Read:0x8aaaaaaa at 0xa00080f0
[48825.809020] PUF Read:0xaaaaaaaa at 0xa00080f4
[48825.809051] PUF Read:0xaaaaabaa at 0xa00080f8
[48825.809051] PUF Read:0xaaaaaaaa at 0xa00080fc
[48825.809112] PUF Read:0xaaaaaaaa at 0xa0008100
[48825.809112] PUF Read:0xaaaaaaaa at 0xa0008104
[48825.809112] PUF Read:0xaaaaaaaa at 0xa0008108
[48825.809112] PUF Read:0xaaaaaaaa at 0xa000810c
[48825.809204] PUF Read:0xaaaaaaaa at 0xa0008110
[48825.809204] PUF Read:0xaaaaaaaa at 0xa0008114
[48825.809204] PUF Read:0xaaaaaaaa at 0xa0008118
[48825.809204] PUF Read:0xaaaaaaaa at 0xa000811c
[48825.809204] PUF Read:0xaaaaaaaa at 0xa0008120
[48825.809204] PUF Read:0xaaaaaaaa at 0xa0008124
[48825.809356] PUF Read:0xaaaaaaea at 0xa0008128
[48825.809356] PUF Read:0xaaaaaaaa at 0xa000812c
[48825.809356] PUF Read:0xaaaaaaaa at 0xa0008130
[48825.809356] PUF Read:0xaaaaaaaa at 0xa0008134
[48825.809448] PUF Read:0xaa8aaaaa at 0xa0008138
[48825.809448] PUF Read:0xaaaaaaaa at 0xa000813c
[48825.809509] PUF Read:0xaaaaaaaa at 0xa0008140
[48825.809539] PUF Read:0xaaaaaaaa at 0xa0008144
[48825.809539] PUF Read:0xaabaaeaa at 0xa0008148
[48825.809539] PUF Read:0xaaaaaaaa at 0xa000814c
[48825.809600] PUF Read:0xaaaaaaaa at 0xa0008150
[48825.809600] PUF Read:0xaaaaaaaa at 0xa0008154
[48825.809661] PUF Read:0xaaaaaaaa at 0xa0008158
[48825.809692] PUF Read:0xaaaaaaea at 0xa000815c
[48825.809692] PUF Read:0xaaaaaaaa at 0xa0008160
[48825.809692] PUF Read:0xaaaaaaaa at 0xa0008164
[48825.809753] PUF Read:0xaaaaaaaa at 0xa0008168
[48825.809753] PUF Read:0xaaaaaaaa at 0xa000816c
[48825.809814] PUF Read:0xaaaaaaaa at 0xa0008170
[48825.809844] PUF Read:0xaaaaaaaa at 0xa0008174
[48825.809844] PUF Read:0xaaaaaaaa at 0xa0008178
[48825.809844] PUF Read:0xaaaaaaaa at 0xa000817c
[48825.809906] PUF Read:0xaaaaaa2a at 0xa0008180
[48825.809906] PUF Read:0xaaaaaaaa at 0xa0008184
[48825.809967] PUF Read:0xaaaaaaaa at 0xa0008188
[48825.809997] PUF Read:0xaaaaaaaa at 0xa000818c
[48825.809997] PUF Read:0xaaaaaaaa at 0xa0008190
[48825.809997] PUF Read:0xaaaaaaaa at 0xa0008194
[48825.810058] PUF Read:0xaaaaaaaa at 0xa0008198
[48825.810058] PUF Read:0xaaaaaaaa at 0xa000819c
[48825.810119] PUF Read:0xaaaaaaaa at 0xa00081a0
[48825.810150] PUF Read:0xaaaaaaaa at 0xa00081a4
[48825.810150] PUF Read:0xaaaaaaaa at 0xa00081a8
[48825.810150] PUF Read:0xaaaaaaaa at 0xa00081ac
[48825.810211] PUF Read:0xaaeaaaaa at 0xa00081b0
[48825.810211] PUF Read:0xaaaaaaaa at 0xa00081b4
[48825.810272] PUF Read:0xaaaaaaaa at 0xa00081b8
[48825.810302] PUF Read:0xaaaaaaaa at 0xa00081bc
[48825.810302] PUF Read:0xaaaaaaaa at 0xa00081c0
[48825.810302] PUF Read:0xaaaaaaae at 0xa00081c4
[48825.810302] PUF Read:0xaaaaaaaa at 0xa00081c8
[48825.810302] PUF Read:0xaaaaaaaa at 0xa00081cc
[48825.810302] PUF Read:0xbaaaaaaa at 0xa00081d0
[48825.810302] PUF Read:0xaaaaaaaa at 0xa00081d4
[48825.810485] PUF Read:0xaaaaaaaa at 0xa00081d8
[48825.810516] PUF Read:0xaaaaaaaa at 0xa00081dc
[48825.810516] PUF Read:0xaaaaaaaa at 0xa00081e0
[48825.810516] PUF Read:0xaaaaaaea at 0xa00081e4
[48825.810516] PUF Read:0xaaaaaaaa at 0xa00081e8
[48825.810516] PUF Read:0xaa2aaaaa at 0xa00081ec
[48825.810638] PUF Read:0xaaaaaaaa at 0xa00081f0
[48825.810668] PUF Read:0xaaaaaeaa at 0xa00081f4
[48825.810668] PUF Read:0xaaaaaaa2 at 0xa00081f8
[48825.810668] PUF Read:0xaaaaaaaa at 0xa00081fc
[48825.810729] PUF Read:0xaaaaaaaa at 0xa0008200
[48825.810729] PUF Read:0xaaaaaaaa at 0xa0008204
[48825.810791] PUF Read:0xaaaaaaaa at 0xa0008208
[48825.810821] PUF Read:0xa8aaaaaa at 0xa000820c
[48825.810821] PUF Read:0xaaaaaaaa at 0xa0008210
[48825.810821] PUF Read:0xaaaaaaaa at 0xa0008214
[48825.810882] PUF Read:0xaaaaaaaa at 0xa0008218
[48825.810882] PUF Read:0xaaaaaaaa at 0xa000821c
[48825.810943] PUF Read:0xaaaaaaaa at 0xa0008220
[48825.810974] PUF Read:0xaaaaaaaa at 0xa0008224
[48825.810974] PUF Read:0xaaaaaaaa at 0xa0008228
[48825.810974] PUF Read:0xaaaaaaaa at 0xa000822c
[48825.810974] PUF Read:0xaaaaaaaa at 0xa0008230
