[38127.369720] [i] Total hammer attempts per row: 1637986
[38127.369720] EMIF 2 REG Write 0x00000618 at 0x4d000010
[38127.369720] EMIF 2 REG Read 0x00000618 at 0x4d000010
[38127.369781] EMIF 2 REG Write 0x00000618 at 0x4d000014
[38127.369781] EMIF 2 REG Read 0x00000618 at 0x4d000014
[38127.369781] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[38127.369812] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[38127.369812] Temp polling alert enabled
[38127.369812] Refresh enabled at EMIF2
[38127.369842] [i] Starting PUF read-out
[38127.369842] [i] Single-Sided Rowhammer (SSRH)
[38127.369873] PUF Read:0x00000010 at 0xa0008000
[38127.369873] PUF Read:0x00000400 at 0xa0008004
[38127.369873] PUF Read:0x00000000 at 0xa0008008
[38127.369873] PUF Read:0x00000000 at 0xa000800c
[38127.369964] PUF Read:0x00000000 at 0xa0008010
[38127.369964] PUF Read:0x00000100 at 0xa0008014
[38127.370025] PUF Read:0x00000000 at 0xa0008018
[38127.370056] PUF Read:0x00000000 at 0xa000801c
[38127.370056] PUF Read:0x00000000 at 0xa0008020
[38127.370056] PUF Read:0x40004000 at 0xa0008024
[38127.370056] PUF Read:0x00004000 at 0xa0008028
[38127.370056] PUF Read:0x00000010 at 0xa000802c
[38127.370056] PUF Read:0x40000000 at 0xa0008030
[38127.370208] PUF Read:0x04000000 at 0xa0008034
[38127.370239] PUF Read:0x00004000 at 0xa0008038
[38127.370239] PUF Read:0x00000000 at 0xa000803c
[38127.370239] PUF Read:0x00000001 at 0xa0008040
[38127.370300] PUF Read:0x00004000 at 0xa0008044
[38127.370300] PUF Read:0x00000000 at 0xa0008048
[38127.370361] PUF Read:0x00000001 at 0xa000804c
[38127.370391] PUF Read:0x00000000 at 0xa0008050
[38127.370391] PUF Read:0x00000000 at 0xa0008054
[38127.370391] PUF Read:0x00000000 at 0xa0008058
[38127.370452] PUF Read:0x00000000 at 0xa000805c
[38127.370452] PUF Read:0x00000000 at 0xa0008060
[38127.370513] PUF Read:0x00100000 at 0xa0008064
[38127.370544] PUF Read:0x00000000 at 0xa0008068
[38127.370544] PUF Read:0x00000000 at 0xa000806c
[38127.370544] PUF Read:0x00000000 at 0xa0008070
[38127.370544] PUF Read:0x00000000 at 0xa0008074
[38127.370635] PUF Read:0x00000000 at 0xa0008078
