[48105.128967] [i] Total hammer attempts per row: 818539
[48105.128967] EMIF 2 REG Write 0x00000618 at 0x4d000010
[48105.128997] EMIF 2 REG Read 0x00000618 at 0x4d000010
[48105.128997] EMIF 2 REG Write 0x00000618 at 0x4d000014
[48105.129028] EMIF 2 REG Read 0x00000618 at 0x4d000014
[48105.129028] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[48105.129058] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[48105.129058] Temp polling alert enabled
[48105.129058] Refresh enabled at EMIF2
[48105.129089] [i] Starting PUF read-out
[48105.129089] [i] Single-Sided Rowhammer (SSRH)
[48105.129089] PUF Read:0xaaaaaaaa at 0xa0008000
[48105.129119] PUF Read:0xaaaaaaaa at 0xa0008004
[48105.129119] PUF Read:0xaaaaaaaa at 0xa0008008
[48105.129119] PUF Read:0xaaaaaaaa at 0xa000800c
[48105.129211] PUF Read:0xaaaaaaaa at 0xa0008010
[48105.129241] PUF Read:0xaaaaabaa at 0xa0008014
[48105.129241] PUF Read:0xaaaaaaaa at 0xa0008018
[48105.129241] PUF Read:0xaaaaaaaa at 0xa000801c
[48105.129241] PUF Read:0xaaaaaaaa at 0xa0008020
[48105.129333] PUF Read:0xaaaaaaaa at 0xa0008024
[48105.129333] PUF Read:0xaaaaaaaa at 0xa0008028
[48105.129394] PUF Read:0xaaaaaaaa at 0xa000802c
[48105.129425] PUF Read:0xaaaaaaaa at 0xa0008030
[48105.129425] PUF Read:0xaaaaaaaa at 0xa0008034
[48105.129486] PUF Read:0xaaaaaaaa at 0xa0008038
[48105.129486] PUF Read:0xaaaaaaaa at 0xa000803c
[48105.129486] PUF Read:0xaaaaaaab at 0xa0008040
[48105.129486] PUF Read:0xaaaaeaaa at 0xa0008044
[48105.129577] PUF Read:0xaaaaaaaa at 0xa0008048
[48105.129577] PUF Read:0xaaaaaaaa at 0xa000804c
[48105.129577] PUF Read:0xaaaaaaaa at 0xa0008050
[48105.129577] PUF Read:0xaaaaaaaa at 0xa0008054
[48105.129669] PUF Read:0xaaaaaaaa at 0xa0008058
[48105.129669] PUF Read:0xaaaaaaaa at 0xa000805c
[48105.129730] PUF Read:0xaaaaaaaa at 0xa0008060
[48105.129760] PUF Read:0xaaaa2aaa at 0xa0008064
[48105.129760] PUF Read:0xaaaaaaaa at 0xa0008068
[48105.129760] PUF Read:0xaaaaaaaa at 0xa000806c
[48105.129760] PUF Read:0xaaaaaaaa at 0xa0008070
[48105.129852] PUF Read:0xaaaaaaaa at 0xa0008074
[48105.129852] PUF Read:0xaaaaaaaa at 0xa0008078
