[ 4110.361907] [i] Total hammer attempts per row: 818976
[ 4110.361907] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 4110.361938] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 4110.361938] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 4110.361968] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 4110.361968] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 4110.361999] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 4110.361999] Temp polling alert enabled
[ 4110.361999] Refresh enabled at EMIF2
[ 4110.361999] [i] Starting PUF read-out
[ 4110.362030] [i] Single-Sided Rowhammer (SSRH)
[ 4110.362030] PUF Read:0x00000000 at 0xa0008000
[ 4110.362030] PUF Read:0x00000000 at 0xa0008004
[ 4110.362030] PUF Read:0x00000000 at 0xa0008008
[ 4110.362030] PUF Read:0x00000000 at 0xa000800c
[ 4110.362152] PUF Read:0x00000000 at 0xa0008010
[ 4110.362182] PUF Read:0x00000100 at 0xa0008014
[ 4110.362182] PUF Read:0x00000000 at 0xa0008018
[ 4110.362182] PUF Read:0x00000000 at 0xa000801c
[ 4110.362243] PUF Read:0x00000000 at 0xa0008020
[ 4110.362243] PUF Read:0x40004000 at 0xa0008024
[ 4110.362304] PUF Read:0x00000000 at 0xa0008028
[ 4110.362335] PUF Read:0x00000000 at 0xa000802c
[ 4110.362335] PUF Read:0x00000000 at 0xa0008030
[ 4110.362335] PUF Read:0x00000000 at 0xa0008034
[ 4110.362396] PUF Read:0x00004000 at 0xa0008038
[ 4110.362396] PUF Read:0x00000000 at 0xa000803c
[ 4110.362457] PUF Read:0x00000001 at 0xa0008040
[ 4110.362487] PUF Read:0x00004000 at 0xa0008044
[ 4110.362487] PUF Read:0x00000000 at 0xa0008048
[ 4110.362487] PUF Read:0x00000000 at 0xa000804c
[ 4110.362548] PUF Read:0x00000000 at 0xa0008050
[ 4110.362548] PUF Read:0x00000000 at 0xa0008054
[ 4110.362609] PUF Read:0x00000000 at 0xa0008058
[ 4110.362640] PUF Read:0x00000000 at 0xa000805c
[ 4110.362640] PUF Read:0x00000000 at 0xa0008060
[ 4110.362640] PUF Read:0x00000000 at 0xa0008064
[ 4110.362701] PUF Read:0x00000000 at 0xa0008068
[ 4110.362701] PUF Read:0x00000000 at 0xa000806c
[ 4110.362762] PUF Read:0x00000000 at 0xa0008070
[ 4110.362792] PUF Read:0x00000000 at 0xa0008074
[ 4110.362823] PUF Read:0x00000000 at 0xa0008078
[ 4110.362823] PUF Read:0x00000000 at 0xa000807c
[ 4110.362823] PUF Read:0x00000000 at 0xa0008080
[ 4110.362884] PUF Read:0x00000000 at 0xa0008084
[ 4110.362884] PUF Read:0x00000000 at 0xa0008088
[ 4110.362945] PUF Read:0x00000000 at 0xa000808c
[ 4110.362976] PUF Read:0x00000000 at 0xa0008090
[ 4110.362976] PUF Read:0x00000000 at 0xa0008094
[ 4110.362976] PUF Read:0x00010000 at 0xa0008098
[ 4110.363037] PUF Read:0x00000000 at 0xa000809c
[ 4110.363037] PUF Read:0x00000000 at 0xa00080a0
[ 4110.363098] PUF Read:0x00000000 at 0xa00080a4
[ 4110.363128] PUF Read:0x00000000 at 0xa00080a8
[ 4110.363128] PUF Read:0x00000040 at 0xa00080ac
[ 4110.363128] PUF Read:0x00000000 at 0xa00080b0
[ 4110.363189] PUF Read:0x00000000 at 0xa00080b4
[ 4110.363189] PUF Read:0x00004000 at 0xa00080b8
[ 4110.363250] PUF Read:0x00000000 at 0xa00080bc
[ 4110.363281] PUF Read:0x00000000 at 0xa00080c0
[ 4110.363281] PUF Read:0x00000000 at 0xa00080c4
[ 4110.363281] PUF Read:0x00000000 at 0xa00080c8
[ 4110.363342] PUF Read:0x00000000 at 0xa00080cc
[ 4110.363342] PUF Read:0x40044000 at 0xa00080d0
[ 4110.363403] PUF Read:0x00000000 at 0xa00080d4
[ 4110.363403] PUF Read:0x00000000 at 0xa00080d8
[ 4110.363403] PUF Read:0x00000000 at 0xa00080dc
[ 4110.363403] PUF Read:0x01000000 at 0xa00080e0
[ 4110.363403] PUF Read:0x00000000 at 0xa00080e4
[ 4110.363403] PUF Read:0x00000000 at 0xa00080e8
[ 4110.363555] PUF Read:0x00000001 at 0xa00080ec
[ 4110.363555] PUF Read:0x00000000 at 0xa00080f0
[ 4110.363555] PUF Read:0x00000000 at 0xa00080f4
[ 4110.363555] PUF Read:0x00000100 at 0xa00080f8
[ 4110.363555] PUF Read:0x00000000 at 0xa00080fc
[ 4110.363677] PUF Read:0x00000000 at 0xa0008100
[ 4110.363708] PUF Read:0x00000000 at 0xa0008104
[ 4110.363708] PUF Read:0x00000000 at 0xa0008108
[ 4110.363769] PUF Read:0x00000000 at 0xa000810c
[ 4110.363769] PUF Read:0x00000000 at 0xa0008110
[ 4110.363769] PUF Read:0x00000000 at 0xa0008114
[ 4110.363830] PUF Read:0x00000000 at 0xa0008118
[ 4110.363861] PUF Read:0x00000000 at 0xa000811c
[ 4110.363861] PUF Read:0x00000000 at 0xa0008120
[ 4110.363861] PUF Read:0x00000000 at 0xa0008124
[ 4110.363922] PUF Read:0x00000040 at 0xa0008128
[ 4110.363922] PUF Read:0x00000000 at 0xa000812c
