[ 8558.370117] [i] Total hammer attempts per row: 506679
[ 8558.370117] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 8558.370147] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 8558.370147] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 8558.370178] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 8558.370178] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 8558.370208] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 8558.370208] Temp polling alert enabled
[ 8558.370208] Refresh enabled at EMIF2
[ 8558.370239] [i] Starting PUF read-out
[ 8558.370239] [i] Single-Sided Rowhammer (SSRH)
[ 8558.370269] PUF Read:0x00000010 at 0xa0008000
[ 8558.370269] PUF Read:0x00000400 at 0xa0008004
[ 8558.370300] PUF Read:0x00000000 at 0xa0008008
[ 8558.370300] PUF Read:0x00000000 at 0xa000800c
[ 8558.370300] PUF Read:0x00000000 at 0xa0008010
[ 8558.370391] PUF Read:0x00000100 at 0xa0008014
[ 8558.370422] PUF Read:0x00000000 at 0xa0008018
[ 8558.370422] PUF Read:0x10400000 at 0xa000801c
[ 8558.370422] PUF Read:0x00000000 at 0xa0008020
[ 8558.370483] PUF Read:0x40004000 at 0xa0008024
[ 8558.370483] PUF Read:0x00004000 at 0xa0008028
[ 8558.370544] PUF Read:0x00000010 at 0xa000802c
[ 8558.370574] PUF Read:0x40000000 at 0xa0008030
[ 8558.370574] PUF Read:0x04000000 at 0xa0008034
[ 8558.370574] PUF Read:0x00004000 at 0xa0008038
[ 8558.370574] PUF Read:0x00000000 at 0xa000803c
[ 8558.370574] PUF Read:0x00000001 at 0xa0008040
[ 8558.370574] PUF Read:0x00004000 at 0xa0008044
[ 8558.370727] PUF Read:0x00000000 at 0xa0008048
[ 8558.370727] PUF Read:0x00000001 at 0xa000804c
[ 8558.370727] PUF Read:0x00000000 at 0xa0008050
[ 8558.370727] PUF Read:0x00000000 at 0xa0008054
[ 8558.370819] PUF Read:0x00000000 at 0xa0008058
[ 8558.370819] PUF Read:0x00000000 at 0xa000805c
[ 8558.370880] PUF Read:0x00000000 at 0xa0008060
[ 8558.370910] PUF Read:0x00000000 at 0xa0008064
[ 8558.370910] PUF Read:0x00000000 at 0xa0008068
[ 8558.370910] PUF Read:0x00000000 at 0xa000806c
[ 8558.370971] PUF Read:0x00000000 at 0xa0008070
[ 8558.370971] PUF Read:0x00000000 at 0xa0008074
[ 8558.371032] PUF Read:0x00000000 at 0xa0008078
[ 8558.371063] PUF Read:0x00010000 at 0xa000807c
[ 8558.371063] PUF Read:0x00010000 at 0xa0008080
[ 8558.371063] PUF Read:0x00000000 at 0xa0008084
[ 8558.371063] PUF Read:0x00000000 at 0xa0008088
[ 8558.371063] PUF Read:0x00000000 at 0xa000808c
[ 8558.371185] PUF Read:0x00000000 at 0xa0008090
[ 8558.371215] PUF Read:0x10000000 at 0xa0008094
[ 8558.371215] PUF Read:0x00410001 at 0xa0008098
[ 8558.371215] PUF Read:0x00000000 at 0xa000809c
[ 8558.371215] PUF Read:0x00000000 at 0xa00080a0
[ 8558.371215] PUF Read:0x00010000 at 0xa00080a4
[ 8558.371215] PUF Read:0x00000001 at 0xa00080a8
[ 8558.371368] PUF Read:0x00000040 at 0xa00080ac
[ 8558.371368] PUF Read:0x00000000 at 0xa00080b0
[ 8558.371429] PUF Read:0x00000000 at 0xa00080b4
[ 8558.371429] PUF Read:0x00004000 at 0xa00080b8
[ 8558.371429] PUF Read:0x00000000 at 0xa00080bc
[ 8558.371490] PUF Read:0x00000400 at 0xa00080c0
[ 8558.371520] PUF Read:0x00000000 at 0xa00080c4
[ 8558.371520] PUF Read:0x10100000 at 0xa00080c8
[ 8558.371582] PUF Read:0x01000000 at 0xa00080cc
[ 8558.371582] PUF Read:0x40045000 at 0xa00080d0
[ 8558.371582] PUF Read:0x00000000 at 0xa00080d4
[ 8558.371643] PUF Read:0x00001000 at 0xa00080d8
[ 8558.371673] PUF Read:0x00000000 at 0xa00080dc
[ 8558.371673] PUF Read:0x01000000 at 0xa00080e0
[ 8558.371734] PUF Read:0x00000000 at 0xa00080e4
[ 8558.371734] PUF Read:0x00000000 at 0xa00080e8
[ 8558.371734] PUF Read:0x00000001 at 0xa00080ec
[ 8558.371795] PUF Read:0x00000000 at 0xa00080f0
[ 8558.371826] PUF Read:0x00000000 at 0xa00080f4
[ 8558.371826] PUF Read:0x00000100 at 0xa00080f8
[ 8558.371826] PUF Read:0x00000000 at 0xa00080fc
[ 8558.371887] PUF Read:0x00000000 at 0xa0008100
[ 8558.371887] PUF Read:0x00000000 at 0xa0008104
[ 8558.371948] PUF Read:0x00000000 at 0xa0008108
[ 8558.371978] PUF Read:0x00100000 at 0xa000810c
[ 8558.371978] PUF Read:0x00000000 at 0xa0008110
[ 8558.371978] PUF Read:0x00400000 at 0xa0008114
[ 8558.372039] PUF Read:0x00000000 at 0xa0008118
[ 8558.372039] PUF Read:0x00000000 at 0xa000811c
[ 8558.372100] PUF Read:0x01000000 at 0xa0008120
[ 8558.372131] PUF Read:0x00000400 at 0xa0008124
[ 8558.372131] PUF Read:0x00000040 at 0xa0008128
[ 8558.372131] PUF Read:0x00000000 at 0xa000812c
[ 8558.372192] PUF Read:0x00000000 at 0xa0008130
[ 8558.372192] PUF Read:0x00000000 at 0xa0008134
[ 8558.372253] PUF Read:0x00010000 at 0xa0008138
[ 8558.372253] PUF Read:0x00000000 at 0xa000813c
[ 8558.372253] PUF Read:0x40000400 at 0xa0008140
[ 8558.372253] PUF Read:0x00000000 at 0xa0008144
[ 8558.372253] PUF Read:0x00100400 at 0xa0008148
[ 8558.372253] PUF Read:0x00000000 at 0xa000814c
[ 8558.372406] PUF Read:0x00000000 at 0xa0008150
[ 8558.372406] PUF Read:0x00000000 at 0xa0008154
[ 8558.372467] PUF Read:0x00000000 at 0xa0008158
[ 8558.372467] PUF Read:0x00100040 at 0xa000815c
[ 8558.372467] PUF Read:0x00001000 at 0xa0008160
[ 8558.372467] PUF Read:0x00000000 at 0xa0008164
[ 8558.372558] PUF Read:0x04000000 at 0xa0008168
[ 8558.372558] PUF Read:0x00400000 at 0xa000816c
[ 8558.372558] PUF Read:0x00000000 at 0xa0008170
[ 8558.372650] PUF Read:0x00100000 at 0xa0008174
[ 8558.372650] PUF Read:0x00000000 at 0xa0008178
[ 8558.372650] PUF Read:0x00004000 at 0xa000817c
[ 8558.372711] PUF Read:0x00000000 at 0xa0008180
[ 8558.372741] PUF Read:0x00000000 at 0xa0008184
[ 8558.372741] PUF Read:0x00040000 at 0xa0008188
[ 8558.372741] PUF Read:0x00000440 at 0xa000818c
[ 8558.372802] PUF Read:0x00000000 at 0xa0008190
[ 8558.372802] PUF Read:0x40000000 at 0xa0008194
[ 8558.372863] PUF Read:0x00000004 at 0xa0008198
[ 8558.372894] PUF Read:0x00000000 at 0xa000819c
[ 8558.372894] PUF Read:0x00000000 at 0xa00081a0
[ 8558.372894] PUF Read:0x00000000 at 0xa00081a4
[ 8558.372955] PUF Read:0x00000000 at 0xa00081a8
[ 8558.372955] PUF Read:0x00000040 at 0xa00081ac
[ 8558.373016] PUF Read:0x00410000 at 0xa00081b0
[ 8558.373046] PUF Read:0x00100000 at 0xa00081b4
[ 8558.373046] PUF Read:0x00004000 at 0xa00081b8
[ 8558.373046] PUF Read:0x00100000 at 0xa00081bc
[ 8558.373107] PUF Read:0x00000000 at 0xa00081c0
[ 8558.373107] PUF Read:0x00000004 at 0xa00081c4
[ 8558.373168] PUF Read:0x00000000 at 0xa00081c8
[ 8558.373199] PUF Read:0x00010000 at 0xa00081cc
[ 8558.373199] PUF Read:0x10000000 at 0xa00081d0
[ 8558.373199] PUF Read:0x00000000 at 0xa00081d4
[ 8558.373260] PUF Read:0x10000000 at 0xa00081d8
[ 8558.373260] PUF Read:0x00000000 at 0xa00081dc
[ 8558.373321] PUF Read:0x00000000 at 0xa00081e0
[ 8558.373352] PUF Read:0x00000040 at 0xa00081e4
[ 8558.373352] PUF Read:0x00000000 at 0xa00081e8
[ 8558.373352] PUF Read:0x00000010 at 0xa00081ec
[ 8558.373352] PUF Read:0x00000001 at 0xa00081f0
[ 8558.373352] PUF Read:0x00000400 at 0xa00081f4
[ 8558.373474] PUF Read:0x00000000 at 0xa00081f8
[ 8558.373474] PUF Read:0x00000040 at 0xa00081fc
[ 8558.373535] PUF Read:0x00000000 at 0xa0008200
[ 8558.373535] PUF Read:0x00000000 at 0xa0008204
[ 8558.373535] PUF Read:0x00000010 at 0xa0008208
[ 8558.373596] PUF Read:0x00000000 at 0xa000820c
[ 8558.373626] PUF Read:0x00400000 at 0xa0008210
[ 8558.373626] PUF Read:0x00000000 at 0xa0008214
[ 8558.373626] PUF Read:0x00000400 at 0xa0008218
[ 8558.373687] PUF Read:0x00000000 at 0xa000821c
[ 8558.373687] PUF Read:0x00000000 at 0xa0008220
[ 8558.373748] PUF Read:0x00100000 at 0xa0008224
[ 8558.373779] PUF Read:0x00000000 at 0xa0008228
[ 8558.373779] PUF Read:0x00000000 at 0xa000822c
[ 8558.373779] PUF Read:0x00000500 at 0xa0008230
[ 8558.373840] PUF Read:0x00400000 at 0xa0008234
[ 8558.373840] PUF Read:0x00000000 at 0xa0008238
[ 8558.373901] PUF Read:0x00000400 at 0xa000823c
[ 8558.373931] PUF Read:0x01000000 at 0xa0008240
[ 8558.373931] PUF Read:0x00000000 at 0xa0008244
[ 8558.373992] PUF Read:0x00040000 at 0xa0008248
[ 8558.373992] PUF Read:0x00000000 at 0xa000824c
[ 8558.373992] PUF Read:0x04000000 at 0xa0008250
[ 8558.374053] PUF Read:0x00100000 at 0xa0008254
[ 8558.374084] PUF Read:0x00000000 at 0xa0008258
[ 8558.374084] PUF Read:0x04040000 at 0xa000825c
[ 8558.374084] PUF Read:0x00000000 at 0xa0008260
[ 8558.374084] PUF Read:0x00001000 at 0xa0008264
[ 8558.374176] PUF Read:0x00000400 at 0xa0008268
[ 8558.374176] PUF Read:0x00001000 at 0xa000826c
[ 8558.374237] PUF Read:0x00000000 at 0xa0008270
[ 8558.374267] PUF Read:0x00000000 at 0xa0008274
[ 8558.374267] PUF Read:0x00000040 at 0xa0008278
[ 8558.374267] PUF Read:0x00100000 at 0xa000827c
[ 8558.374328] PUF Read:0x40000000 at 0xa0008280
[ 8558.374328] PUF Read:0x00000000 at 0xa0008284
[ 8558.374389] PUF Read:0x00400000 at 0xa0008288
[ 8558.374420] PUF Read:0x00000000 at 0xa000828c
[ 8558.374420] PUF Read:0x00000000 at 0xa0008290
[ 8558.374420] PUF Read:0x00000000 at 0xa0008294
[ 8558.374420] PUF Read:0x00000000 at 0xa0008298
