[59944.408843] [i] Total hammer attempts per row: 1637241
[59944.408905] EMIF 2 REG Write 0x00000618 at 0x4d000010
[59944.408935] EMIF 2 REG Read 0x00000618 at 0x4d000010
[59944.408935] EMIF 2 REG Write 0x00000618 at 0x4d000014
[59944.408966] EMIF 2 REG Read 0x00000618 at 0x4d000014
[59944.408966] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[59944.408966] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[59944.408996] Temp polling alert enabled
[59944.408996] Refresh enabled at EMIF2
[59944.408996] [i] Starting PUF read-out
[59944.409027] [i] Single-Sided Rowhammer (SSRH)
[59944.409027] PUF Read:0xaaaa2aaa at 0xa0008000
[59944.409027] PUF Read:0xaaaaaaaa at 0xa0008004
[59944.409027] PUF Read:0xaaaaaaaa at 0xa0008008
[59944.409027] PUF Read:0xa2aaaa2a at 0xa000800c
[59944.409027] PUF Read:0xaaaaaaaa at 0xa0008010
[59944.409179] PUF Read:0x8aaaabaa at 0xa0008014
[59944.409210] PUF Read:0xaaaa2aaa at 0xa0008018
[59944.409210] PUF Read:0xaaa2aaaa at 0xa000801c
[59944.409271] PUF Read:0xaaaaaaaa at 0xa0008020
[59944.409271] PUF Read:0xeaaaeaaa at 0xa0008024
[59944.409271] PUF Read:0xaaaaaaaa at 0xa0008028
[59944.409271] PUF Read:0xaaaaaaba at 0xa000802c
[59944.409362] PUF Read:0xaaaaaaaa at 0xa0008030
[59944.409362] PUF Read:0xaeaaaaaa at 0xa0008034
[59944.409362] PUF Read:0xaaaaeaaa at 0xa0008038
[59944.409362] PUF Read:0xaaaaaaaa at 0xa000803c
[59944.409454] PUF Read:0xaaaaaaab at 0xa0008040
[59944.409454] PUF Read:0xaaaaeaaa at 0xa0008044
[59944.409515] PUF Read:0xaaaaaaaa at 0xa0008048
[59944.409545] PUF Read:0xaaaaaaa8 at 0xa000804c
[59944.409545] PUF Read:0xa2aaaaaa at 0xa0008050
[59944.409545] PUF Read:0xaaaaa8aa at 0xa0008054
[59944.409545] PUF Read:0xaaaaaa8a at 0xa0008058
[59944.409545] PUF Read:0xaaaaaaaa at 0xa000805c
[59944.409545] PUF Read:0xaaaaaaaa at 0xa0008060
[59944.409698] PUF Read:0xaaaa2aaa at 0xa0008064
[59944.409729] PUF Read:0xaaaaaaaa at 0xa0008068
[59944.409729] PUF Read:0xaaaaaaaa at 0xa000806c
[59944.409729] PUF Read:0xaaaaaaaa at 0xa0008070
[59944.409790] PUF Read:0xaaaaaaaa at 0xa0008074
[59944.409790] PUF Read:0xaaaaaaaa at 0xa0008078
[59944.409851] PUF Read:0xaaabaaaa at 0xa000807c
[59944.409881] PUF Read:0xaaabaaaa at 0xa0008080
[59944.409881] PUF Read:0xaaaaaaaa at 0xa0008084
[59944.409881] PUF Read:0xaaaaaaaa at 0xa0008088
[59944.409942] PUF Read:0xaaaaaaaa at 0xa000808c
[59944.409942] PUF Read:0xaaaa8aaa at 0xa0008090
[59944.410003] PUF Read:0xaaaaaaaa at 0xa0008094
[59944.410034] PUF Read:0x2aabaaab at 0xa0008098
[59944.410034] PUF Read:0xaaaaaaaa at 0xa000809c
[59944.410034] PUF Read:0x8aaaaa2a at 0xa00080a0
[59944.410034] PUF Read:0xaaabaaaa at 0xa00080a4
[59944.410034] PUF Read:0xaa8aaaaa at 0xa00080a8
[59944.410034] PUF Read:0x8aaa8aea at 0xa00080ac
[59944.410186] PUF Read:0xaaaaaaaa at 0xa00080b0
[59944.410186] PUF Read:0x2a2aaaaa at 0xa00080b4
[59944.410186] PUF Read:0xaaaaeaaa at 0xa00080b8
[59944.410186] PUF Read:0x8aaaaaaa at 0xa00080bc
[59944.410186] PUF Read:0xaaaaaaaa at 0xa00080c0
[59944.410186] PUF Read:0xaaaaaaaa at 0xa00080c4
[59944.410339] PUF Read:0xaaa2aaaa at 0xa00080c8
[59944.410369] PUF Read:0xaaaaaaaa at 0xa00080cc
[59944.410369] PUF Read:0xeaaeeaaa at 0xa00080d0
[59944.410369] PUF Read:0xaaaa2aa8 at 0xa00080d4
[59944.410430] PUF Read:0xaaaa3aaa at 0xa00080d8
[59944.410430] PUF Read:0xaaaaaaaa at 0xa00080dc
[59944.410491] PUF Read:0xabaaaaaa at 0xa00080e0
[59944.410522] PUF Read:0xaaaaaaaa at 0xa00080e4
[59944.410522] PUF Read:0xaaaaaaaa at 0xa00080e8
[59944.410522] PUF Read:0xaaaaaaab at 0xa00080ec
[59944.410583] PUF Read:0x8aaaaaaa at 0xa00080f0
[59944.410583] PUF Read:0xaaaaaaaa at 0xa00080f4
[59944.410583] PUF Read:0xaaaaabaa at 0xa00080f8
[59944.410675] PUF Read:0xaa8aaaaa at 0xa00080fc
[59944.410705] PUF Read:0xaaaaa8aa at 0xa0008100
[59944.410705] PUF Read:0xaaaaaaaa at 0xa0008104
[59944.410705] PUF Read:0xaaa2aaaa at 0xa0008108
[59944.410705] PUF Read:0xaabaaaaa at 0xa000810c
[59944.410705] PUF Read:0xaaaaaaaa at 0xa0008110
[59944.410705] PUF Read:0xa8ea2aaa at 0xa0008114
[59944.410858] PUF Read:0xaaaaaaaa at 0xa0008118
[59944.410888] PUF Read:0xaaaaaaaa at 0xa000811c
[59944.410888] PUF Read:0xaaa2aaaa at 0xa0008120
[59944.410888] PUF Read:0xaaaaaeaa at 0xa0008124
[59944.410949] PUF Read:0xaaaaaaea at 0xa0008128
[59944.410949] PUF Read:0xaaaaaaaa at 0xa000812c
[59944.411010] PUF Read:0xaaaaaaaa at 0xa0008130
[59944.411041] PUF Read:0xaaaaaa2a at 0xa0008134
[59944.411041] PUF Read:0xaa8baaaa at 0xa0008138
[59944.411041] PUF Read:0xaaaaaaaa at 0xa000813c
[59944.411041] PUF Read:0xaaaaaeaa at 0xa0008140
[59944.411041] PUF Read:0xaaaaaaaa at 0xa0008144
[59944.411041] PUF Read:0xaabaaeaa at 0xa0008148
[59944.411193] PUF Read:0xaaaaaaaa at 0xa000814c
[59944.411224] PUF Read:0xaaaaaaaa at 0xa0008150
[59944.411224] PUF Read:0xaaaaaaaa at 0xa0008154
[59944.411224] PUF Read:0xaaaaaaaa at 0xa0008158
[59944.411285] PUF Read:0xaaaaaaea at 0xa000815c
