[17931.752563] [i] Total hammer attempts per row: 1637194
[17931.752563] EMIF 2 REG Write 0x00000618 at 0x4d000010
[17931.752593] EMIF 2 REG Read 0x00000618 at 0x4d000010
[17931.752593] EMIF 2 REG Write 0x00000618 at 0x4d000014
[17931.752624] EMIF 2 REG Read 0x00000618 at 0x4d000014
[17931.752624] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[17931.752655] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[17931.752655] Temp polling alert enabled
[17931.752655] Refresh enabled at EMIF2
[17931.752685] [i] Starting PUF read-out
[17931.752685] [i] Single-Sided Rowhammer (SSRH)
[17931.752716] PUF Read:0x00000010 at 0xa0008000
[17931.752716] PUF Read:0x00000400 at 0xa0008004
[17931.752716] PUF Read:0x00000000 at 0xa0008008
[17931.752777] PUF Read:0x00000000 at 0xa000800c
[17931.752777] PUF Read:0x00000000 at 0xa0008010
[17931.752777] PUF Read:0x00000110 at 0xa0008014
[17931.752868] PUF Read:0x00000000 at 0xa0008018
[17931.752868] PUF Read:0x10400100 at 0xa000801c
[17931.752868] PUF Read:0x40004000 at 0xa0008020
[17931.752868] PUF Read:0x40004000 at 0xa0008024
[17931.752960] PUF Read:0x00004000 at 0xa0008028
[17931.752960] PUF Read:0x00000010 at 0xa000802c
[17931.753021] PUF Read:0x40000000 at 0xa0008030
[17931.753051] PUF Read:0x04000000 at 0xa0008034
[17931.753051] PUF Read:0x00004000 at 0xa0008038
[17931.753051] PUF Read:0x00000000 at 0xa000803c
[17931.753143] PUF Read:0x00000001 at 0xa0008040
[17931.753143] PUF Read:0x00004000 at 0xa0008044
[17931.753143] PUF Read:0x40000010 at 0xa0008048
[17931.753143] PUF Read:0x00000001 at 0xa000804c
[17931.753234] PUF Read:0x00000000 at 0xa0008050
[17931.753234] PUF Read:0x00000000 at 0xa0008054
[17931.753234] PUF Read:0x00000000 at 0xa0008058
[17931.753234] PUF Read:0x00000000 at 0xa000805c
[17931.753234] PUF Read:0x00000000 at 0xa0008060
[17931.753234] PUF Read:0x00100000 at 0xa0008064
[17931.753387] PUF Read:0x00000000 at 0xa0008068
[17931.753417] PUF Read:0x00000000 at 0xa000806c
[17931.753417] PUF Read:0x00000000 at 0xa0008070
[17931.753417] PUF Read:0x00000000 at 0xa0008074
[17931.753479] PUF Read:0x00000000 at 0xa0008078
[17931.753479] PUF Read:0x00010000 at 0xa000807c
[17931.753540] PUF Read:0x00010001 at 0xa0008080
[17931.753570] PUF Read:0x00000000 at 0xa0008084
[17931.753570] PUF Read:0x00000000 at 0xa0008088
[17931.753570] PUF Read:0x00000000 at 0xa000808c
[17931.753631] PUF Read:0x00000000 at 0xa0008090
[17931.753631] PUF Read:0x10000000 at 0xa0008094
[17931.753692] PUF Read:0x00410001 at 0xa0008098
[17931.753723] PUF Read:0x00000000 at 0xa000809c
[17931.753723] PUF Read:0x00000000 at 0xa00080a0
[17931.753723] PUF Read:0x00010000 at 0xa00080a4
[17931.753723] PUF Read:0x00010001 at 0xa00080a8
[17931.753723] PUF Read:0x00000040 at 0xa00080ac
[17931.753723] PUF Read:0x00000000 at 0xa00080b0
[17931.753875] PUF Read:0x00000000 at 0xa00080b4
