[30195.479370] [i] Total hammer attempts per row: 506735
[30195.479370] EMIF 2 REG Write 0x00000618 at 0x4d000010
[30195.479370] EMIF 2 REG Read 0x00000618 at 0x4d000010
[30195.479431] EMIF 2 REG Write 0x00000618 at 0x4d000014
[30195.479431] EMIF 2 REG Read 0x00000618 at 0x4d000014
[30195.479461] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[30195.479461] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[30195.479492] Temp polling alert enabled
[30195.479492] Refresh enabled at EMIF2
[30195.479492] [i] Starting PUF read-out
[30195.479522] [i] Single-Sided Rowhammer (SSRH)
[30195.479522] PUF Read:0x00000010 at 0xa0008000
[30195.479522] PUF Read:0x00000400 at 0xa0008004
[30195.479522] PUF Read:0x00000000 at 0xa0008008
[30195.479614] PUF Read:0x00000000 at 0xa000800c
[30195.479644] PUF Read:0x00000000 at 0xa0008010
[30195.479644] PUF Read:0x00000100 at 0xa0008014
[30195.479644] PUF Read:0x00000000 at 0xa0008018
[30195.479705] PUF Read:0x10400100 at 0xa000801c
[30195.479705] PUF Read:0x40000000 at 0xa0008020
[30195.479766] PUF Read:0x40004000 at 0xa0008024
[30195.479797] PUF Read:0x00004000 at 0xa0008028
[30195.479797] PUF Read:0x00000010 at 0xa000802c
[30195.479797] PUF Read:0x40000000 at 0xa0008030
[30195.479797] PUF Read:0x04000000 at 0xa0008034
[30195.479888] PUF Read:0x00004000 at 0xa0008038
[30195.479888] PUF Read:0x00000000 at 0xa000803c
[30195.479949] PUF Read:0x00000001 at 0xa0008040
[30195.479980] PUF Read:0x00004000 at 0xa0008044
[30195.479980] PUF Read:0x00000010 at 0xa0008048
[30195.479980] PUF Read:0x00000001 at 0xa000804c
[30195.480041] PUF Read:0x00000000 at 0xa0008050
[30195.480041] PUF Read:0x00000000 at 0xa0008054
[30195.480102] PUF Read:0x00000000 at 0xa0008058
[30195.480133] PUF Read:0x00000000 at 0xa000805c
[30195.480133] PUF Read:0x00000000 at 0xa0008060
[30195.480133] PUF Read:0x00100000 at 0xa0008064
[30195.480194] PUF Read:0x00000000 at 0xa0008068
