[ 6572.682342] [i] Total hammer attempts per row: 1638033
[ 6572.682342] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 6572.682373] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 6572.682373] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 6572.682403] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 6572.682403] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 6572.682434] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 6572.682434] Temp polling alert enabled
[ 6572.682434] Refresh enabled at EMIF2
[ 6572.682464] [i] Starting PUF read-out
[ 6572.682464] [i] Single-Sided Rowhammer (SSRH)
[ 6572.682464] PUF Read:0x00000010 at 0xa0008000
[ 6572.682495] PUF Read:0x00000400 at 0xa0008004
[ 6572.682525] PUF Read:0x00000000 at 0xa0008008
[ 6572.682525] PUF Read:0x00000000 at 0xa000800c
[ 6572.682525] PUF Read:0x00000000 at 0xa0008010
[ 6572.682617] PUF Read:0x00000100 at 0xa0008014
[ 6572.682617] PUF Read:0x00000000 at 0xa0008018
[ 6572.682617] PUF Read:0x10400100 at 0xa000801c
[ 6572.682617] PUF Read:0x40000000 at 0xa0008020
[ 6572.682708] PUF Read:0x40004000 at 0xa0008024
[ 6572.682708] PUF Read:0x00004000 at 0xa0008028
[ 6572.682769] PUF Read:0x00000010 at 0xa000802c
[ 6572.682800] PUF Read:0x40000000 at 0xa0008030
[ 6572.682800] PUF Read:0x04000000 at 0xa0008034
[ 6572.682800] PUF Read:0x00004000 at 0xa0008038
[ 6572.682861] PUF Read:0x00000000 at 0xa000803c
[ 6572.682861] PUF Read:0x00000001 at 0xa0008040
[ 6572.682922] PUF Read:0x00004000 at 0xa0008044
[ 6572.682952] PUF Read:0x00000010 at 0xa0008048
[ 6572.682952] PUF Read:0x00000001 at 0xa000804c
[ 6572.683013] PUF Read:0x00000000 at 0xa0008050
[ 6572.683013] PUF Read:0x00000000 at 0xa0008054
[ 6572.683013] PUF Read:0x00000000 at 0xa0008058
[ 6572.683013] PUF Read:0x00000000 at 0xa000805c
[ 6572.683105] PUF Read:0x00000000 at 0xa0008060
[ 6572.683105] PUF Read:0x00100000 at 0xa0008064
[ 6572.683105] PUF Read:0x00000000 at 0xa0008068
