[17991.830749] [i] Total hammer attempts per row: 818435
[17991.830780] EMIF 2 REG Write 0x00000618 at 0x4d000010
[17991.830780] EMIF 2 REG Read 0x00000618 at 0x4d000010
[17991.830810] EMIF 2 REG Write 0x00000618 at 0x4d000014
[17991.830810] EMIF 2 REG Read 0x00000618 at 0x4d000014
[17991.830841] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[17991.830841] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[17991.830871] Temp polling alert enabled
[17991.830871] Refresh enabled at EMIF2
[17991.830871] [i] Starting PUF read-out
[17991.830902] [i] Single-Sided Rowhammer (SSRH)
[17991.830902] PUF Read:0x00000000 at 0xa0008000
[17991.830902] PUF Read:0x00000000 at 0xa0008004
[17991.830902] PUF Read:0x00000000 at 0xa0008008
[17991.830993] PUF Read:0x00000000 at 0xa000800c
[17991.830993] PUF Read:0x00000000 at 0xa0008010
[17991.830993] PUF Read:0x00000100 at 0xa0008014
[17991.830993] PUF Read:0x00000000 at 0xa0008018
[17991.831085] PUF Read:0x00000000 at 0xa000801c
[17991.831085] PUF Read:0x00000000 at 0xa0008020
[17991.831146] PUF Read:0x40004000 at 0xa0008024
[17991.831176] PUF Read:0x00000000 at 0xa0008028
[17991.831176] PUF Read:0x00000000 at 0xa000802c
[17991.831176] PUF Read:0x00000000 at 0xa0008030
[17991.831176] PUF Read:0x00000000 at 0xa0008034
[17991.831176] PUF Read:0x00004000 at 0xa0008038
[17991.831176] PUF Read:0x00000000 at 0xa000803c
[17991.831329] PUF Read:0x00000001 at 0xa0008040
[17991.831359] PUF Read:0x00004000 at 0xa0008044
[17991.831359] PUF Read:0x00000000 at 0xa0008048
[17991.831359] PUF Read:0x00000000 at 0xa000804c
[17991.831420] PUF Read:0x00000000 at 0xa0008050
[17991.831420] PUF Read:0x00000000 at 0xa0008054
[17991.831481] PUF Read:0x00000000 at 0xa0008058
[17991.831512] PUF Read:0x00000000 at 0xa000805c
[17991.831512] PUF Read:0x00000000 at 0xa0008060
[17991.831512] PUF Read:0x00000000 at 0xa0008064
[17991.831573] PUF Read:0x00000000 at 0xa0008068
[17991.831573] PUF Read:0x00000000 at 0xa000806c
[17991.831634] PUF Read:0x00000000 at 0xa0008070
[17991.831665] PUF Read:0x00000000 at 0xa0008074
[17991.831665] PUF Read:0x00000000 at 0xa0008078
[17991.831665] PUF Read:0x00000000 at 0xa000807c
[17991.831726] PUF Read:0x00000000 at 0xa0008080
[17991.831726] PUF Read:0x00000000 at 0xa0008084
[17991.831787] PUF Read:0x00000000 at 0xa0008088
[17991.831817] PUF Read:0x00000000 at 0xa000808c
[17991.831817] PUF Read:0x00000000 at 0xa0008090
[17991.831817] PUF Read:0x00000000 at 0xa0008094
[17991.831909] PUF Read:0x00010001 at 0xa0008098
[17991.831909] PUF Read:0x00000000 at 0xa000809c
[17991.831909] PUF Read:0x00000000 at 0xa00080a0
