[ 6933.018371] [i] Total hammer attempts per row: 1637824
[ 6933.018402] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 6933.018432] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 6933.018432] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 6933.018463] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 6933.018463] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 6933.018493] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 6933.018493] Temp polling alert enabled
[ 6933.018493] Refresh enabled at EMIF2
[ 6933.018493] [i] Starting PUF read-out
[ 6933.018524] [i] Single-Sided Rowhammer (SSRH)
[ 6933.018524] PUF Read:0x00000010 at 0xa0008000
[ 6933.018554] PUF Read:0x00000400 at 0xa0008004
[ 6933.018554] PUF Read:0x00000000 at 0xa0008008
[ 6933.018554] PUF Read:0x00000000 at 0xa000800c
[ 6933.018554] PUF Read:0x00000000 at 0xa0008010
[ 6933.018676] PUF Read:0x00000100 at 0xa0008014
[ 6933.018676] PUF Read:0x00000000 at 0xa0008018
[ 6933.018676] PUF Read:0x10400100 at 0xa000801c
[ 6933.018676] PUF Read:0x40000000 at 0xa0008020
[ 6933.018768] PUF Read:0x40004000 at 0xa0008024
[ 6933.018768] PUF Read:0x00004000 at 0xa0008028
[ 6933.018829] PUF Read:0x00000010 at 0xa000802c
[ 6933.018859] PUF Read:0x40000000 at 0xa0008030
[ 6933.018859] PUF Read:0x04000000 at 0xa0008034
[ 6933.018859] PUF Read:0x00004000 at 0xa0008038
[ 6933.018920] PUF Read:0x00000000 at 0xa000803c
[ 6933.018920] PUF Read:0x00000001 at 0xa0008040
[ 6933.018981] PUF Read:0x00004000 at 0xa0008044
[ 6933.019012] PUF Read:0x00000010 at 0xa0008048
[ 6933.019012] PUF Read:0x00000001 at 0xa000804c
[ 6933.019012] PUF Read:0x00000000 at 0xa0008050
[ 6933.019073] PUF Read:0x00000000 at 0xa0008054
[ 6933.019104] PUF Read:0x00000000 at 0xa0008058
[ 6933.019104] PUF Read:0x00000000 at 0xa000805c
[ 6933.019104] PUF Read:0x00000000 at 0xa0008060
[ 6933.019195] PUF Read:0x00100000 at 0xa0008064
[ 6933.019195] PUF Read:0x00000000 at 0xa0008068
[ 6933.019195] PUF Read:0x00000000 at 0xa000806c
[ 6933.019195] PUF Read:0x00000000 at 0xa0008070
[ 6933.019287] PUF Read:0x00000000 at 0xa0008074
[ 6933.019287] PUF Read:0x00000000 at 0xa0008078
[ 6933.019348] PUF Read:0x00010000 at 0xa000807c
[ 6933.019378] PUF Read:0x00010000 at 0xa0008080
[ 6933.019378] PUF Read:0x00000000 at 0xa0008084
[ 6933.019378] PUF Read:0x00000000 at 0xa0008088
[ 6933.019439] PUF Read:0x00000000 at 0xa000808c
[ 6933.019439] PUF Read:0x00000000 at 0xa0008090
[ 6933.019500] PUF Read:0x10000000 at 0xa0008094
[ 6933.019531] PUF Read:0x00410001 at 0xa0008098
[ 6933.019531] PUF Read:0x00000000 at 0xa000809c
[ 6933.019531] PUF Read:0x00000000 at 0xa00080a0
[ 6933.019592] PUF Read:0x00010000 at 0xa00080a4
[ 6933.019592] PUF Read:0x00000001 at 0xa00080a8
[ 6933.019653] PUF Read:0x00000040 at 0xa00080ac
[ 6933.019683] PUF Read:0x00000000 at 0xa00080b0
[ 6933.019683] PUF Read:0x00000000 at 0xa00080b4
[ 6933.019683] PUF Read:0x00004000 at 0xa00080b8
[ 6933.019744] PUF Read:0x00000000 at 0xa00080bc
[ 6933.019744] PUF Read:0x00000400 at 0xa00080c0
[ 6933.019805] PUF Read:0x00000000 at 0xa00080c4
[ 6933.019836] PUF Read:0x10100000 at 0xa00080c8
[ 6933.019836] PUF Read:0x01000000 at 0xa00080cc
[ 6933.019836] PUF Read:0x40045000 at 0xa00080d0
[ 6933.019897] PUF Read:0x00000000 at 0xa00080d4
[ 6933.019897] PUF Read:0x00001000 at 0xa00080d8
[ 6933.019958] PUF Read:0x00000000 at 0xa00080dc
[ 6933.019989] PUF Read:0x01000000 at 0xa00080e0
[ 6933.019989] PUF Read:0x00000000 at 0xa00080e4
[ 6933.019989] PUF Read:0x00000000 at 0xa00080e8
[ 6933.020050] PUF Read:0x00000001 at 0xa00080ec
[ 6933.020050] PUF Read:0x00000000 at 0xa00080f0
[ 6933.020111] PUF Read:0x00000000 at 0xa00080f4
[ 6933.020141] PUF Read:0x00000100 at 0xa00080f8
[ 6933.020141] PUF Read:0x00000000 at 0xa00080fc
[ 6933.020141] PUF Read:0x00000000 at 0xa0008100
[ 6933.020202] PUF Read:0x00000000 at 0xa0008104
[ 6933.020202] PUF Read:0x00000000 at 0xa0008108
[ 6933.020263] PUF Read:0x00100100 at 0xa000810c
[ 6933.020294] PUF Read:0x00000000 at 0xa0008110
[ 6933.020294] PUF Read:0x00400000 at 0xa0008114
[ 6933.020294] PUF Read:0x00000000 at 0xa0008118
[ 6933.020294] PUF Read:0x00000000 at 0xa000811c
[ 6933.020294] PUF Read:0x01000000 at 0xa0008120
[ 6933.020416] PUF Read:0x00000400 at 0xa0008124
[ 6933.020416] PUF Read:0x00000040 at 0xa0008128
[ 6933.020416] PUF Read:0x00000000 at 0xa000812c
[ 6933.020416] PUF Read:0x00000000 at 0xa0008130
[ 6933.020416] PUF Read:0x00000000 at 0xa0008134
[ 6933.020416] PUF Read:0x00010000 at 0xa0008138
[ 6933.020568] PUF Read:0x00000000 at 0xa000813c
[ 6933.020568] PUF Read:0x40000400 at 0xa0008140
[ 6933.020568] PUF Read:0x00000000 at 0xa0008144
[ 6933.020568] PUF Read:0x00100400 at 0xa0008148
[ 6933.020568] PUF Read:0x00000000 at 0xa000814c
[ 6933.020568] PUF Read:0x00000000 at 0xa0008150
[ 6933.020721] PUF Read:0x00000000 at 0xa0008154
[ 6933.020751] PUF Read:0x00000000 at 0xa0008158
[ 6933.020751] PUF Read:0x00100040 at 0xa000815c
[ 6933.020812] PUF Read:0x00001000 at 0xa0008160
[ 6933.020812] PUF Read:0x00000000 at 0xa0008164
[ 6933.020812] PUF Read:0x04000000 at 0xa0008168
[ 6933.020874] PUF Read:0x00400000 at 0xa000816c
[ 6933.020904] PUF Read:0x00000000 at 0xa0008170
