[ 5731.885345] [i] Total hammer attempts per row: 818831
[ 5731.885375] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 5731.885375] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 5731.885406] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 5731.885406] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 5731.885437] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 5731.885437] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 5731.885467] Temp polling alert enabled
[ 5731.885467] Refresh enabled at EMIF2
[ 5731.885467] [i] Starting PUF read-out
[ 5731.885498] [i] Single-Sided Rowhammer (SSRH)
[ 5731.885498] PUF Read:0x00000000 at 0xa0008000
[ 5731.885498] PUF Read:0x00000000 at 0xa0008004
[ 5731.885498] PUF Read:0x00000000 at 0xa0008008
[ 5731.885589] PUF Read:0x00000000 at 0xa000800c
[ 5731.885620] PUF Read:0x00000000 at 0xa0008010
[ 5731.885620] PUF Read:0x00000100 at 0xa0008014
[ 5731.885620] PUF Read:0x00000000 at 0xa0008018
[ 5731.885620] PUF Read:0x00000000 at 0xa000801c
[ 5731.885711] PUF Read:0x00000000 at 0xa0008020
[ 5731.885711] PUF Read:0x40004000 at 0xa0008024
[ 5731.885772] PUF Read:0x00000000 at 0xa0008028
[ 5731.885803] PUF Read:0x00000000 at 0xa000802c
[ 5731.885803] PUF Read:0x00000000 at 0xa0008030
[ 5731.885803] PUF Read:0x00000000 at 0xa0008034
[ 5731.885864] PUF Read:0x00004000 at 0xa0008038
[ 5731.885864] PUF Read:0x00000000 at 0xa000803c
[ 5731.885925] PUF Read:0x00000001 at 0xa0008040
[ 5731.885955] PUF Read:0x00004000 at 0xa0008044
[ 5731.885955] PUF Read:0x00000000 at 0xa0008048
[ 5731.885955] PUF Read:0x00000000 at 0xa000804c
[ 5731.885955] PUF Read:0x00000000 at 0xa0008050
[ 5731.885955] PUF Read:0x00000000 at 0xa0008054
[ 5731.886077] PUF Read:0x00000000 at 0xa0008058
[ 5731.886108] PUF Read:0x00000000 at 0xa000805c
[ 5731.886108] PUF Read:0x00000000 at 0xa0008060
[ 5731.886169] PUF Read:0x00000000 at 0xa0008064
[ 5731.886169] PUF Read:0x00000000 at 0xa0008068
[ 5731.886169] PUF Read:0x00000000 at 0xa000806c
[ 5731.886230] PUF Read:0x00000000 at 0xa0008070
[ 5731.886260] PUF Read:0x00000000 at 0xa0008074
[ 5731.886260] PUF Read:0x00000000 at 0xa0008078
[ 5731.886260] PUF Read:0x00000000 at 0xa000807c
[ 5731.886322] PUF Read:0x00000000 at 0xa0008080
[ 5731.886322] PUF Read:0x00000000 at 0xa0008084
[ 5731.886383] PUF Read:0x00000000 at 0xa0008088
[ 5731.886413] PUF Read:0x00000000 at 0xa000808c
[ 5731.886413] PUF Read:0x00000000 at 0xa0008090
[ 5731.886413] PUF Read:0x00000000 at 0xa0008094
[ 5731.886474] PUF Read:0x00010000 at 0xa0008098
[ 5731.886474] PUF Read:0x00000000 at 0xa000809c
[ 5731.886535] PUF Read:0x00000000 at 0xa00080a0
[ 5731.886566] PUF Read:0x00000000 at 0xa00080a4
[ 5731.886566] PUF Read:0x00000000 at 0xa00080a8
[ 5731.886566] PUF Read:0x00000040 at 0xa00080ac
[ 5731.886627] PUF Read:0x00000000 at 0xa00080b0
[ 5731.886627] PUF Read:0x00000000 at 0xa00080b4
[ 5731.886688] PUF Read:0x00004000 at 0xa00080b8
[ 5731.886718] PUF Read:0x00000000 at 0xa00080bc
[ 5731.886718] PUF Read:0x00000000 at 0xa00080c0
[ 5731.886718] PUF Read:0x00000000 at 0xa00080c4
[ 5731.886779] PUF Read:0x00000000 at 0xa00080c8
[ 5731.886779] PUF Read:0x00000000 at 0xa00080cc
[ 5731.886840] PUF Read:0x40044000 at 0xa00080d0
[ 5731.886871] PUF Read:0x00000000 at 0xa00080d4
[ 5731.886871] PUF Read:0x00000000 at 0xa00080d8
[ 5731.886871] PUF Read:0x00000000 at 0xa00080dc
[ 5731.886932] PUF Read:0x01000000 at 0xa00080e0
[ 5731.886932] PUF Read:0x00000000 at 0xa00080e4
[ 5731.886993] PUF Read:0x00000000 at 0xa00080e8
[ 5731.887023] PUF Read:0x00000001 at 0xa00080ec
[ 5731.887023] PUF Read:0x00000000 at 0xa00080f0
[ 5731.887023] PUF Read:0x00000000 at 0xa00080f4
[ 5731.887084] PUF Read:0x00000100 at 0xa00080f8
[ 5731.887084] PUF Read:0x00000000 at 0xa00080fc
[ 5731.887145] PUF Read:0x00000000 at 0xa0008100
[ 5731.887176] PUF Read:0x00000000 at 0xa0008104
[ 5731.887176] PUF Read:0x00000000 at 0xa0008108
[ 5731.887176] PUF Read:0x00000000 at 0xa000810c
[ 5731.887176] PUF Read:0x00000000 at 0xa0008110
[ 5731.887176] PUF Read:0x00000000 at 0xa0008114
[ 5731.887176] PUF Read:0x00000000 at 0xa0008118
[ 5731.887329] PUF Read:0x00000000 at 0xa000811c
[ 5731.887329] PUF Read:0x00000000 at 0xa0008120
[ 5731.887329] PUF Read:0x00000000 at 0xa0008124
[ 5731.887390] PUF Read:0x00000040 at 0xa0008128
