[ 4470.697875] [i] Total hammer attempts per row: 818851
[ 4470.697906] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 4470.697906] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 4470.697937] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 4470.697937] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 4470.697967] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 4470.697967] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 4470.697967] Temp polling alert enabled
[ 4470.697998] Refresh enabled at EMIF2
[ 4470.697998] [i] Starting PUF read-out
[ 4470.697998] [i] Single-Sided Rowhammer (SSRH)
[ 4470.698028] PUF Read:0x00000000 at 0xa0008000
[ 4470.698028] PUF Read:0x00000000 at 0xa0008004
[ 4470.698028] PUF Read:0x00000000 at 0xa0008008
[ 4470.698120] PUF Read:0x00000000 at 0xa000800c
[ 4470.698120] PUF Read:0x00000000 at 0xa0008010
[ 4470.698120] PUF Read:0x00000100 at 0xa0008014
[ 4470.698120] PUF Read:0x00000000 at 0xa0008018
[ 4470.698211] PUF Read:0x00000000 at 0xa000801c
[ 4470.698242] PUF Read:0x00000000 at 0xa0008020
[ 4470.698242] PUF Read:0x40004000 at 0xa0008024
[ 4470.698242] PUF Read:0x00000000 at 0xa0008028
[ 4470.698303] PUF Read:0x00000000 at 0xa000802c
[ 4470.698303] PUF Read:0x00000000 at 0xa0008030
[ 4470.698364] PUF Read:0x00000000 at 0xa0008034
[ 4470.698394] PUF Read:0x00004000 at 0xa0008038
[ 4470.698394] PUF Read:0x00000000 at 0xa000803c
[ 4470.698394] PUF Read:0x00000001 at 0xa0008040
[ 4470.698455] PUF Read:0x00004000 at 0xa0008044
[ 4470.698455] PUF Read:0x00000000 at 0xa0008048
[ 4470.698516] PUF Read:0x00000000 at 0xa000804c
[ 4470.698547] PUF Read:0x00000000 at 0xa0008050
[ 4470.698547] PUF Read:0x00000000 at 0xa0008054
[ 4470.698547] PUF Read:0x00000000 at 0xa0008058
[ 4470.698608] PUF Read:0x00000000 at 0xa000805c
[ 4470.698608] PUF Read:0x00000000 at 0xa0008060
[ 4470.698669] PUF Read:0x00000000 at 0xa0008064
[ 4470.698699] PUF Read:0x00000000 at 0xa0008068
[ 4470.698699] PUF Read:0x00000000 at 0xa000806c
[ 4470.698699] PUF Read:0x00000000 at 0xa0008070
[ 4470.698699] PUF Read:0x00000000 at 0xa0008074
[ 4470.698791] PUF Read:0x00000000 at 0xa0008078
[ 4470.698791] PUF Read:0x00000000 at 0xa000807c
[ 4470.698852] PUF Read:0x00000000 at 0xa0008080
[ 4470.698883] PUF Read:0x00000000 at 0xa0008084
[ 4470.698883] PUF Read:0x00000000 at 0xa0008088
[ 4470.698883] PUF Read:0x00000000 at 0xa000808c
[ 4470.698944] PUF Read:0x00000000 at 0xa0008090
[ 4470.698944] PUF Read:0x00000000 at 0xa0008094
[ 4470.699005] PUF Read:0x00010000 at 0xa0008098
[ 4470.699035] PUF Read:0x00000000 at 0xa000809c
[ 4470.699035] PUF Read:0x00000000 at 0xa00080a0
[ 4470.699035] PUF Read:0x00000000 at 0xa00080a4
[ 4470.699035] PUF Read:0x00000000 at 0xa00080a8
[ 4470.699035] PUF Read:0x00000040 at 0xa00080ac
[ 4470.699157] PUF Read:0x00000000 at 0xa00080b0
[ 4470.699157] PUF Read:0x00000000 at 0xa00080b4
[ 4470.699157] PUF Read:0x00004000 at 0xa00080b8
[ 4470.699157] PUF Read:0x00000000 at 0xa00080bc
[ 4470.699157] PUF Read:0x00000000 at 0xa00080c0
[ 4470.699157] PUF Read:0x00000000 at 0xa00080c4
[ 4470.699310] PUF Read:0x00000000 at 0xa00080c8
[ 4470.699310] PUF Read:0x00000000 at 0xa00080cc
[ 4470.699310] PUF Read:0x40044000 at 0xa00080d0
[ 4470.699310] PUF Read:0x00000000 at 0xa00080d4
[ 4470.699310] PUF Read:0x00000000 at 0xa00080d8
[ 4470.699310] PUF Read:0x00000000 at 0xa00080dc
[ 4470.699462] PUF Read:0x01000000 at 0xa00080e0
[ 4470.699462] PUF Read:0x00000000 at 0xa00080e4
[ 4470.699462] PUF Read:0x00000000 at 0xa00080e8
[ 4470.699462] PUF Read:0x00000001 at 0xa00080ec
[ 4470.699462] PUF Read:0x00000000 at 0xa00080f0
[ 4470.699584] PUF Read:0x00000000 at 0xa00080f4
[ 4470.699615] PUF Read:0x00000100 at 0xa00080f8
[ 4470.699615] PUF Read:0x00000000 at 0xa00080fc
[ 4470.699676] PUF Read:0x00000000 at 0xa0008100
[ 4470.699676] PUF Read:0x00000000 at 0xa0008104
[ 4470.699676] PUF Read:0x00000000 at 0xa0008108
[ 4470.699737] PUF Read:0x00000000 at 0xa000810c
[ 4470.699768] PUF Read:0x00000000 at 0xa0008110
[ 4470.699768] PUF Read:0x00000000 at 0xa0008114
[ 4470.699829] PUF Read:0x00000000 at 0xa0008118
[ 4470.699829] PUF Read:0x00000000 at 0xa000811c
[ 4470.699829] PUF Read:0x00000000 at 0xa0008120
[ 4470.699890] PUF Read:0x00000000 at 0xa0008124
[ 4470.699920] PUF Read:0x00000040 at 0xa0008128
[ 4470.699920] PUF Read:0x00000000 at 0xa000812c
[ 4470.699920] PUF Read:0x00000000 at 0xa0008130
[ 4470.699981] PUF Read:0x00000000 at 0xa0008134
[ 4470.699981] PUF Read:0x00000000 at 0xa0008138
[ 4470.700042] PUF Read:0x00000000 at 0xa000813c
[ 4470.700073] PUF Read:0x00000000 at 0xa0008140
[ 4470.700073] PUF Read:0x00000000 at 0xa0008144
[ 4470.700073] PUF Read:0x00100400 at 0xa0008148
[ 4470.700134] PUF Read:0x00000000 at 0xa000814c
[ 4470.700134] PUF Read:0x00000000 at 0xa0008150
[ 4470.700195] PUF Read:0x00000000 at 0xa0008154
