[ 7895.808715] [i] Total hammer attempts per row: 253204
[ 7895.808715] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 7895.808715] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 7895.808776] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 7895.808776] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 7895.808807] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 7895.808807] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 7895.808807] Temp polling alert enabled
[ 7895.808837] Refresh enabled at EMIF2
[ 7895.808837] [i] Starting PUF read-out
[ 7895.808837] [i] Single-Sided Rowhammer (SSRH)
[ 7895.808868] PUF Read:0x00000000 at 0xa0008000
[ 7895.808868] PUF Read:0x00000000 at 0xa0008004
[ 7895.808868] PUF Read:0x00000000 at 0xa0008008
[ 7895.808868] PUF Read:0x00000000 at 0xa000800c
[ 7895.808868] PUF Read:0x00000000 at 0xa0008010
[ 7895.808868] PUF Read:0x00000100 at 0xa0008014
[ 7895.808868] PUF Read:0x00000000 at 0xa0008018
[ 7895.809051] PUF Read:0x00000000 at 0xa000801c
[ 7895.809082] PUF Read:0x00000000 at 0xa0008020
[ 7895.809082] PUF Read:0x40004000 at 0xa0008024
[ 7895.809082] PUF Read:0x00000000 at 0xa0008028
[ 7895.809143] PUF Read:0x00000000 at 0xa000802c
[ 7895.809143] PUF Read:0x00000000 at 0xa0008030
[ 7895.809204] PUF Read:0x00000000 at 0xa0008034
[ 7895.809234] PUF Read:0x00004000 at 0xa0008038
[ 7895.809234] PUF Read:0x00000000 at 0xa000803c
[ 7895.809234] PUF Read:0x00000001 at 0xa0008040
[ 7895.809295] PUF Read:0x00004000 at 0xa0008044
[ 7895.809295] PUF Read:0x00000000 at 0xa0008048
[ 7895.809356] PUF Read:0x00000000 at 0xa000804c
[ 7895.809387] PUF Read:0x00000000 at 0xa0008050
[ 7895.809387] PUF Read:0x00000000 at 0xa0008054
[ 7895.809387] PUF Read:0x00000000 at 0xa0008058
[ 7895.809448] PUF Read:0x00000000 at 0xa000805c
[ 7895.809448] PUF Read:0x00000000 at 0xa0008060
[ 7895.809509] PUF Read:0x00000000 at 0xa0008064
[ 7895.809539] PUF Read:0x00000000 at 0xa0008068
[ 7895.809539] PUF Read:0x00000000 at 0xa000806c
[ 7895.809539] PUF Read:0x00000000 at 0xa0008070
[ 7895.809600] PUF Read:0x00000000 at 0xa0008074
[ 7895.809600] PUF Read:0x00000000 at 0xa0008078
[ 7895.809661] PUF Read:0x00000000 at 0xa000807c
[ 7895.809692] PUF Read:0x00000000 at 0xa0008080
[ 7895.809692] PUF Read:0x00000000 at 0xa0008084
[ 7895.809692] PUF Read:0x00000000 at 0xa0008088
[ 7895.809753] PUF Read:0x00000000 at 0xa000808c
[ 7895.809753] PUF Read:0x00000000 at 0xa0008090
[ 7895.809814] PUF Read:0x00000000 at 0xa0008094
[ 7895.809844] PUF Read:0x00010000 at 0xa0008098
[ 7895.809844] PUF Read:0x00000000 at 0xa000809c
[ 7895.809844] PUF Read:0x00000000 at 0xa00080a0
[ 7895.809906] PUF Read:0x00000000 at 0xa00080a4
[ 7895.809906] PUF Read:0x00000000 at 0xa00080a8
[ 7895.809967] PUF Read:0x00000040 at 0xa00080ac
[ 7895.809997] PUF Read:0x00000000 at 0xa00080b0
[ 7895.809997] PUF Read:0x00000000 at 0xa00080b4
[ 7895.809997] PUF Read:0x00004000 at 0xa00080b8
[ 7895.810058] PUF Read:0x00000000 at 0xa00080bc
