[ 9703.127777] [i] Total hammer attempts per row: 253287
[ 9703.127807] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 9703.127807] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 9703.127838] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 9703.127838] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 9703.127868] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 9703.127868] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 9703.127868] Temp polling alert enabled
[ 9703.127899] Refresh enabled at EMIF2
[ 9703.127899] [i] Starting PUF read-out
[ 9703.127899] [i] Single-Sided Rowhammer (SSRH)
[ 9703.127929] PUF Read:0x00000000 at 0xa0008000
[ 9703.127960] PUF Read:0x00000000 at 0xa0008004
[ 9703.127990] PUF Read:0x00000000 at 0xa0008008
[ 9703.127990] PUF Read:0x00000000 at 0xa000800c
[ 9703.127990] PUF Read:0x00000000 at 0xa0008010
[ 9703.127990] PUF Read:0x00000100 at 0xa0008014
[ 9703.128082] PUF Read:0x00000000 at 0xa0008018
[ 9703.128082] PUF Read:0x00000000 at 0xa000801c
[ 9703.128143] PUF Read:0x00000000 at 0xa0008020
[ 9703.128173] PUF Read:0x40004000 at 0xa0008024
[ 9703.128173] PUF Read:0x00000000 at 0xa0008028
[ 9703.128173] PUF Read:0x00000000 at 0xa000802c
[ 9703.128234] PUF Read:0x00000000 at 0xa0008030
[ 9703.128234] PUF Read:0x00000000 at 0xa0008034
[ 9703.128295] PUF Read:0x00004000 at 0xa0008038
[ 9703.128326] PUF Read:0x00000000 at 0xa000803c
[ 9703.128326] PUF Read:0x00000001 at 0xa0008040
[ 9703.128326] PUF Read:0x00004000 at 0xa0008044
[ 9703.128387] PUF Read:0x00000000 at 0xa0008048
[ 9703.128387] PUF Read:0x00000000 at 0xa000804c
[ 9703.128448] PUF Read:0x00000000 at 0xa0008050
[ 9703.128479] PUF Read:0x00000000 at 0xa0008054
[ 9703.128479] PUF Read:0x00000000 at 0xa0008058
[ 9703.128479] PUF Read:0x00000000 at 0xa000805c
[ 9703.128540] PUF Read:0x00000000 at 0xa0008060
[ 9703.128540] PUF Read:0x00000000 at 0xa0008064
[ 9703.128540] PUF Read:0x00000000 at 0xa0008068
[ 9703.128631] PUF Read:0x00000000 at 0xa000806c
[ 9703.128631] PUF Read:0x00000000 at 0xa0008070
[ 9703.128631] PUF Read:0x00000000 at 0xa0008074
[ 9703.128631] PUF Read:0x00000000 at 0xa0008078
[ 9703.128631] PUF Read:0x00000000 at 0xa000807c
[ 9703.128753] PUF Read:0x00000000 at 0xa0008080
[ 9703.128784] PUF Read:0x00000000 at 0xa0008084
[ 9703.128784] PUF Read:0x00000000 at 0xa0008088
[ 9703.128784] PUF Read:0x00000000 at 0xa000808c
[ 9703.128845] PUF Read:0x00000000 at 0xa0008090
[ 9703.128845] PUF Read:0x00000000 at 0xa0008094
[ 9703.128906] PUF Read:0x00010000 at 0xa0008098
[ 9703.128936] PUF Read:0x00000000 at 0xa000809c
[ 9703.128936] PUF Read:0x00000000 at 0xa00080a0
[ 9703.128936] PUF Read:0x00000000 at 0xa00080a4
[ 9703.128997] PUF Read:0x00000000 at 0xa00080a8
[ 9703.128997] PUF Read:0x00000040 at 0xa00080ac
[ 9703.129058] PUF Read:0x00000000 at 0xa00080b0
[ 9703.129089] PUF Read:0x00000000 at 0xa00080b4
[ 9703.129089] PUF Read:0x00004000 at 0xa00080b8
[ 9703.129089] PUF Read:0x00000000 at 0xa00080bc
[ 9703.129150] PUF Read:0x00000000 at 0xa00080c0
[ 9703.129150] PUF Read:0x00000000 at 0xa00080c4
[ 9703.129211] PUF Read:0x00000000 at 0xa00080c8
[ 9703.129241] PUF Read:0x00000000 at 0xa00080cc
[ 9703.129241] PUF Read:0x40044000 at 0xa00080d0
[ 9703.129241] PUF Read:0x00000000 at 0xa00080d4
[ 9703.129302] PUF Read:0x00000000 at 0xa00080d8
[ 9703.129302] PUF Read:0x00000000 at 0xa00080dc
[ 9703.129364] PUF Read:0x01000000 at 0xa00080e0
[ 9703.129364] PUF Read:0x00000000 at 0xa00080e4
[ 9703.129364] PUF Read:0x00000000 at 0xa00080e8
[ 9703.129364] PUF Read:0x00000001 at 0xa00080ec
[ 9703.129364] PUF Read:0x00000000 at 0xa00080f0
[ 9703.129364] PUF Read:0x00000000 at 0xa00080f4
[ 9703.129516] PUF Read:0x00000100 at 0xa00080f8
[ 9703.129516] PUF Read:0x00000000 at 0xa00080fc
[ 9703.129516] PUF Read:0x00000000 at 0xa0008100
[ 9703.129516] PUF Read:0x00000000 at 0xa0008104
[ 9703.129516] PUF Read:0x00000000 at 0xa0008108
[ 9703.129638] PUF Read:0x00000000 at 0xa000810c
[ 9703.129669] PUF Read:0x00000000 at 0xa0008110
[ 9703.129669] PUF Read:0x00000000 at 0xa0008114
[ 9703.129669] PUF Read:0x00000000 at 0xa0008118
[ 9703.129730] PUF Read:0x00000000 at 0xa000811c
[ 9703.129730] PUF Read:0x00000000 at 0xa0008120
[ 9703.129791] PUF Read:0x00000000 at 0xa0008124
[ 9703.129821] PUF Read:0x00000040 at 0xa0008128
[ 9703.129821] PUF Read:0x00000000 at 0xa000812c
[ 9703.129821] PUF Read:0x00000000 at 0xa0008130
[ 9703.129882] PUF Read:0x00000000 at 0xa0008134
[ 9703.129882] PUF Read:0x00000000 at 0xa0008138
[ 9703.129943] PUF Read:0x00000000 at 0xa000813c
[ 9703.129974] PUF Read:0x00000000 at 0xa0008140
[ 9703.129974] PUF Read:0x00000000 at 0xa0008144
[ 9703.129974] PUF Read:0x00100400 at 0xa0008148
[ 9703.130035] PUF Read:0x00000000 at 0xa000814c
[ 9703.130035] PUF Read:0x00000000 at 0xa0008150
[ 9703.130096] PUF Read:0x00000000 at 0xa0008154
[ 9703.130096] PUF Read:0x00000000 at 0xa0008158
[ 9703.130096] PUF Read:0x00000040 at 0xa000815c
[ 9703.130096] PUF Read:0x00000000 at 0xa0008160
[ 9703.130096] PUF Read:0x00000000 at 0xa0008164
[ 9703.130096] PUF Read:0x00000000 at 0xa0008168
[ 9703.130096] PUF Read:0x00400000 at 0xa000816c
[ 9703.130279] PUF Read:0x00000000 at 0xa0008170
[ 9703.130279] PUF Read:0x00000000 at 0xa0008174
[ 9703.130279] PUF Read:0x00000000 at 0xa0008178
[ 9703.130279] PUF Read:0x00000000 at 0xa000817c
[ 9703.130279] PUF Read:0x00000000 at 0xa0008180
[ 9703.130401] PUF Read:0x00000000 at 0xa0008184
[ 9703.130432] PUF Read:0x00000000 at 0xa0008188
[ 9703.130432] PUF Read:0x00000000 at 0xa000818c
[ 9703.130432] PUF Read:0x00000000 at 0xa0008190
[ 9703.130493] PUF Read:0x40000000 at 0xa0008194
[ 9703.130493] PUF Read:0x00000000 at 0xa0008198
[ 9703.130554] PUF Read:0x00000000 at 0xa000819c
[ 9703.130584] PUF Read:0x00000000 at 0xa00081a0
[ 9703.130584] PUF Read:0x00000000 at 0xa00081a4
[ 9703.130584] PUF Read:0x00000000 at 0xa00081a8
[ 9703.130645] PUF Read:0x00000000 at 0xa00081ac
[ 9703.130645] PUF Read:0x00410000 at 0xa00081b0
[ 9703.130706] PUF Read:0x00000000 at 0xa00081b4
[ 9703.130737] PUF Read:0x00000000 at 0xa00081b8
[ 9703.130737] PUF Read:0x00000000 at 0xa00081bc
[ 9703.130737] PUF Read:0x00000000 at 0xa00081c0
[ 9703.130798] PUF Read:0x00000004 at 0xa00081c4
[ 9703.130798] PUF Read:0x00000000 at 0xa00081c8
[ 9703.130859] PUF Read:0x00000000 at 0xa00081cc
[ 9703.130889] PUF Read:0x10000000 at 0xa00081d0
[ 9703.130889] PUF Read:0x00000000 at 0xa00081d4
[ 9703.130889] PUF Read:0x00000000 at 0xa00081d8
[ 9703.130950] PUF Read:0x00000000 at 0xa00081dc
[ 9703.130950] PUF Read:0x00000000 at 0xa00081e0
[ 9703.131011] PUF Read:0x00000040 at 0xa00081e4
[ 9703.131042] PUF Read:0x00000000 at 0xa00081e8
[ 9703.131042] PUF Read:0x00000000 at 0xa00081ec
[ 9703.131042] PUF Read:0x00000000 at 0xa00081f0
[ 9703.131042] PUF Read:0x00000400 at 0xa00081f4
[ 9703.131042] PUF Read:0x00000000 at 0xa00081f8
[ 9703.131164] PUF Read:0x00000000 at 0xa00081fc
[ 9703.131164] PUF Read:0x00000000 at 0xa0008200
[ 9703.131164] PUF Read:0x00000000 at 0xa0008204
[ 9703.131164] PUF Read:0x00000000 at 0xa0008208
[ 9703.131164] PUF Read:0x00000000 at 0xa000820c
[ 9703.131286] PUF Read:0x00000000 at 0xa0008210
[ 9703.131317] PUF Read:0x00000000 at 0xa0008214
[ 9703.131317] PUF Read:0x00000000 at 0xa0008218
[ 9703.131317] PUF Read:0x00000000 at 0xa000821c
[ 9703.131378] PUF Read:0x00000000 at 0xa0008220
[ 9703.131378] PUF Read:0x00000000 at 0xa0008224
[ 9703.131439] PUF Read:0x00000000 at 0xa0008228
[ 9703.131469] PUF Read:0x00000000 at 0xa000822c
[ 9703.131469] PUF Read:0x00000000 at 0xa0008230
[ 9703.131469] PUF Read:0x00400000 at 0xa0008234
[ 9703.131530] PUF Read:0x00000000 at 0xa0008238
[ 9703.131530] PUF Read:0x00000000 at 0xa000823c
[ 9703.131591] PUF Read:0x00000000 at 0xa0008240
[ 9703.131591] PUF Read:0x00000000 at 0xa0008244
[ 9703.131591] PUF Read:0x00000000 at 0xa0008248
[ 9703.131591] PUF Read:0x00000000 at 0xa000824c
[ 9703.131591] PUF Read:0x00000000 at 0xa0008250
[ 9703.131591] PUF Read:0x00100000 at 0xa0008254
[ 9703.131591] PUF Read:0x00000000 at 0xa0008258
[ 9703.131774] PUF Read:0x00000000 at 0xa000825c
[ 9703.131774] PUF Read:0x00000000 at 0xa0008260
[ 9703.131774] PUF Read:0x00000000 at 0xa0008264
[ 9703.131774] PUF Read:0x00000000 at 0xa0008268
[ 9703.131774] PUF Read:0x00000000 at 0xa000826c
[ 9703.131774] PUF Read:0x00000000 at 0xa0008270
[ 9703.131927] PUF Read:0x00000000 at 0xa0008274
[ 9703.131927] PUF Read:0x00000040 at 0xa0008278
[ 9703.131927] PUF Read:0x00000000 at 0xa000827c
[ 9703.131927] PUF Read:0x00000000 at 0xa0008280
[ 9703.131927] PUF Read:0x00000000 at 0xa0008284
[ 9703.132049] PUF Read:0x00000000 at 0xa0008288
[ 9703.132080] PUF Read:0x00000000 at 0xa000828c
[ 9703.132080] PUF Read:0x00000000 at 0xa0008290
[ 9703.132080] PUF Read:0x00000000 at 0xa0008294
[ 9703.132141] PUF Read:0x00000000 at 0xa0008298
[ 9703.132141] PUF Read:0x00000000 at 0xa000829c
[ 9703.132202] PUF Read:0x00000000 at 0xa00082a0
[ 9703.132232] PUF Read:0x00000000 at 0xa00082a4
[ 9703.132232] PUF Read:0x00000000 at 0xa00082a8
[ 9703.132232] PUF Read:0x00000000 at 0xa00082ac
[ 9703.132293] PUF Read:0x00000000 at 0xa00082b0
[ 9703.132293] PUF Read:0x00000000 at 0xa00082b4
[ 9703.132354] PUF Read:0x00000040 at 0xa00082b8
[ 9703.132385] PUF Read:0x00000000 at 0xa00082bc
[ 9703.132385] PUF Read:0x00000000 at 0xa00082c0
[ 9703.132385] PUF Read:0x00000000 at 0xa00082c4
[ 9703.132446] PUF Read:0x10000000 at 0xa00082c8
[ 9703.132446] PUF Read:0x00000000 at 0xa00082cc
[ 9703.132507] PUF Read:0x00000000 at 0xa00082d0
[ 9703.132537] PUF Read:0x00000000 at 0xa00082d4
[ 9703.132537] PUF Read:0x00000000 at 0xa00082d8
[ 9703.132537] PUF Read:0x00000000 at 0xa00082dc
[ 9703.132598] PUF Read:0x00000000 at 0xa00082e0
[ 9703.132598] PUF Read:0x00000400 at 0xa00082e4
[ 9703.132659] PUF Read:0x00000000 at 0xa00082e8
[ 9703.132690] PUF Read:0x00000000 at 0xa00082ec
[ 9703.132690] PUF Read:0x00000000 at 0xa00082f0
[ 9703.132690] PUF Read:0x00000000 at 0xa00082f4
[ 9703.132751] PUF Read:0x00000000 at 0xa00082f8
[ 9703.132751] PUF Read:0x00000000 at 0xa00082fc
[ 9703.132812] PUF Read:0x00000000 at 0xa0008300
[ 9703.132843] PUF Read:0x00000000 at 0xa0008304
[ 9703.132843] PUF Read:0x00000000 at 0xa0008308
[ 9703.132843] PUF Read:0x00000000 at 0xa000830c
[ 9703.132904] PUF Read:0x00000000 at 0xa0008310
[ 9703.132904] PUF Read:0x00000000 at 0xa0008314
[ 9703.132965] PUF Read:0x01000000 at 0xa0008318
[ 9703.132995] PUF Read:0x10000000 at 0xa000831c
[ 9703.132995] PUF Read:0x00000000 at 0xa0008320
[ 9703.132995] PUF Read:0x00000000 at 0xa0008324
[ 9703.133056] PUF Read:0x00000000 at 0xa0008328
[ 9703.133056] PUF Read:0x00000000 at 0xa000832c
[ 9703.133117] PUF Read:0x00000004 at 0xa0008330
[ 9703.133148] PUF Read:0x00000000 at 0xa0008334
[ 9703.133148] PUF Read:0x00000000 at 0xa0008338
[ 9703.133148] PUF Read:0x00000000 at 0xa000833c
[ 9703.133148] PUF Read:0x00000000 at 0xa0008340
[ 9703.133148] PUF Read:0x00000000 at 0xa0008344
[ 9703.133148] PUF Read:0x00000000 at 0xa0008348
[ 9703.133300] PUF Read:0x00000000 at 0xa000834c
[ 9703.133300] PUF Read:0x00000000 at 0xa0008350
[ 9703.133361] PUF Read:0x00000000 at 0xa0008354
[ 9703.133361] PUF Read:0x00000000 at 0xa0008358
[ 9703.133361] PUF Read:0x00000000 at 0xa000835c
[ 9703.133361] PUF Read:0x00010000 at 0xa0008360
[ 9703.133453] PUF Read:0x00000000 at 0xa0008364
[ 9703.133453] PUF Read:0x00000000 at 0xa0008368
[ 9703.133514] PUF Read:0x00000000 at 0xa000836c
[ 9703.133514] PUF Read:0x00000000 at 0xa0008370
[ 9703.133514] PUF Read:0x00000000 at 0xa0008374
[ 9703.133575] PUF Read:0x00000000 at 0xa0008378
[ 9703.133605] PUF Read:0x00000000 at 0xa000837c
[ 9703.133605] PUF Read:0x00000000 at 0xa0008380
[ 9703.133605] PUF Read:0x00000000 at 0xa0008384
[ 9703.133666] PUF Read:0x00000000 at 0xa0008388
[ 9703.133666] PUF Read:0x00000000 at 0xa000838c
[ 9703.133728] PUF Read:0x00000000 at 0xa0008390
[ 9703.133758] PUF Read:0x00000000 at 0xa0008394
[ 9703.133758] PUF Read:0x00000000 at 0xa0008398
[ 9703.133758] PUF Read:0x00000000 at 0xa000839c
[ 9703.133819] PUF Read:0x00000000 at 0xa00083a0
[ 9703.133819] PUF Read:0x00000000 at 0xa00083a4
[ 9703.133880] PUF Read:0x00000000 at 0xa00083a8
[ 9703.133911] PUF Read:0x00000000 at 0xa00083ac
[ 9703.133911] PUF Read:0x00000000 at 0xa00083b0
[ 9703.133911] PUF Read:0x00000000 at 0xa00083b4
[ 9703.133972] PUF Read:0x00000000 at 0xa00083b8
[ 9703.133972] PUF Read:0x00000000 at 0xa00083bc
[ 9703.134033] PUF Read:0x00000000 at 0xa00083c0
[ 9703.134063] PUF Read:0x04000000 at 0xa00083c4
[ 9703.134063] PUF Read:0x00000000 at 0xa00083c8
[ 9703.134063] PUF Read:0x00000000 at 0xa00083cc
[ 9703.134124] PUF Read:0x00000000 at 0xa00083d0
[ 9703.134124] PUF Read:0x00010000 at 0xa00083d4
[ 9703.134185] PUF Read:0x00000000 at 0xa00083d8
[ 9703.134185] PUF Read:0x00000000 at 0xa00083dc
[ 9703.134185] PUF Read:0x00000000 at 0xa00083e0
[ 9703.134185] PUF Read:0x00000000 at 0xa00083e4
[ 9703.134185] PUF Read:0x00000000 at 0xa00083e8
[ 9703.134185] PUF Read:0x00000000 at 0xa00083ec
[ 9703.134338] PUF Read:0x00000000 at 0xa00083f0
[ 9703.134338] PUF Read:0x00000000 at 0xa00083f4
[ 9703.134338] PUF Read:0x00000004 at 0xa00083f8
[ 9703.134338] PUF Read:0x00040000 at 0xa00083fc
[ 9703.134338] PUF Read:0x00000400 at 0xa0010000
[ 9703.134338] PUF Read:0x00000000 at 0xa0010004
[ 9703.134490] PUF Read:0x00000000 at 0xa0010008
[ 9703.134490] PUF Read:0x00000000 at 0xa001000c
[ 9703.134490] PUF Read:0x00000000 at 0xa0010010
[ 9703.134490] PUF Read:0x01000000 at 0xa0010014
[ 9703.134490] PUF Read:0x01000000 at 0xa0010018
