[ 5371.557189] [i] Total hammer attempts per row: 818573
[ 5371.557189] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 5371.557189] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 5371.557312] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 5371.557312] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 5371.557342] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 5371.557342] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 5371.557373] Temp polling alert enabled
[ 5371.557373] Refresh enabled at EMIF2
[ 5371.557373] [i] Starting PUF read-out
[ 5371.557403] [i] Single-Sided Rowhammer (SSRH)
[ 5371.557403] PUF Read:0x00000000 at 0xa0008000
[ 5371.557403] PUF Read:0x00000000 at 0xa0008004
[ 5371.557403] PUF Read:0x00000000 at 0xa0008008
[ 5371.557495] PUF Read:0x00000000 at 0xa000800c
[ 5371.557495] PUF Read:0x00000000 at 0xa0008010
[ 5371.557495] PUF Read:0x00000100 at 0xa0008014
[ 5371.557495] PUF Read:0x00000000 at 0xa0008018
[ 5371.557586] PUF Read:0x00000000 at 0xa000801c
[ 5371.557586] PUF Read:0x00000000 at 0xa0008020
[ 5371.557647] PUF Read:0x40000000 at 0xa0008024
[ 5371.557678] PUF Read:0x00000000 at 0xa0008028
[ 5371.557678] PUF Read:0x00000000 at 0xa000802c
[ 5371.557678] PUF Read:0x00000000 at 0xa0008030
[ 5371.557739] PUF Read:0x00000000 at 0xa0008034
[ 5371.557739] PUF Read:0x00004000 at 0xa0008038
[ 5371.557800] PUF Read:0x00000000 at 0xa000803c
[ 5371.557830] PUF Read:0x00000001 at 0xa0008040
[ 5371.557830] PUF Read:0x00004000 at 0xa0008044
[ 5371.557891] PUF Read:0x00000000 at 0xa0008048
[ 5371.557891] PUF Read:0x00000000 at 0xa000804c
[ 5371.557891] PUF Read:0x00000000 at 0xa0008050
[ 5371.557952] PUF Read:0x00000000 at 0xa0008054
[ 5371.557983] PUF Read:0x00000000 at 0xa0008058
[ 5371.557983] PUF Read:0x00000000 at 0xa000805c
[ 5371.557983] PUF Read:0x00000000 at 0xa0008060
[ 5371.558044] PUF Read:0x00000000 at 0xa0008064
[ 5371.558074] PUF Read:0x00000000 at 0xa0008068
[ 5371.558074] PUF Read:0x00000000 at 0xa000806c
[ 5371.558135] PUF Read:0x00000000 at 0xa0008070
[ 5371.558166] PUF Read:0x00000000 at 0xa0008074
[ 5371.558166] PUF Read:0x00000000 at 0xa0008078
[ 5371.558166] PUF Read:0x00000000 at 0xa000807c
[ 5371.558166] PUF Read:0x00000000 at 0xa0008080
[ 5371.558166] PUF Read:0x00000000 at 0xa0008084
[ 5371.558288] PUF Read:0x00000000 at 0xa0008088
[ 5371.558319] PUF Read:0x00000000 at 0xa000808c
[ 5371.558319] PUF Read:0x00000000 at 0xa0008090
[ 5371.558319] PUF Read:0x00000000 at 0xa0008094
[ 5371.558380] PUF Read:0x00010000 at 0xa0008098
[ 5371.558380] PUF Read:0x00000000 at 0xa000809c
[ 5371.558441] PUF Read:0x00000000 at 0xa00080a0
[ 5371.558471] PUF Read:0x00000000 at 0xa00080a4
[ 5371.558471] PUF Read:0x00000000 at 0xa00080a8
[ 5371.558532] PUF Read:0x00000040 at 0xa00080ac
[ 5371.558532] PUF Read:0x00000000 at 0xa00080b0
[ 5371.558532] PUF Read:0x00000000 at 0xa00080b4
[ 5371.558593] PUF Read:0x00004000 at 0xa00080b8
[ 5371.558624] PUF Read:0x00000000 at 0xa00080bc
[ 5371.558624] PUF Read:0x00000000 at 0xa00080c0
[ 5371.558685] PUF Read:0x00000000 at 0xa00080c4
[ 5371.558685] PUF Read:0x00000000 at 0xa00080c8
[ 5371.558685] PUF Read:0x00000000 at 0xa00080cc
[ 5371.558746] PUF Read:0x40044000 at 0xa00080d0
