[28029.605407] [i] Total hammer attempts per row: 1637520
[28029.605407] EMIF 2 REG Write 0x00000618 at 0x4d000010
[28029.605438] EMIF 2 REG Read 0x00000618 at 0x4d000010
[28029.605438] EMIF 2 REG Write 0x00000618 at 0x4d000014
[28029.605468] EMIF 2 REG Read 0x00000618 at 0x4d000014
[28029.605468] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[28029.605499] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[28029.605499] Temp polling alert enabled
[28029.605499] Refresh enabled at EMIF2
[28029.605529] [i] Starting PUF read-out
[28029.605529] [i] Single-Sided Rowhammer (SSRH)
[28029.605560] PUF Read:0x00000010 at 0xa0008000
[28029.605560] PUF Read:0x00000400 at 0xa0008004
[28029.605590] PUF Read:0x00000000 at 0xa0008008
[28029.605590] PUF Read:0x00000000 at 0xa000800c
[28029.605590] PUF Read:0x00000000 at 0xa0008010
[28029.605682] PUF Read:0x00000110 at 0xa0008014
[28029.605712] PUF Read:0x00000000 at 0xa0008018
[28029.605712] PUF Read:0x10400100 at 0xa000801c
[28029.605773] PUF Read:0x40000000 at 0xa0008020
[28029.605773] PUF Read:0x40004000 at 0xa0008024
[28029.605773] PUF Read:0x00004000 at 0xa0008028
[28029.605773] PUF Read:0x00000010 at 0xa000802c
[28029.605865] PUF Read:0x40000000 at 0xa0008030
[28029.605865] PUF Read:0x04000000 at 0xa0008034
[28029.605865] PUF Read:0x00004000 at 0xa0008038
[28029.605865] PUF Read:0x00000000 at 0xa000803c
[28029.605957] PUF Read:0x00000001 at 0xa0008040
[28029.605957] PUF Read:0x00004000 at 0xa0008044
[28029.606018] PUF Read:0x00000010 at 0xa0008048
[28029.606048] PUF Read:0x00000001 at 0xa000804c
[28029.606048] PUF Read:0x00000000 at 0xa0008050
[28029.606048] PUF Read:0x00000000 at 0xa0008054
[28029.606109] PUF Read:0x00000000 at 0xa0008058
[28029.606109] PUF Read:0x00000000 at 0xa000805c
[28029.606170] PUF Read:0x00000000 at 0xa0008060
[28029.606201] PUF Read:0x00100000 at 0xa0008064
[28029.606201] PUF Read:0x00000000 at 0xa0008068
[28029.606262] PUF Read:0x00000000 at 0xa000806c
[28029.606262] PUF Read:0x00000000 at 0xa0008070
[28029.606262] PUF Read:0x00000000 at 0xa0008074
[28029.606323] PUF Read:0x00000000 at 0xa0008078
[28029.606353] PUF Read:0x00010000 at 0xa000807c
[28029.606353] PUF Read:0x00010001 at 0xa0008080
[28029.606414] PUF Read:0x00000000 at 0xa0008084
[28029.606414] PUF Read:0x00000000 at 0xa0008088
[28029.606414] PUF Read:0x00000000 at 0xa000808c
[28029.606475] PUF Read:0x00000000 at 0xa0008090
[28029.606506] PUF Read:0x10000000 at 0xa0008094
[28029.606506] PUF Read:0x00410001 at 0xa0008098
[28029.606506] PUF Read:0x00000000 at 0xa000809c
[28029.606567] PUF Read:0x00000000 at 0xa00080a0
[28029.606567] PUF Read:0x00010000 at 0xa00080a4
[28029.606628] PUF Read:0x00010001 at 0xa00080a8
[28029.606658] PUF Read:0x00000040 at 0xa00080ac
[28029.606658] PUF Read:0x04000000 at 0xa00080b0
[28029.606658] PUF Read:0x00000000 at 0xa00080b4
[28029.606658] PUF Read:0x00004000 at 0xa00080b8
[28029.606658] PUF Read:0x00000000 at 0xa00080bc
[28029.606658] PUF Read:0x00000400 at 0xa00080c0
[28029.606811] PUF Read:0x00000000 at 0xa00080c4
[28029.606842] PUF Read:0x10100000 at 0xa00080c8
[28029.606842] PUF Read:0x01000000 at 0xa00080cc
[28029.606842] PUF Read:0x40045000 at 0xa00080d0
[28029.606903] PUF Read:0x00000000 at 0xa00080d4
[28029.606903] PUF Read:0x00001000 at 0xa00080d8
[28029.606964] PUF Read:0x00000000 at 0xa00080dc
[28029.606994] PUF Read:0x01000000 at 0xa00080e0
[28029.606994] PUF Read:0x00000000 at 0xa00080e4
[28029.606994] PUF Read:0x00000000 at 0xa00080e8
[28029.607055] PUF Read:0x00000101 at 0xa00080ec
[28029.607055] PUF Read:0x00000000 at 0xa00080f0
[28029.607116] PUF Read:0x00000000 at 0xa00080f4
[28029.607147] PUF Read:0x00000100 at 0xa00080f8
[28029.607147] PUF Read:0x00000000 at 0xa00080fc
[28029.607147] PUF Read:0x00000000 at 0xa0008100
[28029.607208] PUF Read:0x00000000 at 0xa0008104
[28029.607208] PUF Read:0x00000000 at 0xa0008108
[28029.607269] PUF Read:0x00100100 at 0xa000810c
[28029.607299] PUF Read:0x00000000 at 0xa0008110
[28029.607299] PUF Read:0x00400000 at 0xa0008114
[28029.607299] PUF Read:0x00000000 at 0xa0008118
[28029.607299] PUF Read:0x00000000 at 0xa000811c
[28029.607299] PUF Read:0x01000000 at 0xa0008120
[28029.607299] PUF Read:0x00000400 at 0xa0008124
[28029.607452] PUF Read:0x00000041 at 0xa0008128
[28029.607452] PUF Read:0x00000000 at 0xa000812c
[28029.607452] PUF Read:0x00000000 at 0xa0008130
[28029.607452] PUF Read:0x00000000 at 0xa0008134
[28029.607452] PUF Read:0x00010000 at 0xa0008138
[28029.607452] PUF Read:0x00000000 at 0xa000813c
[28029.607604] PUF Read:0x40000400 at 0xa0008140
[28029.607604] PUF Read:0x00010040 at 0xa0008144
[28029.607604] PUF Read:0x00100400 at 0xa0008148
[28029.607604] PUF Read:0x00000000 at 0xa000814c
[28029.607604] PUF Read:0x00000000 at 0xa0008150
[28029.607604] PUF Read:0x00000000 at 0xa0008154
[28029.607757] PUF Read:0x00000000 at 0xa0008158
[28029.607757] PUF Read:0x01100040 at 0xa000815c
[28029.607757] PUF Read:0x00001000 at 0xa0008160
[28029.607757] PUF Read:0x00000000 at 0xa0008164
[28029.607849] PUF Read:0x04000000 at 0xa0008168
[28029.607849] PUF Read:0x00400000 at 0xa000816c
[28029.607910] PUF Read:0x00000000 at 0xa0008170
[28029.607940] PUF Read:0x00100000 at 0xa0008174
[28029.607940] PUF Read:0x00000000 at 0xa0008178
[28029.607940] PUF Read:0x00004000 at 0xa000817c
[28029.608001] PUF Read:0x00000000 at 0xa0008180
[28029.608001] PUF Read:0x00000000 at 0xa0008184
[28029.608062] PUF Read:0x00040000 at 0xa0008188
[28029.608093] PUF Read:0x00000440 at 0xa000818c
[28029.608093] PUF Read:0x00000000 at 0xa0008190
[28029.608093] PUF Read:0x40000000 at 0xa0008194
[28029.608154] PUF Read:0x00000104 at 0xa0008198
[28029.608154] PUF Read:0x00000000 at 0xa000819c
