[42279.049835] [i] Total hammer attempts per row: 506507
[42279.049865] EMIF 2 REG Write 0x00000618 at 0x4d000010
[42279.049865] EMIF 2 REG Read 0x00000618 at 0x4d000010
[42279.049896] EMIF 2 REG Write 0x00000618 at 0x4d000014
[42279.049896] EMIF 2 REG Read 0x00000618 at 0x4d000014
[42279.049926] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[42279.049926] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[42279.049957] Temp polling alert enabled
[42279.049957] Refresh enabled at EMIF2
[42279.049957] [i] Starting PUF read-out
[42279.049987] [i] Single-Sided Rowhammer (SSRH)
[42279.049987] PUF Read:0x00000010 at 0xa0008000
[42279.049987] PUF Read:0x00000000 at 0xa0008004
[42279.050048] PUF Read:0x00000000 at 0xa0008008
[42279.050079] PUF Read:0x00000000 at 0xa000800c
[42279.050079] PUF Read:0x00000000 at 0xa0008010
[42279.050079] PUF Read:0x00000100 at 0xa0008014
[42279.050079] PUF Read:0x00000000 at 0xa0008018
[42279.050170] PUF Read:0x00000000 at 0xa000801c
[42279.050170] PUF Read:0x00000000 at 0xa0008020
[42279.050231] PUF Read:0x40004000 at 0xa0008024
[42279.050262] PUF Read:0x00004000 at 0xa0008028
[42279.050262] PUF Read:0x00000010 at 0xa000802c
[42279.050262] PUF Read:0x40000000 at 0xa0008030
[42279.050262] PUF Read:0x04000000 at 0xa0008034
[42279.050262] PUF Read:0x00004000 at 0xa0008038
[42279.050262] PUF Read:0x00000000 at 0xa000803c
[42279.050415] PUF Read:0x00000001 at 0xa0008040
[42279.050445] PUF Read:0x00004000 at 0xa0008044
[42279.050445] PUF Read:0x00000000 at 0xa0008048
[42279.050445] PUF Read:0x00000001 at 0xa000804c
[42279.050506] PUF Read:0x00000000 at 0xa0008050
[42279.050506] PUF Read:0x00000000 at 0xa0008054
[42279.050567] PUF Read:0x00000000 at 0xa0008058
[42279.050598] PUF Read:0x00000000 at 0xa000805c
[42279.050598] PUF Read:0x00000000 at 0xa0008060
[42279.050598] PUF Read:0x00100000 at 0xa0008064
[42279.050659] PUF Read:0x00000000 at 0xa0008068
[42279.050659] PUF Read:0x00000000 at 0xa000806c
[42279.050720] PUF Read:0x00000000 at 0xa0008070
