[18172.119659] [i] Total hammer attempts per row: 253311
[18172.119659] EMIF 2 REG Write 0x00000618 at 0x4d000010
[18172.119659] EMIF 2 REG Read 0x00000618 at 0x4d000010
[18172.119750] EMIF 2 REG Write 0x00000618 at 0x4d000014
[18172.119750] EMIF 2 REG Read 0x00000618 at 0x4d000014
[18172.119781] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[18172.119781] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[18172.119812] Temp polling alert enabled
[18172.119812] Refresh enabled at EMIF2
[18172.119812] [i] Starting PUF read-out
[18172.119842] [i] Single-Sided Rowhammer (SSRH)
[18172.119842] PUF Read:0x00000000 at 0xa0008000
[18172.119842] PUF Read:0x00000000 at 0xa0008004
[18172.119842] PUF Read:0x00000000 at 0xa0008008
[18172.119934] PUF Read:0x00000000 at 0xa000800c
[18172.119964] PUF Read:0x00000000 at 0xa0008010
[18172.119964] PUF Read:0x00000100 at 0xa0008014
[18172.119964] PUF Read:0x00000000 at 0xa0008018
[18172.120025] PUF Read:0x00000000 at 0xa000801c
[18172.120025] PUF Read:0x00000000 at 0xa0008020
[18172.120025] PUF Read:0x40004000 at 0xa0008024
[18172.120117] PUF Read:0x00000000 at 0xa0008028
[18172.120117] PUF Read:0x00000000 at 0xa000802c
[18172.120117] PUF Read:0x00000000 at 0xa0008030
[18172.120117] PUF Read:0x00000000 at 0xa0008034
[18172.120208] PUF Read:0x00004000 at 0xa0008038
[18172.120208] PUF Read:0x00000000 at 0xa000803c
[18172.120269] PUF Read:0x00000001 at 0xa0008040
[18172.120300] PUF Read:0x00004000 at 0xa0008044
[18172.120300] PUF Read:0x00000000 at 0xa0008048
[18172.120300] PUF Read:0x00000000 at 0xa000804c
[18172.120361] PUF Read:0x00000000 at 0xa0008050
[18172.120361] PUF Read:0x00000000 at 0xa0008054
[18172.120422] PUF Read:0x00000000 at 0xa0008058
[18172.120452] PUF Read:0x00000000 at 0xa000805c
[18172.120452] PUF Read:0x00000000 at 0xa0008060
[18172.120452] PUF Read:0x00000000 at 0xa0008064
[18172.120452] PUF Read:0x00000000 at 0xa0008068
[18172.120544] PUF Read:0x00000000 at 0xa000806c
