[ 7654.697784] [i] Total hammer attempts per row: 506676
[ 7654.699157] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 7654.699188] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 7654.699188] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 7654.699218] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 7654.699218] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 7654.699218] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 7654.699249] Temp polling alert enabled
[ 7654.699249] Refresh enabled at EMIF2
[ 7654.699249] [i] Starting PUF read-out
[ 7654.699279] [i] Single-Sided Rowhammer (SSRH)
[ 7654.699279] PUF Read:0x00000010 at 0xa0008000
[ 7654.699279] PUF Read:0x00000400 at 0xa0008004
[ 7654.699279] PUF Read:0x00000000 at 0xa0008008
[ 7654.699279] PUF Read:0x00000000 at 0xa000800c
[ 7654.699401] PUF Read:0x00000000 at 0xa0008010
[ 7654.699401] PUF Read:0x00000100 at 0xa0008014
[ 7654.699401] PUF Read:0x00000000 at 0xa0008018
[ 7654.699401] PUF Read:0x10400100 at 0xa000801c
[ 7654.699493] PUF Read:0x00000000 at 0xa0008020
[ 7654.699493] PUF Read:0x40004000 at 0xa0008024
[ 7654.699554] PUF Read:0x00004000 at 0xa0008028
[ 7654.699584] PUF Read:0x00000010 at 0xa000802c
[ 7654.699584] PUF Read:0x40000000 at 0xa0008030
[ 7654.699584] PUF Read:0x04000000 at 0xa0008034
[ 7654.699645] PUF Read:0x00004000 at 0xa0008038
[ 7654.699645] PUF Read:0x00000000 at 0xa000803c
[ 7654.699645] PUF Read:0x00000001 at 0xa0008040
[ 7654.699737] PUF Read:0x00004000 at 0xa0008044
[ 7654.699737] PUF Read:0x00000010 at 0xa0008048
[ 7654.699737] PUF Read:0x00000001 at 0xa000804c
[ 7654.699737] PUF Read:0x00000000 at 0xa0008050
[ 7654.699737] PUF Read:0x00000000 at 0xa0008054
[ 7654.699737] PUF Read:0x00000000 at 0xa0008058
[ 7654.699890] PUF Read:0x00000000 at 0xa000805c
[ 7654.699890] PUF Read:0x00000000 at 0xa0008060
[ 7654.699890] PUF Read:0x00100000 at 0xa0008064
[ 7654.699890] PUF Read:0x00000000 at 0xa0008068
[ 7654.699890] PUF Read:0x00000000 at 0xa000806c
[ 7654.699890] PUF Read:0x00000000 at 0xa0008070
[ 7654.700042] PUF Read:0x00000000 at 0xa0008074
[ 7654.700042] PUF Read:0x00000000 at 0xa0008078
[ 7654.700042] PUF Read:0x00010000 at 0xa000807c
[ 7654.700042] PUF Read:0x00010000 at 0xa0008080
[ 7654.700042] PUF Read:0x00000000 at 0xa0008084
[ 7654.700042] PUF Read:0x00000000 at 0xa0008088
[ 7654.700195] PUF Read:0x00000000 at 0xa000808c
[ 7654.700195] PUF Read:0x00000000 at 0xa0008090
[ 7654.700195] PUF Read:0x10000000 at 0xa0008094
[ 7654.700195] PUF Read:0x00410001 at 0xa0008098
[ 7654.700195] PUF Read:0x00000000 at 0xa000809c
[ 7654.700317] PUF Read:0x00000000 at 0xa00080a0
[ 7654.700347] PUF Read:0x00010000 at 0xa00080a4
[ 7654.700347] PUF Read:0x00000001 at 0xa00080a8
[ 7654.700408] PUF Read:0x00000040 at 0xa00080ac
[ 7654.700408] PUF Read:0x00000000 at 0xa00080b0
[ 7654.700408] PUF Read:0x00000000 at 0xa00080b4
[ 7654.700469] PUF Read:0x00004000 at 0xa00080b8
[ 7654.700500] PUF Read:0x00000000 at 0xa00080bc
[ 7654.700500] PUF Read:0x00000400 at 0xa00080c0
[ 7654.700500] PUF Read:0x00000000 at 0xa00080c4
[ 7654.700561] PUF Read:0x10100000 at 0xa00080c8
[ 7654.700561] PUF Read:0x01000000 at 0xa00080cc
[ 7654.700622] PUF Read:0x40045000 at 0xa00080d0
[ 7654.700653] PUF Read:0x00000000 at 0xa00080d4
[ 7654.700653] PUF Read:0x00001000 at 0xa00080d8
[ 7654.700714] PUF Read:0x00000000 at 0xa00080dc
[ 7654.700714] PUF Read:0x01000000 at 0xa00080e0
[ 7654.700714] PUF Read:0x00000000 at 0xa00080e4
[ 7654.700775] PUF Read:0x00000000 at 0xa00080e8
[ 7654.700805] PUF Read:0x00000001 at 0xa00080ec
[ 7654.700805] PUF Read:0x00000000 at 0xa00080f0
[ 7654.700805] PUF Read:0x00000000 at 0xa00080f4
[ 7654.700866] PUF Read:0x00000100 at 0xa00080f8
[ 7654.700866] PUF Read:0x00000000 at 0xa00080fc
[ 7654.700866] PUF Read:0x00000000 at 0xa0008100
[ 7654.700958] PUF Read:0x00000000 at 0xa0008104
[ 7654.700988] PUF Read:0x00000000 at 0xa0008108
[ 7654.700988] PUF Read:0x00100000 at 0xa000810c
[ 7654.700988] PUF Read:0x00000000 at 0xa0008110
[ 7654.701049] PUF Read:0x00400000 at 0xa0008114
[ 7654.701049] PUF Read:0x00000000 at 0xa0008118
[ 7654.701110] PUF Read:0x00000000 at 0xa000811c
[ 7654.701141] PUF Read:0x01000000 at 0xa0008120
[ 7654.701141] PUF Read:0x00000400 at 0xa0008124
[ 7654.701141] PUF Read:0x00000040 at 0xa0008128
[ 7654.701202] PUF Read:0x00000000 at 0xa000812c
[ 7654.701202] PUF Read:0x00000000 at 0xa0008130
[ 7654.701263] PUF Read:0x00000000 at 0xa0008134
[ 7654.701293] PUF Read:0x00010000 at 0xa0008138
[ 7654.701293] PUF Read:0x00000000 at 0xa000813c
[ 7654.701293] PUF Read:0x40000400 at 0xa0008140
[ 7654.701354] PUF Read:0x00000000 at 0xa0008144
[ 7654.701354] PUF Read:0x00100400 at 0xa0008148
[ 7654.701416] PUF Read:0x00000000 at 0xa000814c
[ 7654.701446] PUF Read:0x00000000 at 0xa0008150
[ 7654.701446] PUF Read:0x00000000 at 0xa0008154
[ 7654.701446] PUF Read:0x00000000 at 0xa0008158
[ 7654.701507] PUF Read:0x00100040 at 0xa000815c
[ 7654.701507] PUF Read:0x00001000 at 0xa0008160
[ 7654.701507] PUF Read:0x00000000 at 0xa0008164
[ 7654.701599] PUF Read:0x04000000 at 0xa0008168
[ 7654.701599] PUF Read:0x00400000 at 0xa000816c
[ 7654.701599] PUF Read:0x00000000 at 0xa0008170
[ 7654.701599] PUF Read:0x00100000 at 0xa0008174
[ 7654.701599] PUF Read:0x00000000 at 0xa0008178
[ 7654.701599] PUF Read:0x00004000 at 0xa000817c
[ 7654.701751] PUF Read:0x00000000 at 0xa0008180
[ 7654.701751] PUF Read:0x00000000 at 0xa0008184
[ 7654.701751] PUF Read:0x00040000 at 0xa0008188
[ 7654.701751] PUF Read:0x00000440 at 0xa000818c
[ 7654.701751] PUF Read:0x00000000 at 0xa0008190
[ 7654.701751] PUF Read:0x40000000 at 0xa0008194
[ 7654.701904] PUF Read:0x00000004 at 0xa0008198
[ 7654.701904] PUF Read:0x00000000 at 0xa000819c
[ 7654.701904] PUF Read:0x00000000 at 0xa00081a0
[ 7654.701904] PUF Read:0x00000000 at 0xa00081a4
[ 7654.701904] PUF Read:0x00000000 at 0xa00081a8
[ 7654.701904] PUF Read:0x00000040 at 0xa00081ac
[ 7654.702056] PUF Read:0x00410000 at 0xa00081b0
[ 7654.702056] PUF Read:0x00100000 at 0xa00081b4
[ 7654.702056] PUF Read:0x00004000 at 0xa00081b8
[ 7654.702056] PUF Read:0x00100000 at 0xa00081bc
[ 7654.702148] PUF Read:0x00000000 at 0xa00081c0
[ 7654.702148] PUF Read:0x00000004 at 0xa00081c4
[ 7654.702209] PUF Read:0x00000000 at 0xa00081c8
[ 7654.702239] PUF Read:0x00010000 at 0xa00081cc
[ 7654.702239] PUF Read:0x10000000 at 0xa00081d0
[ 7654.702239] PUF Read:0x00000000 at 0xa00081d4
[ 7654.702301] PUF Read:0x10000000 at 0xa00081d8
[ 7654.702301] PUF Read:0x00004000 at 0xa00081dc
[ 7654.702362] PUF Read:0x00000000 at 0xa00081e0
[ 7654.702392] PUF Read:0x00000040 at 0xa00081e4
[ 7654.702392] PUF Read:0x00000000 at 0xa00081e8
[ 7654.702392] PUF Read:0x00000010 at 0xa00081ec
[ 7654.702453] PUF Read:0x00000001 at 0xa00081f0
[ 7654.702453] PUF Read:0x00010400 at 0xa00081f4
[ 7654.702514] PUF Read:0x00000000 at 0xa00081f8
[ 7654.702545] PUF Read:0x00000040 at 0xa00081fc
[ 7654.702545] PUF Read:0x00000000 at 0xa0008200
[ 7654.702545] PUF Read:0x00000000 at 0xa0008204
[ 7654.702606] PUF Read:0x00000010 at 0xa0008208
[ 7654.702606] PUF Read:0x00000000 at 0xa000820c
[ 7654.702667] PUF Read:0x00400000 at 0xa0008210
[ 7654.702697] PUF Read:0x00000000 at 0xa0008214
[ 7654.702697] PUF Read:0x00000400 at 0xa0008218
[ 7654.702758] PUF Read:0x00000000 at 0xa000821c
[ 7654.702758] PUF Read:0x00000000 at 0xa0008220
[ 7654.702758] PUF Read:0x00100000 at 0xa0008224
[ 7654.702758] PUF Read:0x00000000 at 0xa0008228
[ 7654.702850] PUF Read:0x00000000 at 0xa000822c
