[30014.745208] [i] Total hammer attempts per row: 506585
[30014.745208] EMIF 2 REG Write 0x00000618 at 0x4d000010
[30014.745208] EMIF 2 REG Read 0x00000618 at 0x4d000010
[30014.745269] EMIF 2 REG Write 0x00000618 at 0x4d000014
[30014.745269] EMIF 2 REG Read 0x00000618 at 0x4d000014
[30014.745300] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[30014.745300] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[30014.745300] Temp polling alert enabled
[30014.745330] Refresh enabled at EMIF2
[30014.745330] [i] Starting PUF read-out
[30014.745330] [i] Single-Sided Rowhammer (SSRH)
[30014.745361] PUF Read:0x00000010 at 0xa0008000
[30014.745361] PUF Read:0x00000400 at 0xa0008004
[30014.745361] PUF Read:0x00000000 at 0xa0008008
[30014.745361] PUF Read:0x00000000 at 0xa000800c
[30014.745452] PUF Read:0x00000000 at 0xa0008010
[30014.745452] PUF Read:0x00000100 at 0xa0008014
[30014.745513] PUF Read:0x00000000 at 0xa0008018
[30014.745544] PUF Read:0x10400100 at 0xa000801c
[30014.745544] PUF Read:0x40000000 at 0xa0008020
[30014.745544] PUF Read:0x40004000 at 0xa0008024
[30014.745544] PUF Read:0x00004000 at 0xa0008028
[30014.745635] PUF Read:0x00000010 at 0xa000802c
[30014.745635] PUF Read:0x40000000 at 0xa0008030
[30014.745697] PUF Read:0x04000000 at 0xa0008034
[30014.745727] PUF Read:0x00004000 at 0xa0008038
[30014.745727] PUF Read:0x00000000 at 0xa000803c
[30014.745727] PUF Read:0x00000001 at 0xa0008040
[30014.745788] PUF Read:0x00004000 at 0xa0008044
[30014.745788] PUF Read:0x00000010 at 0xa0008048
[30014.745849] PUF Read:0x00000001 at 0xa000804c
[30014.745880] PUF Read:0x00000000 at 0xa0008050
[30014.745880] PUF Read:0x00000000 at 0xa0008054
[30014.745880] PUF Read:0x00000000 at 0xa0008058
[30014.745941] PUF Read:0x00000000 at 0xa000805c
[30014.745941] PUF Read:0x00000000 at 0xa0008060
[30014.746002] PUF Read:0x00100000 at 0xa0008064
[30014.746032] PUF Read:0x00000000 at 0xa0008068
[30014.746032] PUF Read:0x00000000 at 0xa000806c
[30014.746032] PUF Read:0x00000000 at 0xa0008070
[30014.746093] PUF Read:0x00000000 at 0xa0008074
[30014.746093] PUF Read:0x00000000 at 0xa0008078
[30014.746093] PUF Read:0x00010000 at 0xa000807c
[30014.746185] PUF Read:0x00010001 at 0xa0008080
[30014.746215] PUF Read:0x00000000 at 0xa0008084
[30014.746215] PUF Read:0x00000000 at 0xa0008088
[30014.746215] PUF Read:0x00000000 at 0xa000808c
[30014.746276] PUF Read:0x00000000 at 0xa0008090
[30014.746276] PUF Read:0x10000000 at 0xa0008094
[30014.746337] PUF Read:0x00410001 at 0xa0008098
[30014.746368] PUF Read:0x00000000 at 0xa000809c
[30014.746368] PUF Read:0x00000000 at 0xa00080a0
[30014.746368] PUF Read:0x00010000 at 0xa00080a4
[30014.746368] PUF Read:0x00000001 at 0xa00080a8
[30014.746368] PUF Read:0x00000040 at 0xa00080ac
[30014.746368] PUF Read:0x00000000 at 0xa00080b0
[30014.746520] PUF Read:0x00000000 at 0xa00080b4
[30014.746520] PUF Read:0x00004000 at 0xa00080b8
[30014.746520] PUF Read:0x00000000 at 0xa00080bc
[30014.746520] PUF Read:0x00000400 at 0xa00080c0
[30014.746520] PUF Read:0x00000000 at 0xa00080c4
[30014.746520] PUF Read:0x10100000 at 0xa00080c8
[30014.746673] PUF Read:0x01000000 at 0xa00080cc
[30014.746673] PUF Read:0x40045000 at 0xa00080d0
[30014.746673] PUF Read:0x00000000 at 0xa00080d4
[30014.746673] PUF Read:0x00001000 at 0xa00080d8
[30014.746673] PUF Read:0x00000000 at 0xa00080dc
[30014.746673] PUF Read:0x01000000 at 0xa00080e0
[30014.746826] PUF Read:0x00000000 at 0xa00080e4
[30014.746826] PUF Read:0x00000000 at 0xa00080e8
[30014.746826] PUF Read:0x00000001 at 0xa00080ec
[30014.746826] PUF Read:0x00000000 at 0xa00080f0
[30014.746826] PUF Read:0x00000000 at 0xa00080f4
[30014.746826] PUF Read:0x00000100 at 0xa00080f8
[30014.746978] PUF Read:0x00000000 at 0xa00080fc
[30014.746978] PUF Read:0x00000000 at 0xa0008100
[30014.746978] PUF Read:0x00000000 at 0xa0008104
[30014.746978] PUF Read:0x00000000 at 0xa0008108
[30014.746978] PUF Read:0x00100100 at 0xa000810c
[30014.746978] PUF Read:0x00000000 at 0xa0008110
[30014.747131] PUF Read:0x00400000 at 0xa0008114
[30014.747161] PUF Read:0x00000000 at 0xa0008118
[30014.747161] PUF Read:0x00000000 at 0xa000811c
[30014.747161] PUF Read:0x01000000 at 0xa0008120
[30014.747222] PUF Read:0x00000400 at 0xa0008124
[30014.747222] PUF Read:0x00000040 at 0xa0008128
[30014.747283] PUF Read:0x00000000 at 0xa000812c
[30014.747314] PUF Read:0x00000000 at 0xa0008130
[30014.747314] PUF Read:0x00000000 at 0xa0008134
[30014.747314] PUF Read:0x00010000 at 0xa0008138
[30014.747375] PUF Read:0x00000000 at 0xa000813c
[30014.747375] PUF Read:0x40000400 at 0xa0008140
[30014.747436] PUF Read:0x00000040 at 0xa0008144
[30014.747467] PUF Read:0x00100400 at 0xa0008148
[30014.747467] PUF Read:0x00000000 at 0xa000814c
[30014.747467] PUF Read:0x00000000 at 0xa0008150
[30014.747528] PUF Read:0x00000000 at 0xa0008154
[30014.747528] PUF Read:0x00000000 at 0xa0008158
[30014.747589] PUF Read:0x00100040 at 0xa000815c
[30014.747619] PUF Read:0x00001000 at 0xa0008160
[30014.747619] PUF Read:0x00000000 at 0xa0008164
[30014.747619] PUF Read:0x04000000 at 0xa0008168
[30014.747680] PUF Read:0x00400000 at 0xa000816c
[30014.747711] PUF Read:0x00000000 at 0xa0008170
[30014.747711] PUF Read:0x00100000 at 0xa0008174
[30014.747772] PUF Read:0x00000000 at 0xa0008178
[30014.747802] PUF Read:0x00004000 at 0xa000817c
[30014.747802] PUF Read:0x00000000 at 0xa0008180
[30014.747802] PUF Read:0x00000000 at 0xa0008184
[30014.747863] PUF Read:0x00040000 at 0xa0008188
[30014.747863] PUF Read:0x00000440 at 0xa000818c
[30014.747924] PUF Read:0x00000000 at 0xa0008190
[30014.747955] PUF Read:0x40000000 at 0xa0008194
[30014.747955] PUF Read:0x00000004 at 0xa0008198
[30014.747955] PUF Read:0x00000000 at 0xa000819c
[30014.748016] PUF Read:0x00000000 at 0xa00081a0
[30014.748016] PUF Read:0x00000000 at 0xa00081a4
[30014.748077] PUF Read:0x00000000 at 0xa00081a8
[30014.748107] PUF Read:0x00000040 at 0xa00081ac
[30014.748107] PUF Read:0x00410000 at 0xa00081b0
[30014.748107] PUF Read:0x00100000 at 0xa00081b4
[30014.748168] PUF Read:0x00004000 at 0xa00081b8
[30014.748168] PUF Read:0x00100000 at 0xa00081bc
[30014.748229] PUF Read:0x00000000 at 0xa00081c0
[30014.748260] PUF Read:0x00000004 at 0xa00081c4
[30014.748260] PUF Read:0x00000000 at 0xa00081c8
[30014.748260] PUF Read:0x00010000 at 0xa00081cc
[30014.748321] PUF Read:0x10000000 at 0xa00081d0
[30014.748321] PUF Read:0x00000000 at 0xa00081d4
[30014.748382] PUF Read:0x10000000 at 0xa00081d8
[30014.748382] PUF Read:0x00004000 at 0xa00081dc
[30014.748382] PUF Read:0x00000000 at 0xa00081e0
[30014.748382] PUF Read:0x00000040 at 0xa00081e4
[30014.748382] PUF Read:0x00000000 at 0xa00081e8
[30014.748382] PUF Read:0x00000010 at 0xa00081ec
[30014.748535] PUF Read:0x00000001 at 0xa00081f0
[30014.748535] PUF Read:0x00010400 at 0xa00081f4
[30014.748535] PUF Read:0x00000000 at 0xa00081f8
[30014.748535] PUF Read:0x00000040 at 0xa00081fc
[30014.748535] PUF Read:0x00000000 at 0xa0008200
[30014.748535] PUF Read:0x00000000 at 0xa0008204
[30014.748687] PUF Read:0x00000010 at 0xa0008208
[30014.748687] PUF Read:0x00001000 at 0xa000820c
[30014.748687] PUF Read:0x00400000 at 0xa0008210
[30014.748687] PUF Read:0x00000000 at 0xa0008214
[30014.748687] PUF Read:0x00000400 at 0xa0008218
[30014.748687] PUF Read:0x00000000 at 0xa000821c
[30014.748840] PUF Read:0x00000000 at 0xa0008220
[30014.748840] PUF Read:0x00100000 at 0xa0008224
[30014.748840] PUF Read:0x00000000 at 0xa0008228
[30014.748840] PUF Read:0x00000000 at 0xa000822c
[30014.748840] PUF Read:0x00000500 at 0xa0008230
[30014.748840] PUF Read:0x00400000 at 0xa0008234
[30014.748992] PUF Read:0x00000000 at 0xa0008238
[30014.748992] PUF Read:0x00040400 at 0xa000823c
[30014.748992] PUF Read:0x01000004 at 0xa0008240
[30014.748992] PUF Read:0x00000000 at 0xa0008244
[30014.748992] PUF Read:0x00040000 at 0xa0008248
[30014.748992] PUF Read:0x00000000 at 0xa000824c
[30014.749145] PUF Read:0x04000000 at 0xa0008250
[30014.749145] PUF Read:0x00100000 at 0xa0008254
[30014.749145] PUF Read:0x00000000 at 0xa0008258
[30014.749237] PUF Read:0x04040000 at 0xa000825c
[30014.749237] PUF Read:0x00000000 at 0xa0008260
[30014.749237] PUF Read:0x00001010 at 0xa0008264
[30014.749298] PUF Read:0x00000400 at 0xa0008268
[30014.749328] PUF Read:0x40001000 at 0xa000826c
[30014.749328] PUF Read:0x00001000 at 0xa0008270
[30014.749389] PUF Read:0x00000000 at 0xa0008274
[30014.749389] PUF Read:0x00400040 at 0xa0008278
[30014.749389] PUF Read:0x00100000 at 0xa000827c
[30014.749389] PUF Read:0x40000000 at 0xa0008280
[30014.749481] PUF Read:0x00000000 at 0xa0008284
[30014.749481] PUF Read:0x00400000 at 0xa0008288
[30014.749542] PUF Read:0x00000000 at 0xa000828c
[30014.749542] PUF Read:0x00000000 at 0xa0008290
[30014.749542] PUF Read:0x00000000 at 0xa0008294
[30014.749603] PUF Read:0x00000000 at 0xa0008298
[30014.749633] PUF Read:0x00000000 at 0xa000829c
[30014.749633] PUF Read:0x00000000 at 0xa00082a0
[30014.749694] PUF Read:0x00001000 at 0xa00082a4
[30014.749694] PUF Read:0x00000000 at 0xa00082a8
[30014.749694] PUF Read:0x00000000 at 0xa00082ac
[30014.749755] PUF Read:0x00000000 at 0xa00082b0
[30014.749786] PUF Read:0x00000000 at 0xa00082b4
[30014.749786] PUF Read:0x00000040 at 0xa00082b8
[30014.749786] PUF Read:0x01000000 at 0xa00082bc
[30014.749847] PUF Read:0x10000000 at 0xa00082c0
[30014.749847] PUF Read:0x00000000 at 0xa00082c4
[30014.749908] PUF Read:0x10000000 at 0xa00082c8
[30014.749938] PUF Read:0x00000000 at 0xa00082cc
[30014.749938] PUF Read:0x00100000 at 0xa00082d0
[30014.749938] PUF Read:0x00000000 at 0xa00082d4
[30014.750000] PUF Read:0x40000000 at 0xa00082d8
[30014.750000] PUF Read:0x00004000 at 0xa00082dc
[30014.750061] PUF Read:0x00000000 at 0xa00082e0
[30014.750091] PUF Read:0x00000400 at 0xa00082e4
[30014.750091] PUF Read:0x00000100 at 0xa00082e8
[30014.750091] PUF Read:0x00000001 at 0xa00082ec
[30014.750152] PUF Read:0x00000001 at 0xa00082f0
[30014.750152] PUF Read:0x00000000 at 0xa00082f4
[30014.750213] PUF Read:0x00000000 at 0xa00082f8
[30014.750244] PUF Read:0x00000000 at 0xa00082fc
[30014.750244] PUF Read:0x00000100 at 0xa0008300
[30014.750244] PUF Read:0x00000000 at 0xa0008304
[30014.750305] PUF Read:0x00000000 at 0xa0008308
[30014.750305] PUF Read:0x00000000 at 0xa000830c
[30014.750366] PUF Read:0x00000000 at 0xa0008310
[30014.750396] PUF Read:0x00000010 at 0xa0008314
[30014.750396] PUF Read:0x01500000 at 0xa0008318
[30014.750396] PUF Read:0x10000000 at 0xa000831c
[30014.750457] PUF Read:0x00000000 at 0xa0008320
[30014.750457] PUF Read:0x00000100 at 0xa0008324
[30014.750518] PUF Read:0x00000000 at 0xa0008328
[30014.750549] PUF Read:0x00010000 at 0xa000832c
[30014.750549] PUF Read:0x00000004 at 0xa0008330
[30014.750549] PUF Read:0x00000100 at 0xa0008334
[30014.750610] PUF Read:0x00001000 at 0xa0008338
[30014.750610] PUF Read:0x00000000 at 0xa000833c
[30014.750671] PUF Read:0x10000100 at 0xa0008340
[30014.750701] PUF Read:0x00000001 at 0xa0008344
[30014.750701] PUF Read:0x00000000 at 0xa0008348
[30014.750701] PUF Read:0x00000100 at 0xa000834c
[30014.750701] PUF Read:0x00000000 at 0xa0008350
[30014.750701] PUF Read:0x00000000 at 0xa0008354
[30014.750701] PUF Read:0x00000000 at 0xa0008358
[30014.750854] PUF Read:0x00001000 at 0xa000835c
[30014.750854] PUF Read:0x00010000 at 0xa0008360
[30014.750854] PUF Read:0x00000040 at 0xa0008364
[30014.750854] PUF Read:0x04000000 at 0xa0008368
[30014.750946] PUF Read:0x00000400 at 0xa000836c
[30014.750946] PUF Read:0x00000000 at 0xa0008370
[30014.751007] PUF Read:0x00000000 at 0xa0008374
[30014.751007] PUF Read:0x40000000 at 0xa0008378
[30014.751007] PUF Read:0x00000000 at 0xa000837c
[30014.751007] PUF Read:0x00000000 at 0xa0008380
[30014.751007] PUF Read:0x00000000 at 0xa0008384
[30014.751007] PUF Read:0x00000004 at 0xa0008388
[30014.751159] PUF Read:0x00000000 at 0xa000838c
[30014.751159] PUF Read:0x00000001 at 0xa0008390
[30014.751159] PUF Read:0x00000100 at 0xa0008394
[30014.751159] PUF Read:0x10000000 at 0xa0008398
[30014.751251] PUF Read:0x00000004 at 0xa000839c
[30014.751251] PUF Read:0x00004000 at 0xa00083a0
[30014.751312] PUF Read:0x00000000 at 0xa00083a4
[30014.751342] PUF Read:0x40100000 at 0xa00083a8
[30014.751342] PUF Read:0x00001000 at 0xa00083ac
[30014.751342] PUF Read:0x00000000 at 0xa00083b0
[30014.751403] PUF Read:0x00000000 at 0xa00083b4
[30014.751403] PUF Read:0x00000000 at 0xa00083b8
[30014.751464] PUF Read:0x00000000 at 0xa00083bc
[30014.751464] PUF Read:0x00000040 at 0xa00083c0
[30014.751464] PUF Read:0x04000000 at 0xa00083c4
[30014.751464] PUF Read:0x00000000 at 0xa00083c8
[30014.751464] PUF Read:0x00000000 at 0xa00083cc
[30014.751464] PUF Read:0x00000000 at 0xa00083d0
[30014.751617] PUF Read:0x00010000 at 0xa00083d4
[30014.751617] PUF Read:0x00000000 at 0xa00083d8
[30014.751617] PUF Read:0x00000000 at 0xa00083dc
[30014.751617] PUF Read:0x00140004 at 0xa00083e0
[30014.751708] PUF Read:0x10000000 at 0xa00083e4
[30014.751708] PUF Read:0x04000000 at 0xa00083e8
[30014.751770] PUF Read:0x00000000 at 0xa00083ec
[30014.751800] PUF Read:0x00000400 at 0xa00083f0
[30014.751800] PUF Read:0x04000000 at 0xa00083f4
[30014.751800] PUF Read:0x00000004 at 0xa00083f8
[30014.751861] PUF Read:0x00044000 at 0xa00083fc
[30014.751861] PUF Read:0x00000440 at 0xa0010000
[30014.751922] PUF Read:0x00000000 at 0xa0010004
[30014.751953] PUF Read:0x00000000 at 0xa0010008
[30014.751953] PUF Read:0x00004000 at 0xa001000c
[30014.751953] PUF Read:0x00000000 at 0xa0010010
[30014.752014] PUF Read:0x01400000 at 0xa0010014
[30014.752014] PUF Read:0x01000000 at 0xa0010018
[30014.752075] PUF Read:0x04000000 at 0xa001001c
[30014.752105] PUF Read:0x00000100 at 0xa0010020
[30014.752105] PUF Read:0x04000000 at 0xa0010024
[30014.752105] PUF Read:0x00000000 at 0xa0010028
[30014.752166] PUF Read:0x00000000 at 0xa001002c
[30014.752166] PUF Read:0x00000000 at 0xa0010030
[30014.752227] PUF Read:0x00400040 at 0xa0010034
[30014.752258] PUF Read:0x00000004 at 0xa0010038
[30014.752258] PUF Read:0x00000000 at 0xa001003c
[30014.752258] PUF Read:0x00000000 at 0xa0010040
[30014.752258] PUF Read:0x04000010 at 0xa0010044
[30014.752349] PUF Read:0x00000000 at 0xa0010048
[30014.752349] PUF Read:0x41000000 at 0xa001004c
[30014.752410] PUF Read:0x00000000 at 0xa0010050
[30014.752441] PUF Read:0x00000000 at 0xa0010054
[30014.752471] PUF Read:0x00000000 at 0xa0010058
[30014.752471] PUF Read:0x00100400 at 0xa001005c
[30014.752471] PUF Read:0x00100000 at 0xa0010060
[30014.752563] PUF Read:0x00000000 at 0xa0010064
[30014.752563] PUF Read:0x00000000 at 0xa0010068
[30014.752624] PUF Read:0x00000000 at 0xa001006c
[30014.752655] PUF Read:0x00000000 at 0xa0010070
[30014.752655] PUF Read:0x00000000 at 0xa0010074
[30014.752655] PUF Read:0x00000040 at 0xa0010078
[30014.752716] PUF Read:0x00000000 at 0xa001007c
[30014.752716] PUF Read:0x00000100 at 0xa0010080
[30014.752777] PUF Read:0x00000100 at 0xa0010084
[30014.752807] PUF Read:0x00100000 at 0xa0010088
[30014.752807] PUF Read:0x00010000 at 0xa001008c
[30014.752807] PUF Read:0x00000000 at 0xa0010090
[30014.752868] PUF Read:0x00000000 at 0xa0010094
[30014.752868] PUF Read:0x00000000 at 0xa0010098
[30014.752929] PUF Read:0x00000000 at 0xa001009c
[30014.752960] PUF Read:0x00000000 at 0xa00100a0
[30014.752960] PUF Read:0x00000000 at 0xa00100a4
[30014.752960] PUF Read:0x00000000 at 0xa00100a8
[30014.753021] PUF Read:0x40000000 at 0xa00100ac
[30014.753021] PUF Read:0x04000000 at 0xa00100b0
[30014.753082] PUF Read:0x00000000 at 0xa00100b4
[30014.753112] PUF Read:0x00000000 at 0xa00100b8
[30014.753112] PUF Read:0x00000000 at 0xa00100bc
[30014.753112] PUF Read:0x00000000 at 0xa00100c0
[30014.753173] PUF Read:0x00000040 at 0xa00100c4
[30014.753173] PUF Read:0x00000000 at 0xa00100c8
[30014.753234] PUF Read:0x01000000 at 0xa00100cc
[30014.753265] PUF Read:0x00400100 at 0xa00100d0
[30014.753265] PUF Read:0x00000000 at 0xa00100d4
[30014.753326] PUF Read:0x00440000 at 0xa00100d8
[30014.753326] PUF Read:0x00000000 at 0xa00100dc
[30014.753326] PUF Read:0x00000000 at 0xa00100e0
[30014.753387] PUF Read:0x00004400 at 0xa00100e4
[30014.753417] PUF Read:0x00000000 at 0xa00100e8
[30014.753417] PUF Read:0x04000000 at 0xa00100ec
[30014.753417] PUF Read:0x00000000 at 0xa00100f0
[30014.753479] PUF Read:0x00000000 at 0xa00100f4
[30014.753479] PUF Read:0x00000000 at 0xa00100f8
[30014.753540] PUF Read:0x00050000 at 0xa00100fc
[30014.753570] PUF Read:0x00000000 at 0xa0010100
[30014.753570] PUF Read:0x10000000 at 0xa0010104
[30014.753570] PUF Read:0x00000000 at 0xa0010108
[30014.753631] PUF Read:0x04150000 at 0xa001010c
[30014.753631] PUF Read:0x00000001 at 0xa0010110
[30014.753692] PUF Read:0x00000000 at 0xa0010114
[30014.753723] PUF Read:0x00000000 at 0xa0010118
[30014.753723] PUF Read:0x10000400 at 0xa001011c
[30014.753723] PUF Read:0x04000000 at 0xa0010120
[30014.753784] PUF Read:0x00040000 at 0xa0010124
[30014.753784] PUF Read:0x00000000 at 0xa0010128
[30014.753784] PUF Read:0x00000000 at 0xa001012c
[30014.753875] PUF Read:0x00000000 at 0xa0010130
[30014.753906] PUF Read:0x10004000 at 0xa0010134
[30014.753906] PUF Read:0x10000000 at 0xa0010138
[30014.753906] PUF Read:0x00000000 at 0xa001013c
[30014.753906] PUF Read:0x04400000 at 0xa0010140
[30014.753906] PUF Read:0x00000001 at 0xa0010144
[30014.753906] PUF Read:0x00000000 at 0xa0010148
[30014.754058] PUF Read:0x00000000 at 0xa001014c
[30014.754089] PUF Read:0x00000000 at 0xa0010150
[30014.754089] PUF Read:0x00000000 at 0xa0010154
[30014.754089] PUF Read:0x00000000 at 0xa0010158
[30014.754150] PUF Read:0x00000000 at 0xa001015c
[30014.754150] PUF Read:0x00004000 at 0xa0010160
[30014.754211] PUF Read:0x00000000 at 0xa0010164
[30014.754211] PUF Read:0x00000000 at 0xa0010168
[30014.754211] PUF Read:0x00000100 at 0xa001016c
[30014.754211] PUF Read:0x00000040 at 0xa0010170
[30014.754211] PUF Read:0x04010400 at 0xa0010174
[30014.754211] PUF Read:0x01004000 at 0xa0010178
[30014.754364] PUF Read:0x00000000 at 0xa001017c
[30014.754394] PUF Read:0x00000000 at 0xa0010180
[30014.754394] PUF Read:0x00000100 at 0xa0010184
[30014.754394] PUF Read:0x00000000 at 0xa0010188
[30014.754455] PUF Read:0x00000000 at 0xa001018c
[30014.754455] PUF Read:0x01000000 at 0xa0010190
[30014.754516] PUF Read:0x00000000 at 0xa0010194
[30014.754547] PUF Read:0x00000000 at 0xa0010198
[30014.754547] PUF Read:0x00000000 at 0xa001019c
[30014.754547] PUF Read:0x00010000 at 0xa00101a0
[30014.754608] PUF Read:0x00000000 at 0xa00101a4
[30014.754608] PUF Read:0x00000000 at 0xa00101a8
[30014.754669] PUF Read:0x00000000 at 0xa00101ac
[30014.754699] PUF Read:0x40000000 at 0xa00101b0
[30014.754699] PUF Read:0x00500000 at 0xa00101b4
[30014.754699] PUF Read:0x00000000 at 0xa00101b8
[30014.754760] PUF Read:0x00000000 at 0xa00101bc
[30014.754760] PUF Read:0x00000000 at 0xa00101c0
[30014.754821] PUF Read:0x00000400 at 0xa00101c4
[30014.754852] PUF Read:0x00000000 at 0xa00101c8
[30014.754852] PUF Read:0x00000100 at 0xa00101cc
[30014.754852] PUF Read:0x00000000 at 0xa00101d0
[30014.754913] PUF Read:0x00000000 at 0xa00101d4
[30014.754913] PUF Read:0x00000100 at 0xa00101d8
[30014.754974] PUF Read:0x04000000 at 0xa00101dc
[30014.755004] PUF Read:0x00000001 at 0xa00101e0
[30014.755004] PUF Read:0x10000000 at 0xa00101e4
[30014.755004] PUF Read:0x40000000 at 0xa00101e8
[30014.755065] PUF Read:0x00000000 at 0xa00101ec
[30014.755065] PUF Read:0x10000000 at 0xa00101f0
[30014.755126] PUF Read:0x00000000 at 0xa00101f4
[30014.755157] PUF Read:0x04000000 at 0xa00101f8
[30014.755157] PUF Read:0x00000000 at 0xa00101fc
[30014.755157] PUF Read:0x00001000 at 0xa0010200
[30014.755218] PUF Read:0x00000000 at 0xa0010204
[30014.755218] PUF Read:0x00000000 at 0xa0010208
[30014.755279] PUF Read:0x00000004 at 0xa001020c
[30014.755310] PUF Read:0x00000000 at 0xa0010210
[30014.755310] PUF Read:0x00000100 at 0xa0010214
[30014.755310] PUF Read:0x00000000 at 0xa0010218
[30014.755371] PUF Read:0x00010000 at 0xa001021c
[30014.755401] PUF Read:0x00000040 at 0xa0010220
[30014.755401] PUF Read:0x00000000 at 0xa0010224
[30014.755462] PUF Read:0x00500000 at 0xa0010228
[30014.755493] PUF Read:0x00000000 at 0xa001022c
[30014.755493] PUF Read:0x00000000 at 0xa0010230
[30014.755493] PUF Read:0x00001000 at 0xa0010234
[30014.755554] PUF Read:0x00100000 at 0xa0010238
[30014.755554] PUF Read:0x00010000 at 0xa001023c
[30014.755615] PUF Read:0x00000000 at 0xa0010240
[30014.755645] PUF Read:0x00000000 at 0xa0010244
[30014.755645] PUF Read:0x00000000 at 0xa0010248
[30014.755645] PUF Read:0x01000000 at 0xa001024c
[30014.755706] PUF Read:0x00000000 at 0xa0010250
[30014.755706] PUF Read:0x00004000 at 0xa0010254
[30014.755767] PUF Read:0x00440000 at 0xa0010258
[30014.755798] PUF Read:0x00000000 at 0xa001025c
[30014.755798] PUF Read:0x00400000 at 0xa0010260
[30014.755859] PUF Read:0x14001040 at 0xa0010264
[30014.755859] PUF Read:0x00004000 at 0xa0010268
[30014.755859] PUF Read:0x00000000 at 0xa001026c
[30014.755920] PUF Read:0x00000410 at 0xa0010270
[30014.755950] PUF Read:0x00000000 at 0xa0010274
[30014.755950] PUF Read:0x00000001 at 0xa0010278
[30014.756011] PUF Read:0x00000100 at 0xa001027c
[30014.756011] PUF Read:0x00000000 at 0xa0010280
[30014.756011] PUF Read:0x00000100 at 0xa0010284
[30014.756072] PUF Read:0x00000000 at 0xa0010288
[30014.756103] PUF Read:0x00000000 at 0xa001028c
[30014.756103] PUF Read:0x00000000 at 0xa0010290
[30014.756103] PUF Read:0x00000000 at 0xa0010294
[30014.756164] PUF Read:0x00000000 at 0xa0010298
[30014.756164] PUF Read:0x00000000 at 0xa001029c
[30014.756225] PUF Read:0x00000000 at 0xa00102a0
[30014.756256] PUF Read:0x00000000 at 0xa00102a4
[30014.756256] PUF Read:0x04000000 at 0xa00102a8
[30014.756256] PUF Read:0x00000000 at 0xa00102ac
[30014.756317] PUF Read:0x01000000 at 0xa00102b0
[30014.756317] PUF Read:0x00000000 at 0xa00102b4
[30014.756378] PUF Read:0x01000000 at 0xa00102b8
[30014.756408] PUF Read:0x01000001 at 0xa00102bc
[30014.756408] PUF Read:0x00000000 at 0xa00102c0
[30014.756408] PUF Read:0x00100000 at 0xa00102c4
[30014.756408] PUF Read:0x00000000 at 0xa00102c8
[30014.756408] PUF Read:0x00000001 at 0xa00102cc
[30014.756408] PUF Read:0x00000000 at 0xa00102d0
[30014.756561] PUF Read:0x00000000 at 0xa00102d4
[30014.756561] PUF Read:0x00000000 at 0xa00102d8
