[ 6032.158782] [i] Total hammer attempts per row: 1637770
[ 6032.158782] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 6032.158782] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 6032.158843] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 6032.158843] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 6032.158874] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 6032.158874] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 6032.158905] Temp polling alert enabled
[ 6032.158905] Refresh enabled at EMIF2
[ 6032.158905] [i] Starting PUF read-out
[ 6032.158935] [i] Single-Sided Rowhammer (SSRH)
[ 6032.158935] PUF Read:0x00000010 at 0xa0008000
[ 6032.158935] PUF Read:0x00000400 at 0xa0008004
[ 6032.158935] PUF Read:0x00000000 at 0xa0008008
[ 6032.159027] PUF Read:0x00000000 at 0xa000800c
[ 6032.159057] PUF Read:0x00000000 at 0xa0008010
[ 6032.159057] PUF Read:0x00000100 at 0xa0008014
[ 6032.159057] PUF Read:0x00000000 at 0xa0008018
[ 6032.159118] PUF Read:0x10400100 at 0xa000801c
[ 6032.159118] PUF Read:0x40000000 at 0xa0008020
[ 6032.159118] PUF Read:0x40004000 at 0xa0008024
[ 6032.159210] PUF Read:0x00004000 at 0xa0008028
[ 6032.159210] PUF Read:0x00000010 at 0xa000802c
[ 6032.159210] PUF Read:0x40000000 at 0xa0008030
[ 6032.159210] PUF Read:0x04000000 at 0xa0008034
[ 6032.159301] PUF Read:0x00004000 at 0xa0008038
[ 6032.159301] PUF Read:0x00000000 at 0xa000803c
[ 6032.159362] PUF Read:0x00000001 at 0xa0008040
[ 6032.159393] PUF Read:0x00004000 at 0xa0008044
[ 6032.159393] PUF Read:0x00000010 at 0xa0008048
[ 6032.159454] PUF Read:0x00000001 at 0xa000804c
[ 6032.159454] PUF Read:0x00000000 at 0xa0008050
[ 6032.159454] PUF Read:0x00000000 at 0xa0008054
[ 6032.159454] PUF Read:0x00000000 at 0xa0008058
[ 6032.159545] PUF Read:0x00000000 at 0xa000805c
[ 6032.159545] PUF Read:0x00000000 at 0xa0008060
[ 6032.159545] PUF Read:0x00100000 at 0xa0008064
[ 6032.159545] PUF Read:0x00000000 at 0xa0008068
[ 6032.159545] PUF Read:0x00000000 at 0xa000806c
[ 6032.159545] PUF Read:0x00000000 at 0xa0008070
[ 6032.159698] PUF Read:0x00000000 at 0xa0008074
[ 6032.159698] PUF Read:0x00000000 at 0xa0008078
[ 6032.159698] PUF Read:0x00010000 at 0xa000807c
[ 6032.159698] PUF Read:0x00010000 at 0xa0008080
[ 6032.159698] PUF Read:0x00000000 at 0xa0008084
[ 6032.159698] PUF Read:0x00000000 at 0xa0008088
[ 6032.159851] PUF Read:0x00000000 at 0xa000808c
[ 6032.159851] PUF Read:0x00000000 at 0xa0008090
[ 6032.159851] PUF Read:0x10000000 at 0xa0008094
[ 6032.159851] PUF Read:0x00410001 at 0xa0008098
[ 6032.159851] PUF Read:0x00000000 at 0xa000809c
[ 6032.159851] PUF Read:0x00000000 at 0xa00080a0
[ 6032.159851] PUF Read:0x00010000 at 0xa00080a4
[ 6032.160034] PUF Read:0x00000001 at 0xa00080a8
[ 6032.160064] PUF Read:0x00000040 at 0xa00080ac
[ 6032.160064] PUF Read:0x00000000 at 0xa00080b0
[ 6032.160064] PUF Read:0x00000000 at 0xa00080b4
[ 6032.160125] PUF Read:0x00004000 at 0xa00080b8
[ 6032.160125] PUF Read:0x00000000 at 0xa00080bc
[ 6032.160186] PUF Read:0x00000400 at 0xa00080c0
[ 6032.160217] PUF Read:0x00000000 at 0xa00080c4
[ 6032.160217] PUF Read:0x10100000 at 0xa00080c8
[ 6032.160217] PUF Read:0x01000000 at 0xa00080cc
[ 6032.160278] PUF Read:0x40045000 at 0xa00080d0
