[ 8739.096343] [i] Total hammer attempts per row: 506663
[ 8739.096374] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 8739.096374] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 8739.096405] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 8739.096405] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 8739.096435] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 8739.096435] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 8739.096435] Temp polling alert enabled
[ 8739.096466] Refresh enabled at EMIF2
[ 8739.096466] [i] Starting PUF read-out
[ 8739.096466] [i] Single-Sided Rowhammer (SSRH)
[ 8739.096496] PUF Read:0x00000010 at 0xa0008000
[ 8739.096496] PUF Read:0x00000400 at 0xa0008004
[ 8739.096496] PUF Read:0x00000000 at 0xa0008008
[ 8739.096496] PUF Read:0x00000000 at 0xa000800c
[ 8739.096588] PUF Read:0x00000000 at 0xa0008010
[ 8739.096588] PUF Read:0x00000100 at 0xa0008014
[ 8739.096588] PUF Read:0x00000000 at 0xa0008018
[ 8739.096588] PUF Read:0x10000000 at 0xa000801c
[ 8739.096710] PUF Read:0x00000000 at 0xa0008020
[ 8739.096740] PUF Read:0x40004000 at 0xa0008024
[ 8739.096740] PUF Read:0x00004000 at 0xa0008028
[ 8739.096740] PUF Read:0x00000010 at 0xa000802c
[ 8739.096801] PUF Read:0x40000000 at 0xa0008030
[ 8739.096801] PUF Read:0x04000000 at 0xa0008034
[ 8739.096801] PUF Read:0x00004000 at 0xa0008038
[ 8739.096893] PUF Read:0x00000000 at 0xa000803c
[ 8739.096893] PUF Read:0x00000001 at 0xa0008040
[ 8739.096893] PUF Read:0x00004000 at 0xa0008044
[ 8739.096893] PUF Read:0x00000000 at 0xa0008048
[ 8739.096893] PUF Read:0x00000001 at 0xa000804c
[ 8739.096893] PUF Read:0x00000000 at 0xa0008050
[ 8739.097045] PUF Read:0x00000000 at 0xa0008054
[ 8739.097045] PUF Read:0x00000000 at 0xa0008058
[ 8739.097045] PUF Read:0x00000000 at 0xa000805c
[ 8739.097045] PUF Read:0x00000000 at 0xa0008060
[ 8739.097045] PUF Read:0x00000000 at 0xa0008064
[ 8739.097045] PUF Read:0x00000000 at 0xa0008068
[ 8739.097198] PUF Read:0x00000000 at 0xa000806c
[ 8739.097198] PUF Read:0x00000000 at 0xa0008070
[ 8739.097259] PUF Read:0x00000000 at 0xa0008074
[ 8739.097259] PUF Read:0x00000000 at 0xa0008078
[ 8739.097259] PUF Read:0x00010000 at 0xa000807c
[ 8739.097320] PUF Read:0x00010000 at 0xa0008080
[ 8739.097351] PUF Read:0x00000000 at 0xa0008084
[ 8739.097351] PUF Read:0x00000000 at 0xa0008088
[ 8739.097351] PUF Read:0x00000000 at 0xa000808c
[ 8739.097412] PUF Read:0x00000000 at 0xa0008090
[ 8739.097412] PUF Read:0x10000000 at 0xa0008094
[ 8739.097473] PUF Read:0x00410001 at 0xa0008098
[ 8739.097503] PUF Read:0x00000000 at 0xa000809c
[ 8739.097503] PUF Read:0x00000000 at 0xa00080a0
[ 8739.097503] PUF Read:0x00010000 at 0xa00080a4
[ 8739.097564] PUF Read:0x00000001 at 0xa00080a8
[ 8739.097564] PUF Read:0x00000040 at 0xa00080ac
[ 8739.097625] PUF Read:0x00000000 at 0xa00080b0
[ 8739.097656] PUF Read:0x00000000 at 0xa00080b4
[ 8739.097656] PUF Read:0x00004000 at 0xa00080b8
[ 8739.097656] PUF Read:0x00000000 at 0xa00080bc
[ 8739.097717] PUF Read:0x00000400 at 0xa00080c0
[ 8739.097717] PUF Read:0x00000000 at 0xa00080c4
[ 8739.097778] PUF Read:0x10000000 at 0xa00080c8
[ 8739.097808] PUF Read:0x01000000 at 0xa00080cc
[ 8739.097808] PUF Read:0x40045000 at 0xa00080d0
[ 8739.097808] PUF Read:0x00000000 at 0xa00080d4
[ 8739.097869] PUF Read:0x00001000 at 0xa00080d8
[ 8739.097869] PUF Read:0x00000000 at 0xa00080dc
[ 8739.097930] PUF Read:0x01000000 at 0xa00080e0
[ 8739.097961] PUF Read:0x00000000 at 0xa00080e4
[ 8739.097961] PUF Read:0x00000000 at 0xa00080e8
[ 8739.097961] PUF Read:0x00000001 at 0xa00080ec
[ 8739.097961] PUF Read:0x00000000 at 0xa00080f0
[ 8739.097961] PUF Read:0x00000000 at 0xa00080f4
[ 8739.098083] PUF Read:0x00000100 at 0xa00080f8
[ 8739.098083] PUF Read:0x00000000 at 0xa00080fc
[ 8739.098083] PUF Read:0x00000000 at 0xa0008100
[ 8739.098144] PUF Read:0x00000000 at 0xa0008104
[ 8739.098144] PUF Read:0x00000000 at 0xa0008108
[ 8739.098144] PUF Read:0x00100000 at 0xa000810c
[ 8739.098236] PUF Read:0x00000000 at 0xa0008110
[ 8739.098266] PUF Read:0x00400000 at 0xa0008114
[ 8739.098266] PUF Read:0x00000000 at 0xa0008118
[ 8739.098266] PUF Read:0x00000000 at 0xa000811c
[ 8739.098327] PUF Read:0x01000000 at 0xa0008120
[ 8739.098327] PUF Read:0x00000400 at 0xa0008124
[ 8739.098388] PUF Read:0x00000040 at 0xa0008128
[ 8739.098419] PUF Read:0x00000000 at 0xa000812c
[ 8739.098419] PUF Read:0x00000000 at 0xa0008130
[ 8739.098419] PUF Read:0x00000000 at 0xa0008134
[ 8739.098480] PUF Read:0x00010000 at 0xa0008138
[ 8739.098480] PUF Read:0x00000000 at 0xa000813c
[ 8739.098541] PUF Read:0x40000400 at 0xa0008140
[ 8739.098571] PUF Read:0x00000000 at 0xa0008144
[ 8739.098571] PUF Read:0x00100400 at 0xa0008148
[ 8739.098571] PUF Read:0x00000000 at 0xa000814c
[ 8739.098571] PUF Read:0x00000000 at 0xa0008150
[ 8739.098571] PUF Read:0x00000000 at 0xa0008154
[ 8739.098693] PUF Read:0x00000000 at 0xa0008158
[ 8739.098693] PUF Read:0x00100040 at 0xa000815c
[ 8739.098754] PUF Read:0x00001000 at 0xa0008160
[ 8739.098754] PUF Read:0x00000000 at 0xa0008164
[ 8739.098754] PUF Read:0x04000000 at 0xa0008168
[ 8739.098815] PUF Read:0x00400000 at 0xa000816c
[ 8739.098846] PUF Read:0x00000000 at 0xa0008170
[ 8739.098846] PUF Read:0x00100000 at 0xa0008174
[ 8739.098846] PUF Read:0x00000000 at 0xa0008178
[ 8739.098907] PUF Read:0x00004000 at 0xa000817c
[ 8739.098907] PUF Read:0x00000000 at 0xa0008180
[ 8739.098968] PUF Read:0x00000000 at 0xa0008184
[ 8739.098999] PUF Read:0x00040000 at 0xa0008188
[ 8739.098999] PUF Read:0x00000040 at 0xa000818c
[ 8739.098999] PUF Read:0x00000000 at 0xa0008190
[ 8739.099060] PUF Read:0x40000000 at 0xa0008194
[ 8739.099060] PUF Read:0x00000000 at 0xa0008198
[ 8739.099121] PUF Read:0x00000000 at 0xa000819c
[ 8739.099121] PUF Read:0x00000000 at 0xa00081a0
[ 8739.099121] PUF Read:0x00000000 at 0xa00081a4
[ 8739.099121] PUF Read:0x00000000 at 0xa00081a8
[ 8739.099121] PUF Read:0x00000040 at 0xa00081ac
[ 8739.099121] PUF Read:0x00410000 at 0xa00081b0
[ 8739.099273] PUF Read:0x00100000 at 0xa00081b4
[ 8739.099273] PUF Read:0x00004000 at 0xa00081b8
[ 8739.099273] PUF Read:0x00100000 at 0xa00081bc
[ 8739.099273] PUF Read:0x00000000 at 0xa00081c0
[ 8739.099273] PUF Read:0x00000004 at 0xa00081c4
[ 8739.099273] PUF Read:0x00000000 at 0xa00081c8
[ 8739.099426] PUF Read:0x00010000 at 0xa00081cc
[ 8739.099426] PUF Read:0x10000000 at 0xa00081d0
[ 8739.099426] PUF Read:0x00000000 at 0xa00081d4
[ 8739.099426] PUF Read:0x10000000 at 0xa00081d8
[ 8739.099426] PUF Read:0x00000000 at 0xa00081dc
[ 8739.099426] PUF Read:0x00000000 at 0xa00081e0
[ 8739.099578] PUF Read:0x00000040 at 0xa00081e4
[ 8739.099578] PUF Read:0x00000000 at 0xa00081e8
[ 8739.099639] PUF Read:0x00000010 at 0xa00081ec
[ 8739.099639] PUF Read:0x00000001 at 0xa00081f0
[ 8739.099639] PUF Read:0x00000400 at 0xa00081f4
[ 8739.099639] PUF Read:0x00000000 at 0xa00081f8
[ 8739.099731] PUF Read:0x00000040 at 0xa00081fc
[ 8739.099761] PUF Read:0x00000000 at 0xa0008200
[ 8739.099761] PUF Read:0x00000000 at 0xa0008204
[ 8739.099761] PUF Read:0x00000010 at 0xa0008208
[ 8739.099822] PUF Read:0x00000000 at 0xa000820c
[ 8739.099822] PUF Read:0x00000000 at 0xa0008210
[ 8739.099884] PUF Read:0x00000000 at 0xa0008214
[ 8739.099884] PUF Read:0x00000400 at 0xa0008218
[ 8739.099884] PUF Read:0x00000000 at 0xa000821c
[ 8739.099884] PUF Read:0x00000000 at 0xa0008220
