[ 5832.932281] [i] Total hammer attempts per row: 1636720
[ 5832.932312] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 5832.932312] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 5832.932342] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 5832.932342] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 5832.932373] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 5832.932373] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 5832.932373] Temp polling alert enabled
[ 5832.932403] Refresh enabled at EMIF2
[ 5832.932403] [i] Starting PUF read-out
[ 5832.932403] [i] Single-Sided Rowhammer (SSRH)
[ 5832.932434] PUF Read:0xffff7fff at 0xa0008000
[ 5832.932434] PUF Read:0xffffffff at 0xa0008004
[ 5832.932434] PUF Read:0xffffffff at 0xa0008008
[ 5832.932434] PUF Read:0xf7ffff7f at 0xa000800c
[ 5832.932434] PUF Read:0xffffffff at 0xa0008010
[ 5832.932556] PUF Read:0xdfffffff at 0xa0008014
[ 5832.932556] PUF Read:0xffff7fff at 0xa0008018
[ 5832.932617] PUF Read:0xfff5ffff at 0xa000801c
[ 5832.932647] PUF Read:0xffffffff at 0xa0008020
[ 5832.932647] PUF Read:0xffffffff at 0xa0008024
[ 5832.932647] PUF Read:0xffffffff at 0xa0008028
[ 5832.932708] PUF Read:0xffffffff at 0xa000802c
[ 5832.932708] PUF Read:0xfffffffd at 0xa0008030
[ 5832.932769] PUF Read:0xffffffff at 0xa0008034
[ 5832.932800] PUF Read:0xffffffff at 0xa0008038
[ 5832.932800] PUF Read:0xffffffff at 0xa000803c
[ 5832.932800] PUF Read:0xffffffff at 0xa0008040
[ 5832.932861] PUF Read:0xffffffff at 0xa0008044
[ 5832.932861] PUF Read:0xffffffff at 0xa0008048
[ 5832.932922] PUF Read:0xfffffffd at 0xa000804c
[ 5832.932952] PUF Read:0xf7ffffff at 0xa0008050
[ 5832.932952] PUF Read:0xfffffdff at 0xa0008054
[ 5832.932952] PUF Read:0xffffffdf at 0xa0008058
[ 5832.933013] PUF Read:0xffffffff at 0xa000805c
[ 5832.933013] PUF Read:0xffffffff at 0xa0008060
[ 5832.933074] PUF Read:0xffff7fff at 0xa0008064
[ 5832.933105] PUF Read:0xffffffff at 0xa0008068
[ 5832.933105] PUF Read:0xffffffff at 0xa000806c
[ 5832.933105] PUF Read:0xffffffff at 0xa0008070
[ 5832.933166] PUF Read:0xffffffff at 0xa0008074
[ 5832.933166] PUF Read:0xffffffff at 0xa0008078
[ 5832.933227] PUF Read:0xffffffff at 0xa000807c
[ 5832.933258] PUF Read:0xffffffff at 0xa0008080
[ 5832.933258] PUF Read:0xffffffff at 0xa0008084
[ 5832.933258] PUF Read:0xffffffff at 0xa0008088
[ 5832.933319] PUF Read:0xffffffff at 0xa000808c
[ 5832.933319] PUF Read:0xffffdfff at 0xa0008090
[ 5832.933380] PUF Read:0xffffffff at 0xa0008094
[ 5832.933410] PUF Read:0x7fffffff at 0xa0008098
[ 5832.933410] PUF Read:0xffffffff at 0xa000809c
[ 5832.933410] PUF Read:0xdfffff7f at 0xa00080a0
[ 5832.933471] PUF Read:0xffffffff at 0xa00080a4
[ 5832.933471] PUF Read:0xffdfffff at 0xa00080a8
[ 5832.933532] PUF Read:0xdfffdfff at 0xa00080ac
[ 5832.933563] PUF Read:0xffffffff at 0xa00080b0
[ 5832.933563] PUF Read:0x7f7fffff at 0xa00080b4
[ 5832.933563] PUF Read:0xffffffff at 0xa00080b8
[ 5832.933624] PUF Read:0xdfffffff at 0xa00080bc
[ 5832.933624] PUF Read:0xffffffff at 0xa00080c0
[ 5832.933685] PUF Read:0xffffffff at 0xa00080c4
[ 5832.933715] PUF Read:0xfff7ffff at 0xa00080c8
[ 5832.933715] PUF Read:0xffffffff at 0xa00080cc
[ 5832.933715] PUF Read:0xffffffff at 0xa00080d0
[ 5832.933776] PUF Read:0xffff7ffd at 0xa00080d4
[ 5832.933807] PUF Read:0xffff7fff at 0xa00080d8
[ 5832.933807] PUF Read:0xffffffff at 0xa00080dc
[ 5832.933868] PUF Read:0xffffffff at 0xa00080e0
[ 5832.933898] PUF Read:0xffffffff at 0xa00080e4
[ 5832.933898] PUF Read:0xffffffff at 0xa00080e8
[ 5832.933898] PUF Read:0xffffffff at 0xa00080ec
[ 5832.933898] PUF Read:0xdfffffff at 0xa00080f0
[ 5832.933898] PUF Read:0xffffffff at 0xa00080f4
[ 5832.933898] PUF Read:0xffffffff at 0xa00080f8
[ 5832.934051] PUF Read:0xffdfffff at 0xa00080fc
[ 5832.934051] PUF Read:0xfffffdff at 0xa0008100
[ 5832.934051] PUF Read:0xffffffff at 0xa0008104
[ 5832.934051] PUF Read:0xfff7ffff at 0xa0008108
[ 5832.934051] PUF Read:0xffffffff at 0xa000810c
[ 5832.934051] PUF Read:0xffffffff at 0xa0008110
[ 5832.934204] PUF Read:0xfdff7fff at 0xa0008114
[ 5832.934234] PUF Read:0xffffffff at 0xa0008118
[ 5832.934234] PUF Read:0xfdffffff at 0xa000811c
[ 5832.934234] PUF Read:0xfff7ffff at 0xa0008120
[ 5832.934295] PUF Read:0xffffffff at 0xa0008124
[ 5832.934295] PUF Read:0xffffffff at 0xa0008128
[ 5832.934356] PUF Read:0xffffffff at 0xa000812c
[ 5832.934387] PUF Read:0xffffffff at 0xa0008130
[ 5832.934387] PUF Read:0xffffff7f at 0xa0008134
[ 5832.934387] PUF Read:0xffdfffff at 0xa0008138
[ 5832.934448] PUF Read:0xffffffff at 0xa000813c
[ 5832.934448] PUF Read:0xffffffff at 0xa0008140
[ 5832.934509] PUF Read:0xffffffff at 0xa0008144
[ 5832.934539] PUF Read:0xffffffff at 0xa0008148
