[ 4751.088623] [i] Total hammer attempts per row: 1636705
[ 4751.088623] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 4751.088623] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 4751.088684] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 4751.088684] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 4751.088714] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 4751.088714] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 4751.088714] Temp polling alert enabled
[ 4751.088714] Refresh enabled at EMIF2
[ 4751.088745] [i] Starting PUF read-out
[ 4751.088745] [i] Single-Sided Rowhammer (SSRH)
[ 4751.088775] PUF Read:0xffff7fff at 0xa0008000
[ 4751.088775] PUF Read:0xffffffff at 0xa0008004
[ 4751.088775] PUF Read:0xffffffff at 0xa0008008
[ 4751.088775] PUF Read:0xf7ffff7f at 0xa000800c
[ 4751.088867] PUF Read:0xffffffff at 0xa0008010
[ 4751.088867] PUF Read:0xdfffffff at 0xa0008014
[ 4751.088928] PUF Read:0xffff7fff at 0xa0008018
[ 4751.088958] PUF Read:0xfff5ffff at 0xa000801c
[ 4751.088958] PUF Read:0xfdffffff at 0xa0008020
[ 4751.088958] PUF Read:0xffffffff at 0xa0008024
[ 4751.088958] PUF Read:0xffffffff at 0xa0008028
[ 4751.088958] PUF Read:0xffffffff at 0xa000802c
[ 4751.088958] PUF Read:0xfffffffd at 0xa0008030
[ 4751.089111] PUF Read:0xffffffff at 0xa0008034
[ 4751.089141] PUF Read:0xffffffff at 0xa0008038
[ 4751.089141] PUF Read:0xffffffff at 0xa000803c
[ 4751.089141] PUF Read:0xffffdfff at 0xa0008040
[ 4751.089202] PUF Read:0xffffffff at 0xa0008044
[ 4751.089202] PUF Read:0xffffffff at 0xa0008048
[ 4751.089263] PUF Read:0xfffffffd at 0xa000804c
[ 4751.089294] PUF Read:0xf7ffffff at 0xa0008050
[ 4751.089294] PUF Read:0xfffffdff at 0xa0008054
[ 4751.089294] PUF Read:0xffffffdf at 0xa0008058
[ 4751.089355] PUF Read:0xffffffff at 0xa000805c
[ 4751.089355] PUF Read:0xffffffff at 0xa0008060
[ 4751.089416] PUF Read:0xffff7fff at 0xa0008064
[ 4751.089447] PUF Read:0xffffffff at 0xa0008068
[ 4751.089447] PUF Read:0xffffffff at 0xa000806c
[ 4751.089508] PUF Read:0xffffffff at 0xa0008070
[ 4751.089508] PUF Read:0xffffffff at 0xa0008074
[ 4751.089508] PUF Read:0xffffffff at 0xa0008078
