[ 1024.846466] [i] Total hammer attempts per row: 253220
[ 1024.847991] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 1024.847991] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 1024.848022] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 1024.848022] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 1024.848052] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 1024.848052] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 1024.848083] Temp polling alert enabled
[ 1024.848083] Refresh enabled at EMIF2
[ 1024.848083] [i] Starting PUF read-out
[ 1024.848114] [i] Single-Sided Rowhammer (SSRH)
[ 1024.848114] PUF Read:0x00000000 at 0xa0008000
[ 1024.848114] PUF Read:0x00000000 at 0xa0008004
[ 1024.848175] PUF Read:0x00000000 at 0xa0008008
[ 1024.848205] PUF Read:0x00000000 at 0xa000800c
[ 1024.848205] PUF Read:0x00000000 at 0xa0008010
[ 1024.848205] PUF Read:0x00000100 at 0xa0008014
[ 1024.848266] PUF Read:0x00000000 at 0xa0008018
[ 1024.848266] PUF Read:0x00000000 at 0xa000801c
[ 1024.848327] PUF Read:0x00000000 at 0xa0008020
[ 1024.848358] PUF Read:0x00000000 at 0xa0008024
[ 1024.848358] PUF Read:0x00000000 at 0xa0008028
[ 1024.848419] PUF Read:0x00000000 at 0xa000802c
[ 1024.848419] PUF Read:0x00000000 at 0xa0008030
[ 1024.848419] PUF Read:0x00000000 at 0xa0008034
[ 1024.848480] PUF Read:0x00000000 at 0xa0008038
[ 1024.848510] PUF Read:0x00000000 at 0xa000803c
[ 1024.848510] PUF Read:0x00000001 at 0xa0008040
[ 1024.848510] PUF Read:0x00000000 at 0xa0008044
[ 1024.848571] PUF Read:0x00000000 at 0xa0008048
[ 1024.848571] PUF Read:0x00000000 at 0xa000804c
[ 1024.848632] PUF Read:0x00000000 at 0xa0008050
[ 1024.848663] PUF Read:0x00000000 at 0xa0008054
[ 1024.848663] PUF Read:0x00000000 at 0xa0008058
[ 1024.848663] PUF Read:0x00000000 at 0xa000805c
[ 1024.848724] PUF Read:0x00000000 at 0xa0008060
[ 1024.848724] PUF Read:0x00000000 at 0xa0008064
[ 1024.848785] PUF Read:0x00000000 at 0xa0008068
[ 1024.848785] PUF Read:0x00000000 at 0xa000806c
[ 1024.848846] PUF Read:0x00000000 at 0xa0008070
[ 1024.848846] PUF Read:0x00000000 at 0xa0008074
[ 1024.848846] PUF Read:0x00000000 at 0xa0008078
[ 1024.848907] PUF Read:0x00000000 at 0xa000807c
[ 1024.848937] PUF Read:0x00000000 at 0xa0008080
[ 1024.848937] PUF Read:0x00000000 at 0xa0008084
[ 1024.848937] PUF Read:0x00000000 at 0xa0008088
[ 1024.848999] PUF Read:0x00000000 at 0xa000808c
[ 1024.848999] PUF Read:0x00000000 at 0xa0008090
[ 1024.849060] PUF Read:0x00000000 at 0xa0008094
[ 1024.849090] PUF Read:0x00000000 at 0xa0008098
[ 1024.849090] PUF Read:0x00000000 at 0xa000809c
[ 1024.849090] PUF Read:0x00000000 at 0xa00080a0
[ 1024.849151] PUF Read:0x00000000 at 0xa00080a4
[ 1024.849151] PUF Read:0x00000000 at 0xa00080a8
[ 1024.849212] PUF Read:0x00000000 at 0xa00080ac
[ 1024.849212] PUF Read:0x00000000 at 0xa00080b0
[ 1024.849273] PUF Read:0x00000000 at 0xa00080b4
[ 1024.849273] PUF Read:0x00000000 at 0xa00080b8
[ 1024.849273] PUF Read:0x00000000 at 0xa00080bc
[ 1024.849334] PUF Read:0x00000000 at 0xa00080c0
[ 1024.849365] PUF Read:0x00000000 at 0xa00080c4
[ 1024.849365] PUF Read:0x00000000 at 0xa00080c8
[ 1024.849365] PUF Read:0x00000000 at 0xa00080cc
[ 1024.849426] PUF Read:0x00000000 at 0xa00080d0
[ 1024.849426] PUF Read:0x00000000 at 0xa00080d4
[ 1024.849487] PUF Read:0x00000000 at 0xa00080d8
[ 1024.849517] PUF Read:0x00000000 at 0xa00080dc
[ 1024.849517] PUF Read:0x00000000 at 0xa00080e0
[ 1024.849517] PUF Read:0x00000000 at 0xa00080e4
[ 1024.849578] PUF Read:0x00000000 at 0xa00080e8
[ 1024.849578] PUF Read:0x00000001 at 0xa00080ec
[ 1024.849639] PUF Read:0x00000000 at 0xa00080f0
[ 1024.849639] PUF Read:0x00000000 at 0xa00080f4
[ 1024.849639] PUF Read:0x00000100 at 0xa00080f8
[ 1024.849639] PUF Read:0x00000000 at 0xa00080fc
[ 1024.849639] PUF Read:0x00000000 at 0xa0008100
[ 1024.849761] PUF Read:0x00000000 at 0xa0008104
[ 1024.849792] PUF Read:0x00000000 at 0xa0008108
