[ 5292.018280] [i] Total hammer attempts per row: 1636705
[ 5292.018310] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 5292.018310] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 5292.018341] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 5292.018341] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 5292.018341] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 5292.018371] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 5292.018371] Temp polling alert enabled
[ 5292.018371] Refresh enabled at EMIF2
[ 5292.018402] [i] Starting PUF read-out
[ 5292.018402] [i] Single-Sided Rowhammer (SSRH)
[ 5292.018432] PUF Read:0xffff7fff at 0xa0008000
[ 5292.018432] PUF Read:0xffffffff at 0xa0008004
[ 5292.018432] PUF Read:0xffffffff at 0xa0008008
[ 5292.018432] PUF Read:0xf7ffff7f at 0xa000800c
[ 5292.018524] PUF Read:0xffffffff at 0xa0008010
[ 5292.018524] PUF Read:0xdfffffff at 0xa0008014
[ 5292.018524] PUF Read:0xffff7fff at 0xa0008018
[ 5292.018615] PUF Read:0xfff5ffff at 0xa000801c
[ 5292.018615] PUF Read:0xfdffffff at 0xa0008020
[ 5292.018615] PUF Read:0xffffffff at 0xa0008024
[ 5292.018615] PUF Read:0xffffffff at 0xa0008028
[ 5292.018707] PUF Read:0xffffffff at 0xa000802c
[ 5292.018707] PUF Read:0xfffffffd at 0xa0008030
[ 5292.018768] PUF Read:0xffffffff at 0xa0008034
[ 5292.018798] PUF Read:0xffffffff at 0xa0008038
[ 5292.018798] PUF Read:0xffffffff at 0xa000803c
[ 5292.018798] PUF Read:0xffffdfff at 0xa0008040
[ 5292.018859] PUF Read:0xffffffff at 0xa0008044
[ 5292.018859] PUF Read:0xffffffff at 0xa0008048
[ 5292.018920] PUF Read:0xfffffffd at 0xa000804c
[ 5292.018951] PUF Read:0xf7ffffff at 0xa0008050
[ 5292.018951] PUF Read:0xfffffdff at 0xa0008054
[ 5292.018951] PUF Read:0xffffffdf at 0xa0008058
[ 5292.019012] PUF Read:0xffffffff at 0xa000805c
[ 5292.019012] PUF Read:0xffffffff at 0xa0008060
[ 5292.019073] PUF Read:0xffff7fff at 0xa0008064
[ 5292.019104] PUF Read:0xffffffff at 0xa0008068
[ 5292.019104] PUF Read:0xffffffff at 0xa000806c
