[ 2467.338409] [i] Total hammer attempts per row: 818330
[ 2467.338500] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 2467.338500] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 2467.338531] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 2467.338531] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 2467.338562] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 2467.338562] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 2467.338562] Temp polling alert enabled
[ 2467.338592] Refresh enabled at EMIF2
[ 2467.338592] [i] Starting PUF read-out
[ 2467.338592] [i] Single-Sided Rowhammer (SSRH)
[ 2467.338623] PUF Read:0xaaaaaaaa at 0xa0008000
[ 2467.338653] PUF Read:0xaaaaaaaa at 0xa0008004
[ 2467.338684] PUF Read:0xaaaaaaaa at 0xa0008008
[ 2467.338684] PUF Read:0xaaaaaaaa at 0xa000800c
[ 2467.338745] PUF Read:0xaaaaaaaa at 0xa0008010
[ 2467.338745] PUF Read:0xaaaaabaa at 0xa0008014
[ 2467.338745] PUF Read:0xaaaaaaaa at 0xa0008018
[ 2467.338745] PUF Read:0xaaaaaaaa at 0xa000801c
[ 2467.338836] PUF Read:0xaaaaaaaa at 0xa0008020
[ 2467.338836] PUF Read:0xaaaaaaaa at 0xa0008024
[ 2467.338836] PUF Read:0xaaaaaaaa at 0xa0008028
[ 2467.338836] PUF Read:0xaaaaaaaa at 0xa000802c
[ 2467.338928] PUF Read:0xaaaaaaaa at 0xa0008030
[ 2467.338928] PUF Read:0xaaaaaaaa at 0xa0008034
[ 2467.338989] PUF Read:0xaaaaaaaa at 0xa0008038
[ 2467.339019] PUF Read:0xaaaaaaaa at 0xa000803c
[ 2467.339019] PUF Read:0xaaaaaaab at 0xa0008040
[ 2467.339019] PUF Read:0xaaaaeaaa at 0xa0008044
[ 2467.339080] PUF Read:0xaaaaaaaa at 0xa0008048
[ 2467.339080] PUF Read:0xaaaaaaaa at 0xa000804c
[ 2467.339141] PUF Read:0xaaaaaaaa at 0xa0008050
[ 2467.339172] PUF Read:0xaaaaaaaa at 0xa0008054
[ 2467.339172] PUF Read:0xaaaaaaaa at 0xa0008058
[ 2467.339172] PUF Read:0xaaaaaaaa at 0xa000805c
[ 2467.339233] PUF Read:0xaaaaaaaa at 0xa0008060
[ 2467.339233] PUF Read:0xaaaa2aaa at 0xa0008064
[ 2467.339294] PUF Read:0xaaaaaaaa at 0xa0008068
[ 2467.339324] PUF Read:0xaaaaaaaa at 0xa000806c
[ 2467.339324] PUF Read:0xaaaaaaaa at 0xa0008070
[ 2467.339324] PUF Read:0xaaaaaaaa at 0xa0008074
[ 2467.339385] PUF Read:0xaaaaaaaa at 0xa0008078
[ 2467.339385] PUF Read:0xaaaaaaaa at 0xa000807c
[ 2467.339447] PUF Read:0xaaaaaaaa at 0xa0008080
[ 2467.339477] PUF Read:0xaaaaaaaa at 0xa0008084
[ 2467.339477] PUF Read:0xaaaaaaaa at 0xa0008088
[ 2467.339477] PUF Read:0xaaaaaaaa at 0xa000808c
[ 2467.339538] PUF Read:0xaaaa8aaa at 0xa0008090
[ 2467.339538] PUF Read:0xaaaaaaaa at 0xa0008094
[ 2467.339599] PUF Read:0x2aabaaaa at 0xa0008098
[ 2467.339630] PUF Read:0xaaaaaaaa at 0xa000809c
[ 2467.339630] PUF Read:0xaaaaaaaa at 0xa00080a0
[ 2467.339630] PUF Read:0xaaaaaaaa at 0xa00080a4
[ 2467.339691] PUF Read:0xaaaaaaaa at 0xa00080a8
[ 2467.339691] PUF Read:0xaaaaaaaa at 0xa00080ac
[ 2467.339752] PUF Read:0xaaaaaaaa at 0xa00080b0
[ 2467.339782] PUF Read:0xaa2aaaaa at 0xa00080b4
[ 2467.339782] PUF Read:0xaaaaaaaa at 0xa00080b8
[ 2467.339782] PUF Read:0x8aaaaaaa at 0xa00080bc
[ 2467.339843] PUF Read:0xaaaaaaaa at 0xa00080c0
[ 2467.339843] PUF Read:0xaaaaaaaa at 0xa00080c4
[ 2467.339904] PUF Read:0xaaa2aaaa at 0xa00080c8
[ 2467.339935] PUF Read:0xaaaaaaaa at 0xa00080cc
[ 2467.339935] PUF Read:0xaaaaaaaa at 0xa00080d0
[ 2467.339935] PUF Read:0xaaaaaaaa at 0xa00080d4
[ 2467.339996] PUF Read:0xaaaaaaaa at 0xa00080d8
[ 2467.339996] PUF Read:0xaaaaaaaa at 0xa00080dc
[ 2467.340057] PUF Read:0xaaaaaaaa at 0xa00080e0
[ 2467.340087] PUF Read:0xaaaaaaaa at 0xa00080e4
[ 2467.340087] PUF Read:0xaaaaaaaa at 0xa00080e8
[ 2467.340148] PUF Read:0xaaaaaaab at 0xa00080ec
[ 2467.340148] PUF Read:0x8aaaaaaa at 0xa00080f0
[ 2467.340148] PUF Read:0xaaaaaaaa at 0xa00080f4
[ 2467.340148] PUF Read:0xaaaaabaa at 0xa00080f8
[ 2467.340240] PUF Read:0xaaaaaaaa at 0xa00080fc
[ 2467.340240] PUF Read:0xaaaaaaaa at 0xa0008100
[ 2467.340240] PUF Read:0xaaaaaaaa at 0xa0008104
[ 2467.340240] PUF Read:0xaaaaaaaa at 0xa0008108
[ 2467.340240] PUF Read:0xaaaaaaaa at 0xa000810c
[ 2467.340240] PUF Read:0xaaaaaaaa at 0xa0008110
[ 2467.340393] PUF Read:0xaaaaaaaa at 0xa0008114
[ 2467.340393] PUF Read:0xaaaaaaaa at 0xa0008118
[ 2467.340393] PUF Read:0xaaaaaaaa at 0xa000811c
[ 2467.340393] PUF Read:0xaaaaaaaa at 0xa0008120
[ 2467.340484] PUF Read:0xaaaaaaaa at 0xa0008124
[ 2467.340484] PUF Read:0xaaaaaaea at 0xa0008128
[ 2467.340545] PUF Read:0xaaaaaaaa at 0xa000812c
[ 2467.340545] PUF Read:0xaaaaaaaa at 0xa0008130
[ 2467.340545] PUF Read:0xaaaaaaaa at 0xa0008134
[ 2467.340545] PUF Read:0xaa8aaaaa at 0xa0008138
[ 2467.340637] PUF Read:0xaaaaaaaa at 0xa000813c
[ 2467.340637] PUF Read:0xaaaaaaaa at 0xa0008140
[ 2467.340698] PUF Read:0xaaaaaaaa at 0xa0008144
[ 2467.340728] PUF Read:0xaabaaeaa at 0xa0008148
[ 2467.340728] PUF Read:0xaaaaaaaa at 0xa000814c
[ 2467.340728] PUF Read:0xaaaaaaaa at 0xa0008150
[ 2467.340789] PUF Read:0xaaaaaaaa at 0xa0008154
[ 2467.340789] PUF Read:0xaaaaaaaa at 0xa0008158
[ 2467.340850] PUF Read:0xaaaaaaea at 0xa000815c
[ 2467.340881] PUF Read:0xaaaaaaaa at 0xa0008160
[ 2467.340881] PUF Read:0xaaaaaaaa at 0xa0008164
[ 2467.340881] PUF Read:0xaaaaaaaa at 0xa0008168
[ 2467.340942] PUF Read:0xaaaaaaaa at 0xa000816c
[ 2467.340942] PUF Read:0xaaaaaaaa at 0xa0008170
[ 2467.341003] PUF Read:0xaaaaaaaa at 0xa0008174
[ 2467.341033] PUF Read:0xaaaaaaaa at 0xa0008178
[ 2467.341033] PUF Read:0xaaaaaaaa at 0xa000817c
[ 2467.341033] PUF Read:0xaaaaaa2a at 0xa0008180
[ 2467.341094] PUF Read:0xaaaaaaaa at 0xa0008184
[ 2467.341094] PUF Read:0xaaaaaaaa at 0xa0008188
[ 2467.341156] PUF Read:0xaaaaaaaa at 0xa000818c
[ 2467.341186] PUF Read:0xaaaaaaaa at 0xa0008190
[ 2467.341186] PUF Read:0xaaaaaaaa at 0xa0008194
[ 2467.341186] PUF Read:0xaaaaaaaa at 0xa0008198
[ 2467.341247] PUF Read:0xaaaaaaaa at 0xa000819c
[ 2467.341247] PUF Read:0xaaaaaaaa at 0xa00081a0
[ 2467.341308] PUF Read:0xaaaaaaaa at 0xa00081a4
[ 2467.341339] PUF Read:0xaaaaaaaa at 0xa00081a8
[ 2467.341339] PUF Read:0xaaaaaaaa at 0xa00081ac
[ 2467.341339] PUF Read:0xaaeaaaaa at 0xa00081b0
[ 2467.341400] PUF Read:0xaaaaaaaa at 0xa00081b4
[ 2467.341400] PUF Read:0xaaaaaaaa at 0xa00081b8
[ 2467.341461] PUF Read:0xaaaaaaaa at 0xa00081bc
[ 2467.341491] PUF Read:0xaaaaaaaa at 0xa00081c0
[ 2467.341491] PUF Read:0xaaaaaaae at 0xa00081c4
[ 2467.341491] PUF Read:0xaaaaaaaa at 0xa00081c8
[ 2467.341552] PUF Read:0xaaaaaaaa at 0xa00081cc
[ 2467.341552] PUF Read:0xbaaaaaaa at 0xa00081d0
[ 2467.341552] PUF Read:0xaaaaaaaa at 0xa00081d4
[ 2467.341644] PUF Read:0xaaaaaaaa at 0xa00081d8
[ 2467.341674] PUF Read:0xaaaaaaaa at 0xa00081dc
[ 2467.341674] PUF Read:0xaaaaaaaa at 0xa00081e0
[ 2467.341674] PUF Read:0xaaaaaaea at 0xa00081e4
[ 2467.341735] PUF Read:0xaaaaaaaa at 0xa00081e8
[ 2467.341735] PUF Read:0xaa2aaaaa at 0xa00081ec
