[ 1385.479034] [i] Total hammer attempts per row: 818622
[ 1385.479034] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 1385.479034] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 1385.479156] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 1385.479156] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 1385.479187] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 1385.479187] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 1385.479217] Temp polling alert enabled
[ 1385.479217] Refresh enabled at EMIF2
[ 1385.479217] [i] Starting PUF read-out
[ 1385.479248] [i] Single-Sided Rowhammer (SSRH)
[ 1385.479248] PUF Read:0x00000000 at 0xa0008000
[ 1385.479248] PUF Read:0x00000000 at 0xa0008004
[ 1385.479248] PUF Read:0x00000000 at 0xa0008008
[ 1385.479339] PUF Read:0x00000000 at 0xa000800c
[ 1385.479370] PUF Read:0x00000000 at 0xa0008010
[ 1385.479370] PUF Read:0x00000100 at 0xa0008014
[ 1385.479370] PUF Read:0x00000000 at 0xa0008018
[ 1385.479431] PUF Read:0x00000000 at 0xa000801c
[ 1385.479431] PUF Read:0x00000000 at 0xa0008020
[ 1385.479492] PUF Read:0x00000000 at 0xa0008024
[ 1385.479522] PUF Read:0x00000000 at 0xa0008028
[ 1385.479522] PUF Read:0x00000000 at 0xa000802c
[ 1385.479522] PUF Read:0x00000000 at 0xa0008030
[ 1385.479583] PUF Read:0x00000000 at 0xa0008034
[ 1385.479583] PUF Read:0x00000000 at 0xa0008038
[ 1385.479644] PUF Read:0x00000000 at 0xa000803c
[ 1385.479675] PUF Read:0x00000000 at 0xa0008040
[ 1385.479675] PUF Read:0x00000000 at 0xa0008044
[ 1385.479675] PUF Read:0x00000000 at 0xa0008048
[ 1385.479736] PUF Read:0x00000000 at 0xa000804c
[ 1385.479736] PUF Read:0x00000000 at 0xa0008050
[ 1385.479797] PUF Read:0x00000000 at 0xa0008054
[ 1385.479827] PUF Read:0x00000000 at 0xa0008058
[ 1385.479827] PUF Read:0x00000000 at 0xa000805c
[ 1385.479827] PUF Read:0x00000000 at 0xa0008060
[ 1385.479888] PUF Read:0x00000000 at 0xa0008064
[ 1385.479888] PUF Read:0x00000000 at 0xa0008068
[ 1385.479888] PUF Read:0x00000000 at 0xa000806c
[ 1385.479980] PUF Read:0x00000000 at 0xa0008070
[ 1385.480010] PUF Read:0x00000000 at 0xa0008074
[ 1385.480010] PUF Read:0x00000000 at 0xa0008078
[ 1385.480010] PUF Read:0x00000000 at 0xa000807c
[ 1385.480072] PUF Read:0x00000000 at 0xa0008080
[ 1385.480072] PUF Read:0x00000000 at 0xa0008084
[ 1385.480133] PUF Read:0x00000000 at 0xa0008088
[ 1385.480163] PUF Read:0x00000000 at 0xa000808c
[ 1385.480163] PUF Read:0x00000000 at 0xa0008090
[ 1385.480163] PUF Read:0x00000000 at 0xa0008094
[ 1385.480224] PUF Read:0x00000000 at 0xa0008098
[ 1385.480224] PUF Read:0x00000000 at 0xa000809c
[ 1385.480285] PUF Read:0x00000000 at 0xa00080a0
[ 1385.480285] PUF Read:0x00000000 at 0xa00080a4
[ 1385.480285] PUF Read:0x00000000 at 0xa00080a8
[ 1385.480285] PUF Read:0x00000000 at 0xa00080ac
[ 1385.480285] PUF Read:0x00000000 at 0xa00080b0
[ 1385.480285] PUF Read:0x00000000 at 0xa00080b4
[ 1385.480438] PUF Read:0x00000000 at 0xa00080b8
[ 1385.480438] PUF Read:0x00000000 at 0xa00080bc
[ 1385.480499] PUF Read:0x00000000 at 0xa00080c0
[ 1385.480499] PUF Read:0x00000000 at 0xa00080c4
[ 1385.480499] PUF Read:0x00000000 at 0xa00080c8
[ 1385.480560] PUF Read:0x00000000 at 0xa00080cc
[ 1385.480590] PUF Read:0x00000000 at 0xa00080d0
[ 1385.480590] PUF Read:0x00000000 at 0xa00080d4
[ 1385.480590] PUF Read:0x00000000 at 0xa00080d8
[ 1385.480651] PUF Read:0x00000000 at 0xa00080dc
[ 1385.480651] PUF Read:0x00000000 at 0xa00080e0
[ 1385.480712] PUF Read:0x00000000 at 0xa00080e4
[ 1385.480743] PUF Read:0x00000000 at 0xa00080e8
[ 1385.480743] PUF Read:0x00000001 at 0xa00080ec
[ 1385.480743] PUF Read:0x00000000 at 0xa00080f0
[ 1385.480804] PUF Read:0x00000000 at 0xa00080f4
[ 1385.480804] PUF Read:0x00000100 at 0xa00080f8
[ 1385.480865] PUF Read:0x00000000 at 0xa00080fc
[ 1385.480895] PUF Read:0x00000000 at 0xa0008100
[ 1385.480895] PUF Read:0x00000000 at 0xa0008104
[ 1385.480895] PUF Read:0x00000000 at 0xa0008108
[ 1385.480895] PUF Read:0x00000000 at 0xa000810c
[ 1385.480895] PUF Read:0x00000000 at 0xa0008110
[ 1385.481018] PUF Read:0x00000000 at 0xa0008114
[ 1385.481018] PUF Read:0x00000000 at 0xa0008118
[ 1385.481079] PUF Read:0x00000000 at 0xa000811c
[ 1385.481079] PUF Read:0x00000000 at 0xa0008120
[ 1385.481079] PUF Read:0x00000000 at 0xa0008124
[ 1385.481140] PUF Read:0x00000000 at 0xa0008128
[ 1385.481170] PUF Read:0x00000000 at 0xa000812c
[ 1385.481170] PUF Read:0x00000000 at 0xa0008130
[ 1385.481170] PUF Read:0x00000000 at 0xa0008134
[ 1385.481231] PUF Read:0x00000000 at 0xa0008138
[ 1385.481231] PUF Read:0x00000000 at 0xa000813c
[ 1385.481292] PUF Read:0x00000000 at 0xa0008140
[ 1385.481323] PUF Read:0x00000000 at 0xa0008144
[ 1385.481323] PUF Read:0x00100400 at 0xa0008148
[ 1385.481323] PUF Read:0x00000000 at 0xa000814c
[ 1385.481384] PUF Read:0x00000000 at 0xa0008150
[ 1385.481384] PUF Read:0x00000000 at 0xa0008154
[ 1385.481445] PUF Read:0x00000000 at 0xa0008158
[ 1385.481475] PUF Read:0x00000000 at 0xa000815c
[ 1385.481475] PUF Read:0x00000000 at 0xa0008160
[ 1385.481475] PUF Read:0x00000000 at 0xa0008164
[ 1385.481475] PUF Read:0x00000000 at 0xa0008168
[ 1385.481567] PUF Read:0x00000000 at 0xa000816c
[ 1385.481567] PUF Read:0x00000000 at 0xa0008170
[ 1385.481628] PUF Read:0x00000000 at 0xa0008174
[ 1385.481628] PUF Read:0x00000000 at 0xa0008178
[ 1385.481628] PUF Read:0x00000000 at 0xa000817c
[ 1385.481628] PUF Read:0x00000000 at 0xa0008180
[ 1385.481628] PUF Read:0x00000000 at 0xa0008184
[ 1385.481750] PUF Read:0x00000000 at 0xa0008188
[ 1385.481781] PUF Read:0x00000000 at 0xa000818c
[ 1385.481781] PUF Read:0x00000000 at 0xa0008190
[ 1385.481781] PUF Read:0x00000000 at 0xa0008194
[ 1385.481842] PUF Read:0x00000000 at 0xa0008198
[ 1385.481842] PUF Read:0x00000000 at 0xa000819c
[ 1385.481903] PUF Read:0x00000000 at 0xa00081a0
[ 1385.481933] PUF Read:0x00000000 at 0xa00081a4
[ 1385.481933] PUF Read:0x00000000 at 0xa00081a8
[ 1385.481933] PUF Read:0x00000000 at 0xa00081ac
[ 1385.481994] PUF Read:0x00400000 at 0xa00081b0
[ 1385.481994] PUF Read:0x00000000 at 0xa00081b4
[ 1385.482055] PUF Read:0x00000000 at 0xa00081b8
[ 1385.482055] PUF Read:0x00000000 at 0xa00081bc
[ 1385.482055] PUF Read:0x00000000 at 0xa00081c0
[ 1385.482055] PUF Read:0x00000004 at 0xa00081c4
[ 1385.482055] PUF Read:0x00000000 at 0xa00081c8
[ 1385.482055] PUF Read:0x00000000 at 0xa00081cc
[ 1385.482208] PUF Read:0x00000000 at 0xa00081d0
[ 1385.482208] PUF Read:0x00000000 at 0xa00081d4
[ 1385.482269] PUF Read:0x00000000 at 0xa00081d8
[ 1385.482269] PUF Read:0x00000000 at 0xa00081dc
[ 1385.482269] PUF Read:0x00000000 at 0xa00081e0
[ 1385.482330] PUF Read:0x00000000 at 0xa00081e4
[ 1385.482360] PUF Read:0x00000000 at 0xa00081e8
[ 1385.482360] PUF Read:0x00000000 at 0xa00081ec
[ 1385.482360] PUF Read:0x00000000 at 0xa00081f0
[ 1385.482421] PUF Read:0x00000000 at 0xa00081f4
[ 1385.482421] PUF Read:0x00000000 at 0xa00081f8
[ 1385.482482] PUF Read:0x00000000 at 0xa00081fc
[ 1385.482513] PUF Read:0x00000000 at 0xa0008200
[ 1385.482513] PUF Read:0x00000000 at 0xa0008204
[ 1385.482513] PUF Read:0x00000000 at 0xa0008208
[ 1385.482513] PUF Read:0x00000000 at 0xa000820c
[ 1385.482513] PUF Read:0x00000000 at 0xa0008210
[ 1385.482635] PUF Read:0x00000000 at 0xa0008214
[ 1385.482635] PUF Read:0x00000000 at 0xa0008218
[ 1385.482635] PUF Read:0x00000000 at 0xa000821c
[ 1385.482635] PUF Read:0x00000000 at 0xa0008220
[ 1385.482635] PUF Read:0x00000000 at 0xa0008224
[ 1385.482635] PUF Read:0x00000000 at 0xa0008228
[ 1385.482788] PUF Read:0x00000000 at 0xa000822c
[ 1385.482788] PUF Read:0x00000000 at 0xa0008230
[ 1385.482788] PUF Read:0x00000000 at 0xa0008234
[ 1385.482788] PUF Read:0x00000000 at 0xa0008238
[ 1385.482788] PUF Read:0x00000000 at 0xa000823c
[ 1385.482788] PUF Read:0x00000000 at 0xa0008240
[ 1385.482940] PUF Read:0x00000000 at 0xa0008244
[ 1385.482940] PUF Read:0x00000000 at 0xa0008248
[ 1385.482940] PUF Read:0x00000000 at 0xa000824c
[ 1385.482940] PUF Read:0x00000000 at 0xa0008250
[ 1385.483032] PUF Read:0x00000000 at 0xa0008254
[ 1385.483032] PUF Read:0x00000000 at 0xa0008258
[ 1385.483093] PUF Read:0x00000000 at 0xa000825c
[ 1385.483123] PUF Read:0x00000000 at 0xa0008260
[ 1385.483123] PUF Read:0x00000000 at 0xa0008264
[ 1385.483123] PUF Read:0x00000000 at 0xa0008268
[ 1385.483184] PUF Read:0x00000000 at 0xa000826c
[ 1385.483184] PUF Read:0x00000000 at 0xa0008270
[ 1385.483245] PUF Read:0x00000000 at 0xa0008274
[ 1385.483276] PUF Read:0x00000000 at 0xa0008278
[ 1385.483276] PUF Read:0x00000000 at 0xa000827c
[ 1385.483276] PUF Read:0x00000000 at 0xa0008280
[ 1385.483276] PUF Read:0x00000000 at 0xa0008284
[ 1385.483276] PUF Read:0x00000000 at 0xa0008288
[ 1385.483398] PUF Read:0x00000000 at 0xa000828c
[ 1385.483398] PUF Read:0x00000000 at 0xa0008290
[ 1385.483398] PUF Read:0x00000000 at 0xa0008294
[ 1385.483398] PUF Read:0x00000000 at 0xa0008298
[ 1385.483398] PUF Read:0x00000000 at 0xa000829c
[ 1385.483520] PUF Read:0x00000000 at 0xa00082a0
[ 1385.483551] PUF Read:0x00000000 at 0xa00082a4
[ 1385.483551] PUF Read:0x00000000 at 0xa00082a8
[ 1385.483551] PUF Read:0x00000000 at 0xa00082ac
[ 1385.483612] PUF Read:0x00000000 at 0xa00082b0
[ 1385.483612] PUF Read:0x00000000 at 0xa00082b4
[ 1385.483673] PUF Read:0x00000040 at 0xa00082b8
[ 1385.483703] PUF Read:0x00000000 at 0xa00082bc
[ 1385.483703] PUF Read:0x00000000 at 0xa00082c0
[ 1385.483703] PUF Read:0x00000000 at 0xa00082c4
[ 1385.483764] PUF Read:0x00000000 at 0xa00082c8
[ 1385.483764] PUF Read:0x00000000 at 0xa00082cc
[ 1385.483825] PUF Read:0x00000000 at 0xa00082d0
[ 1385.483856] PUF Read:0x00000000 at 0xa00082d4
[ 1385.483856] PUF Read:0x00000000 at 0xa00082d8
[ 1385.483856] PUF Read:0x00000000 at 0xa00082dc
[ 1385.483856] PUF Read:0x00000000 at 0xa00082e0
[ 1385.483856] PUF Read:0x00000000 at 0xa00082e4
[ 1385.483978] PUF Read:0x00000000 at 0xa00082e8
[ 1385.483978] PUF Read:0x00000000 at 0xa00082ec
[ 1385.484039] PUF Read:0x00000000 at 0xa00082f0
[ 1385.484039] PUF Read:0x00000000 at 0xa00082f4
[ 1385.484039] PUF Read:0x00000000 at 0xa00082f8
[ 1385.484100] PUF Read:0x00000000 at 0xa00082fc
[ 1385.484130] PUF Read:0x00000000 at 0xa0008300
[ 1385.484130] PUF Read:0x00000000 at 0xa0008304
[ 1385.484130] PUF Read:0x00000000 at 0xa0008308
[ 1385.484191] PUF Read:0x00000000 at 0xa000830c
[ 1385.484191] PUF Read:0x00000000 at 0xa0008310
[ 1385.484252] PUF Read:0x00000000 at 0xa0008314
[ 1385.484283] PUF Read:0x00000000 at 0xa0008318
[ 1385.484283] PUF Read:0x10000000 at 0xa000831c
[ 1385.484283] PUF Read:0x00000000 at 0xa0008320
[ 1385.484344] PUF Read:0x00000000 at 0xa0008324
[ 1385.484344] PUF Read:0x00000000 at 0xa0008328
[ 1385.484405] PUF Read:0x00000000 at 0xa000832c
[ 1385.484405] PUF Read:0x00000004 at 0xa0008330
[ 1385.484405] PUF Read:0x00000000 at 0xa0008334
[ 1385.484405] PUF Read:0x00000000 at 0xa0008338
[ 1385.484405] PUF Read:0x00000000 at 0xa000833c
[ 1385.484405] PUF Read:0x00000000 at 0xa0008340
[ 1385.484558] PUF Read:0x00000000 at 0xa0008344
[ 1385.484588] PUF Read:0x00000000 at 0xa0008348
[ 1385.484588] PUF Read:0x00000000 at 0xa000834c
[ 1385.484588] PUF Read:0x00000000 at 0xa0008350
[ 1385.484649] PUF Read:0x00000000 at 0xa0008354
[ 1385.484649] PUF Read:0x00000000 at 0xa0008358
[ 1385.484710] PUF Read:0x00000000 at 0xa000835c
[ 1385.484741] PUF Read:0x00000000 at 0xa0008360
[ 1385.484741] PUF Read:0x00000000 at 0xa0008364
[ 1385.484741] PUF Read:0x00000000 at 0xa0008368
[ 1385.484802] PUF Read:0x00000000 at 0xa000836c
[ 1385.484802] PUF Read:0x00000000 at 0xa0008370
[ 1385.484863] PUF Read:0x00000000 at 0xa0008374
[ 1385.484863] PUF Read:0x00000000 at 0xa0008378
[ 1385.484863] PUF Read:0x00000000 at 0xa000837c
[ 1385.484863] PUF Read:0x00000000 at 0xa0008380
[ 1385.484863] PUF Read:0x00000000 at 0xa0008384
[ 1385.484985] PUF Read:0x00000000 at 0xa0008388
[ 1385.485015] PUF Read:0x00000000 at 0xa000838c
[ 1385.485015] PUF Read:0x00000000 at 0xa0008390
[ 1385.485015] PUF Read:0x00000000 at 0xa0008394
[ 1385.485076] PUF Read:0x00000000 at 0xa0008398
[ 1385.485076] PUF Read:0x00000000 at 0xa000839c
[ 1385.485137] PUF Read:0x00000000 at 0xa00083a0
[ 1385.485168] PUF Read:0x00000000 at 0xa00083a4
[ 1385.485168] PUF Read:0x00000000 at 0xa00083a8
[ 1385.485168] PUF Read:0x00000000 at 0xa00083ac
[ 1385.485229] PUF Read:0x00000000 at 0xa00083b0
[ 1385.485229] PUF Read:0x00000000 at 0xa00083b4
[ 1385.485290] PUF Read:0x00000000 at 0xa00083b8
[ 1385.485290] PUF Read:0x00000000 at 0xa00083bc
[ 1385.485290] PUF Read:0x00000000 at 0xa00083c0
[ 1385.485290] PUF Read:0x00000000 at 0xa00083c4
[ 1385.485290] PUF Read:0x00000000 at 0xa00083c8
[ 1385.485290] PUF Read:0x00000000 at 0xa00083cc
[ 1385.485443] PUF Read:0x00000000 at 0xa00083d0
[ 1385.485443] PUF Read:0x00000000 at 0xa00083d4
