[ 5712.877685] [i] Total hammer attempts per row: 818449
[ 5712.877716] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 5712.877716] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 5712.877746] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 5712.877746] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 5712.877746] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 5712.877777] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 5712.877777] Temp polling alert enabled
[ 5712.877777] Refresh enabled at EMIF2
[ 5712.877807] [i] Starting PUF read-out
[ 5712.877807] [i] Single-Sided Rowhammer (SSRH)
[ 5712.877838] PUF Read:0xffffffff at 0xa0008000
[ 5712.877838] PUF Read:0xffffffff at 0xa0008004
[ 5712.877838] PUF Read:0xffffffff at 0xa0008008
[ 5712.877899] PUF Read:0xf7ffffff at 0xa000800c
[ 5712.877899] PUF Read:0xffffffff at 0xa0008010
[ 5712.877899] PUF Read:0xffffffff at 0xa0008014
[ 5712.877990] PUF Read:0xffffffff at 0xa0008018
[ 5712.878021] PUF Read:0xffffffff at 0xa000801c
[ 5712.878021] PUF Read:0xffffffff at 0xa0008020
[ 5712.878021] PUF Read:0xffffffff at 0xa0008024
[ 5712.878082] PUF Read:0xffffffff at 0xa0008028
[ 5712.878082] PUF Read:0xffffffff at 0xa000802c
[ 5712.878143] PUF Read:0xffffffff at 0xa0008030
[ 5712.878173] PUF Read:0xffffffff at 0xa0008034
[ 5712.878173] PUF Read:0xffffffff at 0xa0008038
[ 5712.878173] PUF Read:0xffffffff at 0xa000803c
[ 5712.878173] PUF Read:0xffffffff at 0xa0008040
[ 5712.878173] PUF Read:0xffffffff at 0xa0008044
[ 5712.878173] PUF Read:0xffffffff at 0xa0008048
[ 5712.878326] PUF Read:0xffffffff at 0xa000804c
[ 5712.878326] PUF Read:0xffffffff at 0xa0008050
[ 5712.878326] PUF Read:0xffffffff at 0xa0008054
[ 5712.878326] PUF Read:0xffffffdf at 0xa0008058
[ 5712.878326] PUF Read:0xffffffff at 0xa000805c
[ 5712.878326] PUF Read:0xffffffff at 0xa0008060
[ 5712.878479] PUF Read:0xffff7fff at 0xa0008064
[ 5712.878479] PUF Read:0xffffffff at 0xa0008068
[ 5712.878479] PUF Read:0xffffffff at 0xa000806c
[ 5712.878479] PUF Read:0xffffffff at 0xa0008070
[ 5712.878479] PUF Read:0xffffffff at 0xa0008074
[ 5712.878479] PUF Read:0xffffffff at 0xa0008078
[ 5712.878479] PUF Read:0xffffffff at 0xa000807c
[ 5712.878662] PUF Read:0xffffffff at 0xa0008080
[ 5712.878692] PUF Read:0xffffffff at 0xa0008084
[ 5712.878692] PUF Read:0xffffffff at 0xa0008088
[ 5712.878692] PUF Read:0xffffffff at 0xa000808c
[ 5712.878753] PUF Read:0xffffdfff at 0xa0008090
[ 5712.878753] PUF Read:0xffffffff at 0xa0008094
[ 5712.878814] PUF Read:0x7fffffff at 0xa0008098
[ 5712.878845] PUF Read:0xffffffff at 0xa000809c
[ 5712.878845] PUF Read:0xffffffff at 0xa00080a0
[ 5712.878845] PUF Read:0xffffffff at 0xa00080a4
[ 5712.878906] PUF Read:0xffffffff at 0xa00080a8
[ 5712.878906] PUF Read:0xffffffff at 0xa00080ac
[ 5712.878967] PUF Read:0xffffffff at 0xa00080b0
[ 5712.878997] PUF Read:0xff7fffff at 0xa00080b4
[ 5712.878997] PUF Read:0xffffffff at 0xa00080b8
[ 5712.878997] PUF Read:0xdfffffff at 0xa00080bc
[ 5712.879058] PUF Read:0xffffffff at 0xa00080c0
[ 5712.879058] PUF Read:0xffffffff at 0xa00080c4
[ 5712.879119] PUF Read:0xfff7ffff at 0xa00080c8
[ 5712.879150] PUF Read:0xffffffff at 0xa00080cc
[ 5712.879150] PUF Read:0xffffffff at 0xa00080d0
[ 5712.879150] PUF Read:0xffffffff at 0xa00080d4
[ 5712.879150] PUF Read:0xffffffff at 0xa00080d8
[ 5712.879150] PUF Read:0xffffffff at 0xa00080dc
[ 5712.879150] PUF Read:0xffffffff at 0xa00080e0
[ 5712.879302] PUF Read:0xffffffff at 0xa00080e4
[ 5712.879302] PUF Read:0xffffffff at 0xa00080e8
[ 5712.879302] PUF Read:0xffffffff at 0xa00080ec
[ 5712.879302] PUF Read:0xdfffffff at 0xa00080f0
[ 5712.879302] PUF Read:0xffffffff at 0xa00080f4
[ 5712.879302] PUF Read:0xffffffff at 0xa00080f8
[ 5712.879455] PUF Read:0xffffffff at 0xa00080fc
[ 5712.879455] PUF Read:0xffffffff at 0xa0008100
[ 5712.879455] PUF Read:0xffffffff at 0xa0008104
[ 5712.879455] PUF Read:0xffffffff at 0xa0008108
[ 5712.879455] PUF Read:0xffffffff at 0xa000810c
[ 5712.879455] PUF Read:0xffffffff at 0xa0008110
[ 5712.879608] PUF Read:0xffffffff at 0xa0008114
[ 5712.879638] PUF Read:0xffffffff at 0xa0008118
[ 5712.879638] PUF Read:0xffffffff at 0xa000811c
[ 5712.879638] PUF Read:0xffffffff at 0xa0008120
[ 5712.879699] PUF Read:0xffffffff at 0xa0008124
[ 5712.879699] PUF Read:0xffffffff at 0xa0008128
[ 5712.879760] PUF Read:0xffffffff at 0xa000812c
[ 5712.879791] PUF Read:0xffffffff at 0xa0008130
[ 5712.879791] PUF Read:0xffffffff at 0xa0008134
[ 5712.879791] PUF Read:0xffdfffff at 0xa0008138
[ 5712.879852] PUF Read:0xffffffff at 0xa000813c
[ 5712.879852] PUF Read:0xffffffff at 0xa0008140
[ 5712.879913] PUF Read:0xffffffff at 0xa0008144
[ 5712.879943] PUF Read:0xffffffff at 0xa0008148
[ 5712.879943] PUF Read:0xffffffff at 0xa000814c
[ 5712.879943] PUF Read:0xffffffff at 0xa0008150
[ 5712.880004] PUF Read:0xffffffff at 0xa0008154
[ 5712.880004] PUF Read:0xffffffff at 0xa0008158
[ 5712.880065] PUF Read:0xffffffff at 0xa000815c
[ 5712.880096] PUF Read:0xffffffff at 0xa0008160
[ 5712.880096] PUF Read:0xffffffff at 0xa0008164
[ 5712.880096] PUF Read:0xffffffff at 0xa0008168
[ 5712.880096] PUF Read:0xffffffff at 0xa000816c
[ 5712.880187] PUF Read:0xffffffff at 0xa0008170
[ 5712.880187] PUF Read:0xffffffff at 0xa0008174
[ 5712.880249] PUF Read:0xffffffff at 0xa0008178
[ 5712.880279] PUF Read:0xffffffff at 0xa000817c
[ 5712.880279] PUF Read:0xffff7f7f at 0xa0008180
[ 5712.880340] PUF Read:0xffffffff at 0xa0008184
[ 5712.880340] PUF Read:0xffffffff at 0xa0008188
[ 5712.880340] PUF Read:0xffffffff at 0xa000818c
[ 5712.880340] PUF Read:0xffffffff at 0xa0008190
[ 5712.880432] PUF Read:0xffffffff at 0xa0008194
[ 5712.880432] PUF Read:0xffffffff at 0xa0008198
[ 5712.880432] PUF Read:0xffffffff at 0xa000819c
[ 5712.880432] PUF Read:0xffffffff at 0xa00081a0
[ 5712.880432] PUF Read:0xffffffff at 0xa00081a4
[ 5712.880432] PUF Read:0xffffffff at 0xa00081a8
[ 5712.880584] PUF Read:0xffffffff at 0xa00081ac
[ 5712.880584] PUF Read:0xffffffff at 0xa00081b0
[ 5712.880584] PUF Read:0xffffffff at 0xa00081b4
[ 5712.880584] PUF Read:0xffffffff at 0xa00081b8
[ 5712.880584] PUF Read:0xffffffff at 0xa00081bc
[ 5712.880584] PUF Read:0xffffffff at 0xa00081c0
[ 5712.880737] PUF Read:0xffffffff at 0xa00081c4
[ 5712.880737] PUF Read:0xffffffff at 0xa00081c8
[ 5712.880737] PUF Read:0xffffffff at 0xa00081cc
[ 5712.880737] PUF Read:0xffffffff at 0xa00081d0
[ 5712.880828] PUF Read:0xffffffff at 0xa00081d4
[ 5712.880828] PUF Read:0xffffffff at 0xa00081d8
[ 5712.880889] PUF Read:0xffffffff at 0xa00081dc
[ 5712.880920] PUF Read:0xffffffff at 0xa00081e0
[ 5712.880920] PUF Read:0xffffffff at 0xa00081e4
[ 5712.880920] PUF Read:0xffffffff at 0xa00081e8
[ 5712.880981] PUF Read:0xff7fffff at 0xa00081ec
[ 5712.880981] PUF Read:0xffffffff at 0xa00081f0
[ 5712.881042] PUF Read:0xffffffff at 0xa00081f4
[ 5712.881072] PUF Read:0xfffffff7 at 0xa00081f8
[ 5712.881072] PUF Read:0xffffffff at 0xa00081fc
[ 5712.881072] PUF Read:0xffffffff at 0xa0008200
[ 5712.881134] PUF Read:0xffffffff at 0xa0008204
[ 5712.881134] PUF Read:0xffffffff at 0xa0008208
[ 5712.881195] PUF Read:0xfdffffff at 0xa000820c
[ 5712.881225] PUF Read:0xffffffff at 0xa0008210
[ 5712.881225] PUF Read:0xffffffff at 0xa0008214
[ 5712.881225] PUF Read:0xffffffff at 0xa0008218
[ 5712.881286] PUF Read:0xffffffff at 0xa000821c
[ 5712.881286] PUF Read:0xffffffff at 0xa0008220
[ 5712.881347] PUF Read:0xffffffff at 0xa0008224
[ 5712.881378] PUF Read:0xffffffff at 0xa0008228
[ 5712.881378] PUF Read:0xffffffff at 0xa000822c
[ 5712.881439] PUF Read:0xffffffff at 0xa0008230
[ 5712.881439] PUF Read:0xfdffffff at 0xa0008234
[ 5712.881439] PUF Read:0xffffffff at 0xa0008238
[ 5712.881439] PUF Read:0xffffffff at 0xa000823c
[ 5712.881530] PUF Read:0xffffffff at 0xa0008240
[ 5712.881530] PUF Read:0xffffffff at 0xa0008244
[ 5712.881530] PUF Read:0xffffffff at 0xa0008248
[ 5712.881530] PUF Read:0xffffffff at 0xa000824c
[ 5712.881530] PUF Read:0xffffffff at 0xa0008250
[ 5712.881530] PUF Read:0xffffffff at 0xa0008254
[ 5712.881683] PUF Read:0xffffffff at 0xa0008258
[ 5712.881713] PUF Read:0xffffffff at 0xa000825c
