[ 5171.940032] [i] Total hammer attempts per row: 818257
[ 5171.940032] EMIF 2 REG Write 0x00000618 at 0x4d000010
[ 5171.940063] EMIF 2 REG Read 0x00000618 at 0x4d000010
[ 5171.940063] EMIF 2 REG Write 0x00000618 at 0x4d000014
[ 5171.940093] EMIF 2 REG Read 0x00000618 at 0x4d000014
[ 5171.940093] EMIF 2 REG Write 0x58016893 at 0x4d0000cc
[ 5171.940124] EMIF 2 REG Read 0x58016893 at 0x4d0000cc
[ 5171.940124] Temp polling alert enabled
[ 5171.940124] Refresh enabled at EMIF2
[ 5171.940155] [i] Starting PUF read-out
[ 5171.940155] [i] Single-Sided Rowhammer (SSRH)
[ 5171.940185] PUF Read:0xffff7fff at 0xa0008000
[ 5171.940185] PUF Read:0xffffffff at 0xa0008004
[ 5171.940216] PUF Read:0xffffffff at 0xa0008008
[ 5171.940216] PUF Read:0xf7ffffff at 0xa000800c
[ 5171.940216] PUF Read:0xffffffff at 0xa0008010
[ 5171.940307] PUF Read:0xffffffff at 0xa0008014
[ 5171.940338] PUF Read:0xffffffff at 0xa0008018
[ 5171.940338] PUF Read:0xffffffff at 0xa000801c
[ 5171.940338] PUF Read:0xffffffff at 0xa0008020
[ 5171.940399] PUF Read:0xffffffff at 0xa0008024
[ 5171.940399] PUF Read:0xffffffff at 0xa0008028
[ 5171.940399] PUF Read:0xffffffff at 0xa000802c
[ 5171.940490] PUF Read:0xffffffff at 0xa0008030
[ 5171.940521] PUF Read:0xffffffff at 0xa0008034
[ 5171.940521] PUF Read:0xffffffff at 0xa0008038
[ 5171.940521] PUF Read:0xffffffff at 0xa000803c
[ 5171.940521] PUF Read:0xffffffff at 0xa0008040
[ 5171.940521] PUF Read:0xffffffff at 0xa0008044
[ 5171.940521] PUF Read:0xffffffff at 0xa0008048
[ 5171.940673] PUF Read:0xffffffff at 0xa000804c
[ 5171.940704] PUF Read:0xffffffff at 0xa0008050
[ 5171.940704] PUF Read:0xffffffff at 0xa0008054
[ 5171.940704] PUF Read:0xffffffff at 0xa0008058
[ 5171.940765] PUF Read:0xffffffff at 0xa000805c
[ 5171.940765] PUF Read:0xffffffff at 0xa0008060
[ 5171.940826] PUF Read:0xffff7fff at 0xa0008064
[ 5171.940826] PUF Read:0xffffffff at 0xa0008068
[ 5171.940826] PUF Read:0xffffffff at 0xa000806c
[ 5171.940826] PUF Read:0xffffffff at 0xa0008070
[ 5171.940917] PUF Read:0xffffffff at 0xa0008074
[ 5171.940917] PUF Read:0xffffffff at 0xa0008078
[ 5171.940979] PUF Read:0xffffffff at 0xa000807c
[ 5171.941009] PUF Read:0xffffffff at 0xa0008080
[ 5171.941009] PUF Read:0xffffffff at 0xa0008084
[ 5171.941009] PUF Read:0xffffffff at 0xa0008088
[ 5171.941070] PUF Read:0xffffffff at 0xa000808c
[ 5171.941070] PUF Read:0xffffdfff at 0xa0008090
[ 5171.941131] PUF Read:0xffffffff at 0xa0008094
[ 5171.941162] PUF Read:0x7fffffff at 0xa0008098
[ 5171.941162] PUF Read:0xffffffff at 0xa000809c
[ 5171.941162] PUF Read:0xffffffff at 0xa00080a0
[ 5171.941223] PUF Read:0xffffffff at 0xa00080a4
[ 5171.941223] PUF Read:0xffffffff at 0xa00080a8
[ 5171.941284] PUF Read:0xffffffff at 0xa00080ac
[ 5171.941314] PUF Read:0xffffffff at 0xa00080b0
[ 5171.941314] PUF Read:0xff7fffff at 0xa00080b4
[ 5171.941314] PUF Read:0xffffffff at 0xa00080b8
[ 5171.941375] PUF Read:0xdfffffff at 0xa00080bc
[ 5171.941375] PUF Read:0xffffffff at 0xa00080c0
[ 5171.941436] PUF Read:0xffffffff at 0xa00080c4
[ 5171.941467] PUF Read:0xfff7ffff at 0xa00080c8
[ 5171.941467] PUF Read:0xffffffff at 0xa00080cc
[ 5171.941467] PUF Read:0xffffffff at 0xa00080d0
[ 5171.941528] PUF Read:0xffffffff at 0xa00080d4
[ 5171.941528] PUF Read:0xffffffff at 0xa00080d8
